date,stationID,Tave2M_C,Tmax2M_C,Tmin2M_C,Tave6M_C,Tmax6M_C,Tmin6M_C
12/7/88,RAWS,-9.3,-6.1,-14.8,,,
12/8/88,RAWS,-13.8,-3.9,-19.8,,,
12/9/88,RAWS,-7.3,-2.9,-11.2,,,
12/10/88,RAWS,-5.7,1.9,-7.8,,,
12/11/88,RAWS,-8,-5.3,-10.4,,,
12/12/88,RAWS,-6.2,-2.4,-10.8,,,
12/13/88,RAWS,-1.5,-0.2,-3.3,,,
12/14/88,RAWS,-6.5,-1.5,-13,,,
12/15/88,RAWS,-14.2,-5.8,-19.7,,,
12/16/88,RAWS,-6.1,0.6,-8.1,,,
12/17/88,RAWS,-3.8,5.1,-8.7,,,
12/18/88,RAWS,-0.3,3.5,-1.5,,,
12/19/88,RAWS,-3,1.3,-8.4,,,
12/20/88,RAWS,-10.3,-9,-11.5,,,
12/21/88,RAWS,-6.8,-4,-10.2,,,
12/22/88,RAWS,-12.5,-5.3,-15.5,,,
12/23/88,RAWS,-12.3,-9.9,-14.5,,,
12/24/88,RAWS,-15.5,-12,-17.9,,,
12/25/88,RAWS,,,,,,
12/26/88,RAWS,,,,,,
12/27/88,RAWS,,,,,,
12/28/88,RAWS,,,,,,
12/29/88,RAWS,,,,,,
12/30/88,RAWS,-5.1,-5.1,-5.1,,,
12/31/88,RAWS,-5.9,-5.9,-5.9,,,
1/1/89,RAWS,-8.5,-6.1,-9.5,,,
1/2/89,RAWS,-8.8,-5.5,-10.8,,,
1/3/89,RAWS,-5.4,0.7,-9.2,,,
1/4/89,RAWS,0.4,5.4,-2.2,,,
1/5/89,RAWS,-4.5,-0.7,-6.2,,,
1/6/89,RAWS,-6.7,-4.9,-12.4,,,
1/7/89,RAWS,-18.9,-13,-21.6,,,
1/8/89,RAWS,-20.7,-19.4,-21.2,,,
1/9/89,RAWS,-16,-13.1,-19.2,,,
1/10/89,RAWS,,,,,,
1/11/89,RAWS,,,,,,
1/12/89,RAWS,-16.2,-12.8,-20.1,,,
1/13/89,RAWS,-8.9,1,-16.7,,,
1/14/89,RAWS,-10.2,-5.9,-12.5,,,
1/15/89,RAWS,-15.4,-12.8,-17.6,,,
1/16/89,RAWS,-11.6,-7.7,-14.8,,,
1/17/89,RAWS,-6.8,-1.9,-9.1,,,
1/18/89,RAWS,-4.5,0.8,-7,,,
1/19/89,RAWS,-4.4,0.9,-6.5,,,
1/20/89,RAWS,-4,1.5,-8.5,,,
1/21/89,RAWS,-3.8,0.5,-5.8,,,
1/22/89,RAWS,-3.1,0.6,-4.4,,,
1/23/89,RAWS,-2.7,0.3,-4,,,
1/24/89,RAWS,-5.2,-1.1,-8.1,,,
1/25/89,RAWS,-9.6,-5.2,-13.1,,,
1/26/89,RAWS,-9.8,2.7,-15.5,,,
1/27/89,RAWS,-2.2,7.2,-9.9,,,
1/28/89,RAWS,,,,,,
1/29/89,RAWS,,,,,,
1/30/89,RAWS,6.1,10.3,3.4,,,
1/31/89,RAWS,1.5,3,-0.2,,,
2/1/89,RAWS,-2.5,-1,-4.3,,,
2/2/89,RAWS,-3.5,-3.1,-4.3,,,
2/3/89,RAWS,,,,,,
2/4/89,RAWS,,,,,,
2/5/89,RAWS,,,,,,
2/6/89,RAWS,,,,,,
2/7/89,RAWS,-13.7,-10.6,-15.4,,,
2/8/89,RAWS,-14.2,-7.1,-17.1,,,
2/9/89,RAWS,-7.9,-3.4,-11.8,,,
2/10/89,RAWS,-3.6,-0.7,-4.7,,,
2/11/89,RAWS,-5.1,-3.3,-7.3,,,
2/12/89,RAWS,-9.1,-6.1,-13.1,,,
2/13/89,RAWS,-12.6,-10.8,-14.9,,,
2/14/89,RAWS,-13.1,-11.2,-14.8,,,
2/15/89,RAWS,-12.3,-8.2,-14.1,,,
2/16/89,RAWS,-7,1.2,-10.6,,,
2/17/89,RAWS,-3.5,3.2,-6.6,,,
2/18/89,RAWS,-4,-0.7,-5.8,,,
2/19/89,RAWS,-3.7,-2.2,-4.8,,,
2/20/89,RAWS,-5.9,-1.3,-7.9,,,
2/21/89,RAWS,-10.5,-7.6,-12.6,,,
2/22/89,RAWS,-8.4,-0.1,-11.7,,,
2/23/89,RAWS,-3,-0.4,-5.9,,,
2/24/89,RAWS,-0.7,6,-2.9,,,
2/25/89,RAWS,,,,,,
2/26/89,RAWS,,,,,,
2/27/89,RAWS,,,,,,
2/28/89,RAWS,,,,,,
3/1/89,RAWS,,,,,,
3/2/89,RAWS,-3.3,-3.3,-3.3,,,
3/3/89,RAWS,-4.8,-0.1,-15.4,,,
3/4/89,RAWS,-14.6,-5.1,-19.4,,,
3/5/89,RAWS,-10.2,1.4,-18,,,
3/6/89,RAWS,-4,0.7,-7.9,,,
3/7/89,RAWS,-0.6,4.6,-2.6,,,
3/8/89,RAWS,2.9,6.8,0.4,,,
3/9/89,RAWS,5.9,12.2,4.1,,,
3/10/89,RAWS,7.2,11.9,5.3,,,
3/11/89,RAWS,6.8,11.4,4.5,,,
3/12/89,RAWS,3.9,7.5,1.9,,,
3/13/89,RAWS,2.7,7.1,1.4,,,
3/14/89,RAWS,-9.4,-6.8,-11.3,,,
3/15/89,RAWS,-11.3,-5.6,-14.3,,,
3/16/89,RAWS,-1.4,6.1,-5.8,,,
3/17/89,RAWS,-2.4,2.1,-7.8,,,
3/18/89,RAWS,-3.2,3.8,-7.2,,,
3/19/89,RAWS,-0.9,1.2,-2,,,
3/20/89,RAWS,-5.3,4,-12.6,,,
3/21/89,RAWS,-6.5,-0.1,-11.5,,,
3/22/89,RAWS,-2.5,-0.8,-3.6,,,
3/23/89,RAWS,-0.6,1.6,-1.6,,,
3/24/89,RAWS,1.6,9.8,-1.1,,,
3/25/89,RAWS,3.1,11.7,-0.9,,,
3/26/89,RAWS,3.8,12.2,-0.4,,,
3/27/89,RAWS,2.7,4,0.6,,,
3/28/89,RAWS,-0.8,5.7,-4.6,,,
3/29/89,RAWS,-0.8,2.5,-4.8,,,
3/30/89,RAWS,,,,,,
3/31/89,RAWS,1.4,2.2,0.6,,,
4/1/89,RAWS,-2.4,1,-5.6,,,
4/2/89,RAWS,-3.8,-1.8,-5,,,
4/3/89,RAWS,-6.5,-2.9,-9.2,,,
4/4/89,RAWS,-9.5,-5.9,-12.3,,,
4/5/89,RAWS,-6,0.5,-8.7,,,
4/6/89,RAWS,2,7.7,-1.1,,,
4/7/89,RAWS,4.4,11.6,0.8,,,
4/8/89,RAWS,2.4,6.2,-0.6,,,
4/9/89,RAWS,-7.5,0.8,-12.5,,,
4/10/89,RAWS,-11.5,2.8,-23.5,,,
4/11/89,RAWS,-2.2,6.7,-8.6,,,
4/12/89,RAWS,-4.5,7.5,-13.9,,,
4/13/89,RAWS,-2.1,11.6,-11.2,,,
4/14/89,RAWS,3.5,11.2,-2.5,,,
4/15/89,RAWS,4.7,11.8,-1,,,
4/16/89,RAWS,3,7.6,0.2,,,
4/17/89,RAWS,4.4,9.5,-0.8,,,
4/18/89,RAWS,4.8,11,1.4,,,
4/19/89,RAWS,7.1,15.4,2,,,
4/20/89,RAWS,9.2,18.5,4.3,,,
4/21/89,RAWS,8.4,16.2,1.5,,,
4/22/89,RAWS,9.6,14.7,7.8,,,
4/23/89,RAWS,9.9,18.6,5.9,,,
4/24/89,RAWS,8.8,16.8,4.5,,,
4/25/89,RAWS,3.6,14.7,-2.3,,,
4/26/89,RAWS,4.8,13.2,-1.4,,,
4/27/89,RAWS,-2.2,4.2,-5.3,,,
4/28/89,RAWS,-3.7,4,-6.5,,,
4/29/89,RAWS,-4.3,1.3,-6.9,,,
4/30/89,RAWS,-4.8,2.5,-9,,,
5/1/89,RAWS,-1.6,7.3,-6.3,,,
5/2/89,RAWS,3,6.1,0,,,
5/3/89,RAWS,-0.6,4.3,-2,,,
5/4/89,RAWS,-0.8,3.3,-2.9,,,
5/5/89,RAWS,-0.7,1,-2.5,,,
5/6/89,RAWS,,,,,,
5/7/89,RAWS,,,,,,
5/8/89,RAWS,11.3,13.2,8.6,,,
5/9/89,RAWS,6.6,6.6,6.6,,,
5/10/89,RAWS,11.5,15.9,6,,,
5/11/89,RAWS,5.3,16.2,-1.2,,,
5/12/89,RAWS,3.6,7.5,-1.4,,,
5/13/89,RAWS,0,5.9,-4.7,,,
5/14/89,RAWS,-0.7,2.8,-2.4,,,
5/15/89,RAWS,1.5,12.2,-7.2,,,
5/16/89,RAWS,2.6,12.1,-3.6,,,
5/17/89,RAWS,6.8,13.8,0.4,,,
5/18/89,RAWS,5.8,14.9,-1.6,,,
5/19/89,RAWS,7.3,10.7,3.8,,,
5/20/89,RAWS,7.2,15,1,,,
5/21/89,RAWS,8.7,13.6,3.4,,,
5/22/89,RAWS,9.5,18.6,0.7,,,
5/23/89,RAWS,11.8,16.8,6,,,
5/24/89,RAWS,8.9,12.5,4.7,,,
5/25/89,RAWS,2,7.3,-2.3,,,
5/26/89,RAWS,0.6,9,-5.6,,,
5/27/89,RAWS,8.1,15.9,-2,,,
5/28/89,RAWS,12.5,18.4,7.7,,,
5/29/89,RAWS,13,20.8,8.6,,,
5/30/89,RAWS,6.6,12.5,2.4,,,
5/31/89,RAWS,4,12.2,-0.6,,,
6/1/89,RAWS,4.7,10.2,-1.1,,,
6/2/89,RAWS,6.1,13.4,-0.4,,,
6/3/89,RAWS,3.4,8.2,1.4,,,
6/4/89,RAWS,0.9,3.2,-0.1,,,
6/5/89,RAWS,6,13.9,0.7,,,
6/6/89,RAWS,6,14.2,1.1,,,
6/7/89,RAWS,6.8,13.6,2.8,,,
6/8/89,RAWS,5.6,15.3,0.6,,,
6/9/89,RAWS,4.8,10,1.2,,,
6/10/89,RAWS,7.2,14.7,1.3,,,
6/11/89,RAWS,8.4,14.4,5.7,,,
6/12/89,RAWS,7.3,12.5,3.7,,,
6/13/89,RAWS,5,12.9,0.4,,,
6/14/89,RAWS,6.1,12.7,-0.1,,,
6/15/89,RAWS,10.2,18.6,2.6,,,
6/16/89,RAWS,13.9,19.2,8.7,,,
6/17/89,RAWS,10.2,16.6,1.6,,,
6/18/89,RAWS,14,20.9,9.3,,,
6/19/89,RAWS,16.7,23.5,8.5,,,
6/20/89,RAWS,15.5,18.9,12.5,,,
6/21/89,RAWS,5.7,15.8,-0.4,,,
6/22/89,RAWS,2.6,8.9,-2.8,,,
6/23/89,RAWS,2,4.8,-0.1,,,
6/24/89,RAWS,7.1,14.7,2.1,,,
6/25/89,RAWS,9.6,17.8,3.8,,,
6/26/89,RAWS,10,15.3,2.5,,,
6/27/89,RAWS,10.1,18.2,4.3,,,
6/28/89,RAWS,15,19,10.9,,,
6/29/89,RAWS,12.9,19.4,5.7,,,
6/30/89,RAWS,13.9,20.5,6.4,,,
7/1/89,RAWS,15.6,22.2,7.6,,,
7/2/89,RAWS,18.1,24.4,12.5,,,
7/3/89,RAWS,16.9,24.1,8.8,,,
7/4/89,RAWS,17.4,27.1,8.6,,,
7/5/89,RAWS,19.6,26.6,12.2,,,
7/6/89,RAWS,21.8,27,16.1,,,
7/7/89,RAWS,18.8,26.9,10.7,,,
7/8/89,RAWS,19.5,26.6,14.8,,,
7/9/89,RAWS,19.3,25.3,12.5,,,
7/10/89,RAWS,15.7,21.6,8.2,,,
7/11/89,RAWS,13.1,18.9,8.7,,,
7/12/89,RAWS,10.6,17.3,8.1,,,
7/13/89,RAWS,12.4,19.2,5,,,
7/14/89,RAWS,13.9,19.7,8.5,,,
7/15/89,RAWS,14,20.2,6.1,,,
7/16/89,RAWS,14.9,22.4,6.4,,,
7/17/89,RAWS,15.9,20.4,11.6,,,
7/18/89,RAWS,14.5,19.9,6.3,,,
7/19/89,RAWS,13.8,20.9,4.7,,,
7/20/89,RAWS,14.2,21.9,5.5,,,
7/21/89,RAWS,14.6,22.8,7.7,,,
7/22/89,RAWS,13.2,20.8,8.1,,,
7/23/89,RAWS,11.1,18.2,5.7,,,
7/24/89,RAWS,11.1,16.3,6.4,,,
7/25/89,RAWS,11,17.5,5.4,,,
7/26/89,RAWS,11.4,19,4.5,,,
7/27/89,RAWS,11.4,20,6,,,
7/28/89,RAWS,11.7,17.2,9.3,,,
7/29/89,RAWS,,,,,,
7/30/89,RAWS,,,,,,
7/31/89,RAWS,14.8,16.7,13.2,,,
8/1/89,RAWS,14.1,19.3,10.7,,,
8/2/89,RAWS,10.7,14.1,8.7,,,
8/3/89,RAWS,13.1,18.6,9.6,,,
8/4/89,RAWS,12.5,17.1,6.9,,,
8/5/89,RAWS,12.7,19,9.3,,,
8/6/89,RAWS,8.6,13.1,5.2,,,
8/7/89,RAWS,8.4,16.7,3.2,,,
8/8/89,RAWS,10.4,18.8,3.9,,,
8/9/89,RAWS,10.6,18.1,5.3,,,
8/10/89,RAWS,10.5,21.7,8.2,,,
8/11/89,RAWS,13.6,16.4,11.3,,,
8/12/89,RAWS,9.7,12.8,7.9,,,
8/13/89,RAWS,11.1,14.6,7.1,,,
8/14/89,RAWS,9.8,20.4,4.3,,,
8/15/89,RAWS,10.5,17.7,5.7,,,
8/16/89,RAWS,11,17.2,6.4,,,
8/17/89,RAWS,11.3,20.4,5.1,,,
8/18/89,RAWS,10.8,14.7,7.3,,,
8/19/89,RAWS,9.4,15.5,4.7,,,
8/20/89,RAWS,8.6,15,5.4,,,
8/21/89,RAWS,9.4,14.9,6,,,
8/22/89,RAWS,10.8,17,8.1,,,
8/23/89,RAWS,10.7,17.7,5,,,
8/24/89,RAWS,12.6,20.6,7.6,,,
8/25/89,RAWS,12.6,17.9,7.9,,,
8/26/89,RAWS,11.4,19.7,3.8,,,
8/27/89,RAWS,11.7,17.8,5.1,,,
8/28/89,RAWS,13.3,20.5,9.1,,,
8/29/89,RAWS,9.6,15.7,5.3,,,
8/30/89,RAWS,,,,,,
8/31/89,RAWS,16.5,18.2,15.3,,,
9/1/89,RAWS,11.9,21.4,3.4,,,
9/2/89,RAWS,12.5,19.4,6.8,,,
9/3/89,RAWS,14.4,18.4,11.5,,,
9/4/89,RAWS,12.2,20.7,3.5,,,
9/5/89,RAWS,12.2,17.4,8.3,,,
9/6/89,RAWS,12.1,15.7,11,,,
9/7/89,RAWS,13.2,19,7.3,,,
9/8/89,RAWS,7.2,13.6,2.3,,,
9/9/89,RAWS,3.2,8.2,-0.8,,,
9/10/89,RAWS,4.5,11.8,0.9,,,
9/11/89,RAWS,0.4,4,-2.8,,,
9/12/89,RAWS,-1.1,-0.3,-2.3,,,
9/13/89,RAWS,0.5,7.1,-2.4,,,
9/14/89,RAWS,4.4,15.5,-0.6,,,
9/15/89,RAWS,9.1,17.2,4.7,,,
9/16/89,RAWS,10.5,18.6,6.4,,,
9/17/89,RAWS,11.9,18.4,4.9,,,
9/18/89,RAWS,11.4,17.8,7.2,,,
9/19/89,RAWS,8.3,17.9,1.8,,,
9/20/89,RAWS,6.6,10.5,3.1,,,
9/21/89,RAWS,2.8,6,0.5,,,
9/22/89,RAWS,2.6,11.3,-3.2,,,
9/23/89,RAWS,6.8,13.7,-0.4,,,
9/24/89,RAWS,10,17.2,6.5,,,
9/25/89,RAWS,6.2,16.3,-0.3,,,
9/26/89,RAWS,10.8,18.8,2.8,,,
9/27/89,RAWS,11.1,18.8,7.3,,,
9/28/89,RAWS,8,16,4.3,,,
9/29/89,RAWS,8.1,19,2.8,,,
9/30/89,RAWS,11.2,17.7,5.3,,,
10/1/89,RAWS,7.6,12.5,1.2,,,
10/2/89,RAWS,3.9,12.5,-1.8,,,
10/3/89,RAWS,5.1,14.1,-1.4,,,
10/4/89,RAWS,3.8,7.3,-0.1,,,
10/5/89,RAWS,2.4,9,-0.8,,,
10/6/89,RAWS,1.7,10,-4,,,
10/7/89,RAWS,2.7,10.3,-1.4,,,
10/8/89,RAWS,4.6,11.9,1.5,,,
10/9/89,RAWS,6.5,12.9,2.8,,,
10/10/89,RAWS,7.4,13.4,4.7,,,
10/11/89,RAWS,8.4,12.2,5.9,,,
10/12/89,RAWS,9.4,14.7,6.8,,,
10/13/89,RAWS,9.9,15.7,6,,,
10/14/89,RAWS,10,13.4,7.5,,,
10/15/89,RAWS,3.6,9.6,-3,,,
10/16/89,RAWS,-4.8,1.2,-7.8,,,
10/17/89,RAWS,-4.1,2,-7.3,,,
10/18/89,RAWS,-7.5,5.4,-14.4,,,
10/19/89,RAWS,-3.2,10.8,-12,,,
10/20/89,RAWS,3.9,8.9,1.8,,,
10/21/89,RAWS,3.4,5.4,1.2,,,
10/22/89,RAWS,2.9,5.8,1,,,
10/23/89,RAWS,2.6,7.7,0.3,,,
10/24/89,RAWS,5.2,10.4,3,,,
10/25/89,RAWS,5.3,14.1,0.7,,,
10/26/89,RAWS,-0.5,5.8,-5.7,,,
10/27/89,RAWS,-2.1,6.8,-5.1,,,
10/28/89,RAWS,-2.8,0.1,-7.5,,,
10/29/89,RAWS,-9.6,-3.7,-11.9,,,
10/30/89,RAWS,-9.1,-5.4,-11.4,,,
10/31/89,RAWS,-5.8,-3.4,-7.3,,,
11/1/89,RAWS,-11,-4.5,-15.8,,,
11/2/89,RAWS,-6.8,1.1,-10.6,,,
11/3/89,RAWS,-4.6,-1.3,-5.8,,,
11/4/89,RAWS,-2.3,0.3,-3.8,,,
11/5/89,RAWS,-2.8,1.7,-5.6,,,
11/6/89,RAWS,-3.3,0,-5.3,,,
11/7/89,RAWS,-5,-3.5,-6.6,,,
11/8/89,RAWS,-6.4,-2.4,-9,,,
11/9/89,RAWS,-3.7,-1.3,-5.1,,,
11/10/89,RAWS,0.5,4.4,-1.1,,,
11/11/89,RAWS,3.9,9.3,2.1,,,
11/12/89,RAWS,5.1,8.2,3.7,,,
11/13/89,RAWS,2.4,5.2,-0.2,,,
11/14/89,RAWS,-2.4,2.3,-10.4,,,
11/15/89,RAWS,-11.8,-6.5,-14.3,,,
11/16/89,RAWS,-7.8,-3.2,-10.7,,,
11/17/89,RAWS,-5.3,0.7,-7,,,
11/18/89,RAWS,-4.1,-0.9,-5.5,,,
11/19/89,RAWS,3.8,11.1,-1.5,,,
11/20/89,RAWS,8.1,14.3,-0.1,,,
11/21/89,RAWS,6.3,9.6,2.7,,,
11/22/89,RAWS,-2.2,1.5,-5.2,,,
11/23/89,RAWS,-0.9,3,-2.6,,,
11/24/89,RAWS,-1.4,-0.7,-2.6,,,
11/25/89,RAWS,-5,-2.6,-6.9,,,
11/26/89,RAWS,-2.9,-1.4,-5.1,,,
11/27/89,RAWS,-10.7,-5.8,-12.9,,,
11/28/89,RAWS,-13.5,-5.4,-16.9,,,
11/29/89,RAWS,-8.3,3.9,-13,,,
11/30/89,RAWS,-8.9,3.8,-12.4,,,
12/1/89,RAWS,-8.2,3.5,-11.4,,,
12/2/89,RAWS,-6.1,4.3,-13.2,,,
12/3/89,RAWS,0.7,5.7,-0.9,,,
12/4/89,RAWS,-0.2,1.4,-1.8,,,
12/5/89,RAWS,-1.3,-0.4,-2.2,,,
12/6/89,RAWS,-4.9,-0.6,-9.6,,,
12/7/89,RAWS,-8.8,-5.5,-11,,,
12/8/89,RAWS,-5.9,-1.3,-10.6,,,
12/9/89,RAWS,-3.6,-1.8,-5.3,,,
12/10/89,RAWS,-10.9,-5.2,-16.4,,,
12/11/89,RAWS,-18.8,-15.8,-21.7,,,
12/12/89,RAWS,-17.1,-14.3,-19.2,,,
12/13/89,RAWS,-14.5,-12.6,-15.6,,,
12/14/89,RAWS,-11.5,-8.9,-12.8,,,
12/15/89,RAWS,-8.6,-7.5,-11.6,,,
12/16/89,RAWS,-13.3,-10.8,-15.8,,,
12/17/89,RAWS,-16.5,-13.4,-20.1,,,
12/18/89,RAWS,-17.5,-13.9,-22.6,,,
12/19/89,RAWS,-14.3,-10.2,-16.4,,,
12/20/89,RAWS,-9.3,-6.9,-10.6,,,
12/21/89,RAWS,-8.8,-7.1,-9.8,,,
12/22/89,RAWS,-14.2,-9.8,-17.3,,,
12/23/89,RAWS,-5,-1.9,-11.1,,,
12/24/89,RAWS,-5.3,1,-7.9,,,
12/25/89,RAWS,-3.9,0.7,-5.6,,,
12/26/89,RAWS,-3.3,0.4,-4.7,,,
12/27/89,RAWS,1.2,5.5,-1.1,,,
12/28/89,RAWS,-3,-0.4,-4.3,,,
12/29/89,RAWS,-9,-3.8,-15,,,
12/30/89,RAWS,-11.1,-6.4,-15.2,,,
12/31/89,RAWS,-12.2,-6.4,-15.4,,,
1/1/90,RAWS,-5.9,-1,-8.4,,,
1/2/90,RAWS,-5.1,-3.3,-6.8,,,
1/3/90,RAWS,-10.9,-7.6,-15.3,,,
1/4/90,RAWS,-14.3,-9.6,-16.4,,,
1/5/90,RAWS,-12.6,-4,-14.9,,,
1/6/90,RAWS,-6.4,0.9,-11.9,,,
1/7/90,RAWS,-5.4,-4.1,-6.6,,,
1/8/90,RAWS,-4.4,-2.1,-6.2,,,
1/9/90,RAWS,-3,0.7,-5.6,,,
1/10/90,RAWS,0,4.8,-1.9,,,
1/11/90,RAWS,-0.6,1.5,-2.1,,,
1/12/90,RAWS,-1.3,6.1,-8.2,,,
1/13/90,RAWS,-2,0.9,-3.2,,,
1/14/90,RAWS,-5,-3.3,-6,,,
1/15/90,RAWS,-6.7,2.1,-12.6,,,
1/16/90,RAWS,-9.2,-6.9,-10.8,,,
1/17/90,RAWS,-9.8,-4,-11.7,,,
1/18/90,RAWS,-12.3,-0.4,-17.3,,,
1/19/90,RAWS,-10.4,-8.7,-12.3,,,
1/20/90,RAWS,-10.8,-2,-16.4,,,
1/21/90,RAWS,-6.1,-0.4,-9.9,,,
1/22/90,RAWS,-2,2.9,-4,,,
1/23/90,RAWS,-8.5,-4.3,-10.8,,,
1/24/90,RAWS,-14.6,-9.2,-17.5,,,
1/25/90,RAWS,-14.3,-9.1,-18,,,
1/26/90,RAWS,-5.4,-0.1,-9.8,,,
1/27/90,RAWS,-15.9,-5,-20.1,,,
1/28/90,RAWS,-16.6,-13,-18.4,,,
1/29/90,RAWS,-12,-9.9,-13.3,,,
1/30/90,RAWS,-10.7,-5.4,-14.7,,,
1/31/90,RAWS,-5.9,-4.5,-7.1,,,
2/1/90,RAWS,-7,-4.4,-7.9,,,
2/2/90,RAWS,-8.6,-7.1,-11.9,,,
2/3/90,RAWS,-11.9,-3.5,-16.2,,,
2/4/90,RAWS,-5.9,-0.4,-9.2,,,
2/5/90,RAWS,-3.9,2.8,-10.4,,,
2/6/90,RAWS,-6.2,-0.5,-9.7,,,
2/7/90,RAWS,-4.6,-1.9,-6.9,,,
2/8/90,RAWS,-9.8,-4.1,-13.3,,,
2/9/90,RAWS,-11.9,-8.9,-14,,,
2/10/90,RAWS,-8,-5.8,-9.3,,,
2/11/90,RAWS,-3.5,1.7,-6,,,
2/12/90,RAWS,-0.7,0.6,-2.6,,,
2/13/90,RAWS,-9.2,-3.3,-16.4,,,
2/14/90,RAWS,-14.9,-2.8,-23.1,,,
2/15/90,RAWS,-15.8,-12.7,-20.7,,,
2/16/90,RAWS,-19.2,-14.3,-22.3,,,
2/17/90,RAWS,-11.8,-10.2,-14.1,,,
2/18/90,RAWS,-8.8,-6.1,-12.1,,,
2/19/90,RAWS,-10.1,1.4,-16.3,,,
2/20/90,RAWS,-8.6,5,-14.9,,,
2/21/90,RAWS,-6.6,0.8,-9.5,,,
2/22/90,RAWS,-7.6,-1.2,-9.8,,,
2/23/90,RAWS,-4.6,3.1,-7.6,,,
2/24/90,RAWS,-1.1,6.6,-4.4,,,
2/25/90,RAWS,-0.4,5.9,-3,,,
2/26/90,RAWS,-1.1,5,-3.3,,,
2/27/90,RAWS,-4.1,6.5,-8.2,,,
2/28/90,RAWS,-7.8,3.9,-13.2,,,
3/1/90,RAWS,-4.9,2.1,-11.5,,,
3/2/90,RAWS,-4.3,5.7,-7.8,,,
3/3/90,RAWS,-2.4,2,-4.3,,,
3/4/90,RAWS,-2.9,3,-6.5,,,
3/5/90,RAWS,-4.9,6.6,-11.9,,,
3/6/90,RAWS,-5.6,-2.9,-8.3,,,
3/7/90,RAWS,-7.7,-3.8,-11.3,,,
3/8/90,RAWS,-3.8,3.5,-7.2,,,
3/9/90,RAWS,1.5,8.7,-1.4,,,
3/10/90,RAWS,1.2,8.2,-1.9,,,
3/11/90,RAWS,0.9,11.1,-3.3,,,
3/12/90,RAWS,-6.1,-0.8,-9.9,,,
3/13/90,RAWS,-8.4,-2.6,-11.6,,,
3/14/90,RAWS,-12.7,-6.5,-16.4,,,
3/15/90,RAWS,-10.7,-7.4,-13,,,
3/16/90,RAWS,-9.1,-3.3,-11.3,,,
3/17/90,RAWS,-5.8,-1.3,-8.7,,,
3/18/90,RAWS,-3.2,3.7,-5.8,,,
3/19/90,RAWS,-2.7,7.2,-8.4,,,
3/20/90,RAWS,1.3,8.4,-1.8,,,
3/21/90,RAWS,0.3,3.7,-1.8,,,
3/22/90,RAWS,1.2,7.5,-1.8,,,
3/23/90,RAWS,-0.6,2.8,-3.1,,,
3/24/90,RAWS,-3,3.1,-7.7,,,
3/25/90,RAWS,-3.3,1.4,-9.1,,,
3/26/90,RAWS,-0.2,7.5,-6.2,,,
3/27/90,RAWS,1.4,9.8,-3.4,,,
3/28/90,RAWS,-3.2,2.3,-6.4,,,
3/29/90,RAWS,-6.5,1.7,-12.3,,,
3/30/90,RAWS,-3.8,7,-10.4,,,
3/31/90,RAWS,-3.6,9.4,-10.8,,,
4/1/90,RAWS,-1.4,13.5,-7.9,,,
4/2/90,RAWS,-0.3,13.9,-7.2,,,
4/3/90,RAWS,1.8,13.9,-3.2,,,
4/4/90,RAWS,1.1,9.7,-4,,,
4/5/90,RAWS,-3.5,1,-7.9,,,
4/6/90,RAWS,-4.2,6.9,-11.9,,,
4/7/90,RAWS,0.6,10.1,-5.4,,,
4/8/90,RAWS,0.7,8.2,-4.2,,,
4/9/90,RAWS,-0.5,5.3,-2.9,,,
4/10/90,RAWS,-1.4,3.5,-4.7,,,
4/11/90,RAWS,1.8,8.8,-1.5,,,
4/12/90,RAWS,-0.3,3.9,-3.6,,,
4/13/90,RAWS,-0.6,4.6,-4,,,
4/14/90,RAWS,2.7,9.3,-0.5,,,
4/15/90,RAWS,6.3,14.1,2.4,,,
4/16/90,RAWS,3.1,9.3,-1.2,,,
4/17/90,RAWS,1,13.9,-6.5,,,
4/18/90,RAWS,3.2,12,-0.3,,,
4/19/90,RAWS,2.1,12,-2.4,,,
4/20/90,RAWS,2.4,15.7,-4.2,,,
4/21/90,RAWS,4.7,13,-2.3,,,
4/22/90,RAWS,5.9,12.9,0.7,,,
4/23/90,RAWS,3.9,11,0.9,,,
4/24/90,RAWS,0.4,6.6,-2.9,,,
4/25/90,RAWS,0.6,8.1,-3.4,,,
4/26/90,RAWS,-2.3,1.7,-6.2,,,
4/27/90,RAWS,-6.7,-3,-9.7,,,
4/28/90,RAWS,0.1,4,-3.6,,,
4/29/90,RAWS,-6.2,0.9,-12.4,,,
4/30/90,RAWS,-7.1,2.7,-14,,,
5/1/90,RAWS,-3.8,9.3,-9,,,
5/2/90,RAWS,1,10.7,-3.3,,,
5/3/90,RAWS,-0.8,5,-3.6,,,
5/4/90,RAWS,-2.1,7.8,-9.4,,,
5/5/90,RAWS,0.5,11.6,-8.8,,,
5/6/90,RAWS,5.8,14.7,-0.4,,,
5/7/90,RAWS,7.1,11.1,4.5,,,
5/8/90,RAWS,0.6,3.2,-1.5,,,
5/9/90,RAWS,-5.1,2,-9.4,,,
5/10/90,RAWS,2.9,11.3,-2,,,
5/11/90,RAWS,2.1,7.7,-2,,,
5/12/90,RAWS,-0.6,4.2,-2.2,,,
5/13/90,RAWS,2.5,7.5,-0.4,,,
5/14/90,RAWS,5.3,13.8,1.9,,,
5/15/90,RAWS,1,5.3,-1.3,,,
5/16/90,RAWS,-2.3,1.4,-5.3,,,
