datetime,Depth_meter,Water_Temperature_celsius
2016-07-17T07:00:00Z,0.5,8.46
2016-07-17T07:00:00Z,2.0,7.75
2016-07-17T07:00:00Z,4.0,7.75
2016-07-17T07:00:00Z,6.0,7.25
2016-07-17T07:00:00Z,7.0,7.34
2016-07-17T07:30:00Z,0.5,8.44
2016-07-17T07:30:00Z,2.0,7.75
2016-07-17T07:30:00Z,4.0,7.75
2016-07-17T07:30:00Z,6.0,7.25
2016-07-17T07:30:00Z,7.0,7.38
2016-07-17T08:00:00Z,0.5,8.36
2016-07-17T08:00:00Z,2.0,7.63
2016-07-17T08:00:00Z,4.0,7.75
2016-07-17T08:00:00Z,6.0,7.13
2016-07-17T08:00:00Z,7.0,7.34
2016-07-17T08:30:00Z,0.5,8.34
2016-07-17T08:30:00Z,2.0,7.63
2016-07-17T08:30:00Z,4.0,7.75
2016-07-17T08:30:00Z,6.0,7.13
2016-07-17T08:30:00Z,7.0,7.34
2016-07-17T09:00:00Z,0.5,8.3
