datetime,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Air_Temperature_celsius,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Precipitation_millimeterPerDay,Snowfall_millimeterPerDay,Surface_Level_Barometric_Pressure_pascal
2020-03-12T05:00:00Z,0,-999,-3.6,85,10.8,-999,-999,98393
2020-03-12T06:00:00Z,0,-999,-3.5,82.2,11.6,-999,-999,98393
2020-03-12T07:00:00Z,-1,-999,-3.3,78.5,10.6,-999,-999,98393
2020-03-12T08:00:00Z,13,-999,-3.1,76.6,8.9,-999,-999,98393
2020-03-12T09:00:00Z,92,-999,-2.9,74.7,9.5,-999,-999,98393
2020-03-12T10:00:00Z,187,-999,-2.5,71.8,9.1,-999,-999,98393
2020-03-12T11:00:00Z,270,-999,-2.2,71.4,9,-999,-999,98393
2020-03-12T12:00:00Z,544,-999,-1,64,9,-999,-999,98393
2020-03-12T13:00:00Z,568,-999,-0.3,60.6,8.4,-999,-999,98393
2020-03-12T14:00:00Z,445,-999,-0.1,57.6,8.1,-999,-999,98393
2020-03-12T15:00:00Z,500,-999,0.5,52,7.9,-999,-999,98393
2020-03-12T16:00:00Z,192,-999,-0.1,51.5,6,-999,-999,98393
2020-03-12T17:00:00Z,133,-999,0,46,5.5,-999,-999,98393
2020-03-12T18:00:00Z,69,-999,-0.3,56.8,6,-999,-999,98393
2020-03-12T19:00:00Z,16,-999,-0.6,61.9,5.9,-999,-999,98393
2020-03-12T20:00:00Z,-1,-999,-0.6,60.8,6,-999,-999,98393
2020-03-12T21:00:00Z,-3,-999,-0.6,58.8,5.5,-999,-999,98393
2020-03-12T22:00:00Z,-3,-999,-0.7,59.7,7.8,-999,-999,98393
2020-03-12T23:00:00Z,-3,-999,-0.7,61.6,8.6,-999,-999,98393
2020-03-13T00:00:00Z,-3,-999,-0.9,63,7.3,-999,-999,98393
2020-03-13T01:00:00Z,-3,-999,-1,63.5,6.9,-999,-999,98393
2020-03-13T02:00:00Z,-3,-999,-1.2,63.9,6.6,-999,-999,98393
2020-03-13T03:00:00Z,-3,-999,-1.5,63.8,4.7,-999,-999,98393
2020-03-13T04:00:00Z,-4,-999,-1.4,54.6,4.2,-999,-999,98393
2020-03-13T05:00:00Z,-3,-999,-1.1,45.6,2.9,-999,-999,98393
2020-03-13T06:00:00Z,-2,-999,-5.4,72.9,1.8,-999,-999,98393
2020-03-13T07:00:00Z,-2,-999,-5.6,76.1,0.4,-999,-999,98393
2020-03-13T08:00:00Z,12,-999,-5.8,79.2,0.2,-999,-999,98393
2020-03-13T09:00:00Z,33,-999,-4.2,76.1,0.1,-999,-999,98393
2020-03-13T10:00:00Z,101,-999,-4.1,82.2,0.1,-999,-999,98393
2020-03-13T11:00:00Z,276,-999,-1.8,79.2,0.9,-999,-999,98393
2020-03-13T12:00:00Z,154,-999,-4.5,92.6,1.4,-999,-999,98393
2020-03-13T13:00:00Z,284,-999,-4.3,88.3,1,-999,-999,98393
2020-03-13T14:00:00Z,257,-999,-4,88.2,1.4,-999,-999,98393
2020-03-13T15:00:00Z,142,-999,-4.7,92.6,1.1,-999,-999,98393
2020-03-13T16:00:00Z,52,-999,-5.8,95.3,0.9,-999,-999,98393
2020-03-13T17:00:00Z,60,-999,-2.8,87.7,3.4,-999,-999,98393
2020-03-13T18:00:00Z,33,-999,-3.3,82,7.2,-999,-999,98393
2020-03-13T19:00:00Z,15,-999,-3.3,72.8,6.5,-999,-999,98393
2020-03-13T20:00:00Z,-1,-999,-3.6,72,5.9,-999,-999,98393
2020-03-13T21:00:00Z,-1,-999,-3.7,72.4,5,-999,-999,98393
2020-03-13T22:00:00Z,-1,-999,-4,75.9,6.3,-999,-999,98393
2020-03-13T23:00:00Z,0,-999,-4.3,78,7,-999,-999,98393
2020-03-14T00:00:00Z,0,-999,-5,88.4,6.3,-999,-999,98393
2020-03-14T01:00:00Z,0,-999,-5.2,84.1,9.9,-999,-999,98393
2020-03-14T02:00:00Z,0,-999,-5.1,82.3,10.6,-999,-999,98393
2020-03-14T03:00:00Z,0,-999,-5,82.3,11,-999,-999,98393
2020-03-14T04:00:00Z,0,-999,-4.9,82.4,10,-999,-999,98393
2020-03-14T05:00:00Z,0,-999,-5,82.9,10.1,-999,-999,98393
2020-03-14T06:00:00Z,0,-999,-4.8,81.5,9.9,-999,-999,98393
2020-03-14T07:00:00Z,0,-999,-4.8,83.6,9.5,-999,-999,98393
2020-03-14T08:00:00Z,27,-999,-4.5,82.9,7.2,-999,-999,98393
2020-03-14T09:00:00Z,121,-999,-4.1,75.4,6.7,-999,-999,98393
2020-03-14T10:00:00Z,144,-999,-4,73.4,6.4,-999,-999,98393
2020-03-14T11:00:00Z,214,-999,-3.8,69,6.3,-999,-999,98393
2020-03-14T12:00:00Z,716,-999,-0.8,57.7,5.2,-999,-999,98393
2020-03-14T13:00:00Z,802,-999,0.1,55.2,5.2,-999,-999,98393
2020-03-14T14:00:00Z,734,-999,1,50.6,3.8,-999,-999,98393
2020-03-14T15:00:00Z,457,-999,0.7,52.1,3.1,-999,-999,98393
2020-03-14T16:00:00Z,469,-999,1.8,50.1,1.7,-999,-999,98393
2020-03-14T17:00:00Z,172,-999,-0.4,58.8,3.3,-999,-999,98393
2020-03-14T18:00:00Z,81,-999,-1.2,62.5,2.6,-999,-999,98393
2020-03-14T19:00:00Z,16,-999,-1.7,63.3,3.9,-999,-999,98393
2020-03-14T20:00:00Z,-1,-999,-2.2,64.8,3.6,-999,-999,98393
2020-03-14T21:00:00Z,-2,-999,-2.4,64.2,3.8,-999,-999,98393
2020-03-14T22:00:00Z,-2,-999,-2.6,65.4,3.2,-999,-999,98393
2020-03-14T23:00:00Z,-2,-999,-2.9,68,5.4,-999,-999,98393
2020-03-15T00:00:00Z,-3,-999,-3.1,69,5.6,-999,-999,98393
2020-03-15T01:00:00Z,-3,-999,-3.4,69.1,6.2,-999,-999,98393
2020-03-15T02:00:00Z,-3,-999,-3.4,64,6.9,-999,-999,98393
2020-03-15T03:00:00Z,-3,-999,-3.1,58.9,9.9,-999,-999,98393
2020-03-15T04:00:00Z,-3,-999,-3.1,60.6,10.3,-999,-999,98393
2020-03-15T05:00:00Z,-3,-999,-3.1,59.3,9.8,-999,-999,98393
2020-03-15T06:00:00Z,-3,-999,-2.8,57.4,10.4,-999,-999,98393
2020-03-15T07:00:00Z,-3,-999,-2.8,58.9,10,-999,-999,98393
2020-03-15T08:00:00Z,10,-999,-3,60.7,7.9,-999,-999,98393
2020-03-15T09:00:00Z,46,-999,-2.9,60.2,5.5,-999,-999,98393
2020-03-15T10:00:00Z,49,-999,-2.8,58.7,4.5,-999,-999,98393
2020-03-15T11:00:00Z,208,-999,-1.9,55.2,4.8,-999,-999,98393
2020-03-15T12:00:00Z,731,-999,1.5,43.1,4.6,-999,-999,98393
2020-03-15T13:00:00Z,777,-999,2,40.6,4.9,-999,-999,98393
2020-03-15T14:00:00Z,782,-999,2.8,38.7,4.3,-999,-999,98393
2020-03-15T15:00:00Z,644,-999,2.8,39.4,4.6,-999,-999,98393
2020-03-15T16:00:00Z,440,-999,2.8,40.5,2.7,-999,-999,98393
2020-03-15T17:00:00Z,194,-999,1.8,45.3,3.3,-999,-999,98393
2020-03-15T18:00:00Z,68,-999,0.9,45.7,4.5,-999,-999,98393
2020-03-15T19:00:00Z,11,-999,0.3,43.1,5.1,-999,-999,98393
2020-03-15T20:00:00Z,-2,-999,-0.2,45.6,4.7,-999,-999,98393
2020-03-15T21:00:00Z,-4,-999,-0.4,49.3,5.6,-999,-999,98393
2020-03-15T22:00:00Z,-4,-999,-0.7,52.4,6.4,-999,-999,98393
2020-03-15T23:00:00Z,-3,-999,-0.9,56.7,9,-999,-999,98393
2020-03-16T00:00:00Z,-3,-999,-1.2,60.4,9.8,-999,-999,98393
2020-03-16T01:00:00Z,-3,-999,-1.5,63.1,8.7,-999,-999,98393
2020-03-16T02:00:00Z,-2,-999,-1.8,66.3,7.3,-999,-999,98393
2020-03-16T03:00:00Z,-2,-999,-2.1,67.5,8.4,-999,-999,98393
2020-03-16T04:00:00Z,-3,-999,-2.4,66.4,8.6,-999,-999,98393
2020-03-16T05:00:00Z,-3,-999,-2.5,62.8,10.1,-999,-999,98393
2020-03-16T06:00:00Z,-3,-999,-2.5,63,9.1,-999,-999,98393
2020-03-16T07:00:00Z,-3,-999,-2.7,66,7.2,-999,-999,98393
2020-03-16T08:00:00Z,16,-999,-2.8,66.5,5.7,-999,-999,98393
2020-03-16T09:00:00Z,54,-999,-2.8,66.2,5.9,-999,-999,98393
2020-03-16T10:00:00Z,109,-999,-2.4,65,6,-999,-999,98393
2020-03-16T11:00:00Z,318,-999,-1.2,57.5,5.2,-999,-999,98393
2020-03-16T12:00:00Z,713,-999,1,46.8,5.8,-999,-999,98393
2020-03-16T13:00:00Z,668,-999,1.3,42.1,5.4,-999,-999,98393
2020-03-16T14:00:00Z,813,-999,2.4,28.2,5.8,-999,-999,98393
2020-03-16T15:00:00Z,805,-999,2.5,25.2,7.6,-999,-999,98393
2020-03-16T16:00:00Z,669,-999,3,23.3,7.3,-999,-999,98393
2020-03-16T17:00:00Z,290,-999,2.5,25.1,5.2,-999,-999,98393
2020-03-16T18:00:00Z,121,-999,1.7,27.1,5.2,-999,-999,98393
2020-03-16T19:00:00Z,43,-999,1.2,29.5,3.1,-999,-999,98393
2020-03-16T20:00:00Z,-1,-999,-1.4,66.8,2,-999,-999,98393
2020-03-16T21:00:00Z,0,-999,-3.3,98.7,0.2,-999,-999,98393
2020-03-16T22:00:00Z,-2,-999,-3.7,98.6,0,-999,-999,98393
2020-03-16T23:00:00Z,-3,-999,-4.7,96.5,0,-999,-999,98393
2020-03-17T00:00:00Z,-2,-999,-6,94.4,0,-999,-999,98393
2020-03-17T01:00:00Z,-1,-999,-6.3,92.1,0.3,-999,-999,98393
2020-03-17T02:00:00Z,-2,-999,-3.6,57.6,1,-999,-999,98393
2020-03-17T03:00:00Z,-3,-999,-0.1,39,2.5,-999,-999,98393
2020-03-17T04:00:00Z,-3,-999,0.6,33.8,3,-999,-999,98393
2020-03-17T05:00:00Z,-3,-999,0.8,30.2,3.1,-999,-999,98393
2020-03-17T06:00:00Z,-2,-999,0.9,31.2,3.1,-999,-999,98393
2020-03-17T07:00:00Z,-2,-999,0.9,33.6,3.5,-999,-999,98393
2020-03-17T08:00:00Z,16,-999,0.8,35.9,3.9,-999,-999,98393
2020-03-17T09:00:00Z,105,-999,1.2,36.3,6.5,-999,-999,98393
2020-03-17T10:00:00Z,125,-999,1.1,37.5,6.1,-999,-999,98393
2020-03-17T11:00:00Z,284,-999,1.4,37.3,5.5,-999,-999,98393
2020-03-17T12:00:00Z,804,-999,4.1,33.2,5.1,-999,-999,98393
2020-03-17T13:00:00Z,750,-999,3.8,34.2,5.9,-999,-999,98393
2020-03-17T14:00:00Z,793,-999,3.9,33.6,5.8,-999,-999,98393
2020-03-17T15:00:00Z,650,-999,3.8,32.6,6.9,-999,-999,98393
2020-03-17T16:00:00Z,501,-999,3.6,31.9,8.1,-999,-999,98393
2020-03-17T17:00:00Z,171,-999,2.8,34.8,6.6,-999,-999,98393
2020-03-17T18:00:00Z,47,-999,2.2,35.4,4.7,-999,-999,98393
2020-03-17T19:00:00Z,11,-999,1.7,36.8,6.8,-999,-999,98393
2020-03-17T20:00:00Z,-1,-999,1.3,39.6,6.4,-999,-999,98393
2020-03-17T21:00:00Z,-3,-999,0.8,39.9,5.2,-999,-999,98393
2020-03-17T22:00:00Z,-4,-999,0.2,38.5,4.7,-999,-999,98393
2020-03-17T23:00:00Z,-4,-999,0,36.4,5.3,-999,-999,98393
2020-03-18T00:00:00Z,-4,-999,-0.4,36.6,6.1,-999,-999,98393
2020-03-18T01:00:00Z,-4,-999,-0.8,38.2,7.3,-999,-999,98393
2020-03-18T02:00:00Z,-4,-999,-0.9,40.2,9.4,-999,-999,98393
2020-03-18T03:00:00Z,-4,-999,-1,38.4,7.3,-999,-999,98393
2020-03-18T04:00:00Z,-4,-999,-1,37,6.3,-999,-999,98393
2020-03-18T05:00:00Z,-4,-999,-1.1,38.7,6.1,-999,-999,98393
2020-03-18T06:00:00Z,-4,-999,-1.4,39.9,4.5,-999,-999,98393
2020-03-18T07:00:00Z,-4,-999,-3.2,46.3,0.5,-999,-999,98393
2020-03-18T08:00:00Z,8,-999,-4.2,48,0.3,-999,-999,98393
2020-03-18T09:00:00Z,23,-999,-2.8,41.1,0.9,-999,-999,98393
2020-03-18T10:00:00Z,32,-999,-2.6,42.5,0.6,-999,-999,98393
2020-03-18T11:00:00Z,261,-999,0.5,35.4,1,-999,-999,98393
2020-03-18T12:00:00Z,372,-999,3.4,28.7,1.1,-999,-999,98393
2020-03-18T13:00:00Z,325,-999,3.3,32.5,1.2,-999,-999,98393
2020-03-18T14:00:00Z,195,-999,2,38.6,0.5,-999,-999,98393
2020-03-18T15:00:00Z,493,-999,3.1,36.9,1.2,-999,-999,98393
2020-03-18T16:00:00Z,497,-999,2.8,48.6,2.3,-999,-999,98393
2020-03-18T17:00:00Z,265,-999,2.4,47.4,1.6,-999,-999,98393
2020-03-18T18:00:00Z,107,-999,1.2,53.5,1.3,-999,-999,98393
2020-03-18T19:00:00Z,20,-999,-1.6,73.7,1.7,-999,-999,98393
2020-03-18T20:00:00Z,0,-999,-2.5,81.1,2.8,-999,-999,98393
2020-03-18T21:00:00Z,0,-999,-3.4,96.2,0.2,-999,-999,98393
2020-03-18T22:00:00Z,0,-999,-3.5,97.2,0,-999,-999,98393
2020-03-18T23:00:00Z,0,-999,-3.4,97.8,0,-999,-999,98393
2020-03-19T00:00:00Z,0,-999,-3.5,98.2,0,-999,-999,98393
2020-03-19T01:00:00Z,0,-999,-3.7,98.9,0.5,-999,-999,98393
2020-03-19T02:00:00Z,0,-999,-4,99,0.6,-999,-999,98393
2020-03-19T03:00:00Z,0,-999,-4.1,98.7,0,-999,-999,98393
2020-03-19T04:00:00Z,0,-999,-4.3,98.5,0.2,-999,-999,98393
2020-03-19T05:00:00Z,0,-999,-4.2,98.6,0.6,-999,-999,98393
2020-03-19T06:00:00Z,0,-999,-4.5,98.4,1.7,-999,-999,98393
2020-03-19T07:00:00Z,0,-999,-5.2,97.9,1.2,-999,-999,98393
2020-03-19T08:00:00Z,3,-999,-5.4,97.8,0.5,-999,-999,98393
2020-03-19T09:00:00Z,15,-999,-5.3,97.7,0.4,-999,-999,98393
2020-03-19T10:00:00Z,25,-999,-5.2,97.7,1.2,-999,-999,98393
2020-03-19T11:00:00Z,50,-999,-5.2,97.4,1.8,-999,-999,98393
2020-03-19T12:00:00Z,88,-999,-5.3,96.6,2.7,-999,-999,98393
2020-03-19T13:00:00Z,102,-999,-5.4,95.3,2,-999,-999,98393
2020-03-19T14:00:00Z,142,-999,-4.4,92.8,0.6,-999,-999,98393
2020-03-19T15:00:00Z,95,-999,-4.1,91.5,0.2,-999,-999,98393
2020-03-19T16:00:00Z,73,-999,-5.7,93,1.2,-999,-999,98393
2020-03-19T17:00:00Z,84,-999,-7.4,91.9,1.1,-999,-999,98393
2020-03-19T18:00:00Z,69,-999,-7.8,91.7,0.8,-999,-999,98393
2020-03-19T19:00:00Z,32,-999,-8.6,93.1,1,-999,-999,98393
2020-03-19T20:00:00Z,1,-999,-9.2,95,0.2,-999,-999,98393
2020-03-19T21:00:00Z,0,-999,-9.4,95.7,0.1,-999,-999,98393
2020-03-19T22:00:00Z,0,-999,-9.7,95.8,0.2,-999,-999,98393
2020-03-19T23:00:00Z,0,-999,-10.1,95.5,0.1,-999,-999,98393
2020-03-20T00:00:00Z,0,-999,-10.6,94.5,0,-999,-999,98393
2020-03-20T01:00:00Z,0,-999,-11.1,94,0.1,-999,-999,98393
2020-03-20T02:00:00Z,0,-999,-11.6,93.7,0,-999,-999,98393
2020-03-20T03:00:00Z,0,-999,-12.1,93.3,0,-999,-999,98393
2020-03-20T04:00:00Z,0,-999,-12.6,92.9,0,-999,-999,98393
2020-03-20T05:00:00Z,0,-999,-10.1,94.2,1.5,-999,-999,98393
2020-03-20T06:00:00Z,0,-999,-6.5,89.7,4.8,-999,-999,98393
2020-03-20T07:00:00Z,0,-999,-6.5,88.3,4.6,-999,-999,98393
2020-03-20T08:00:00Z,39,-999,-6.5,86.6,4.5,-999,-999,98393
2020-03-20T09:00:00Z,166,-999,-5.7,83.3,5.4,-999,-999,98393
2020-03-20T10:00:00Z,202,-999,-5.6,81.4,3.4,-999,-999,98393
2020-03-20T11:00:00Z,469,-999,-4.1,74.8,2.9,-999,-999,98393
2020-03-20T12:00:00Z,580,-999,-2.6,67.8,2.5,-999,-999,98393
2020-03-20T13:00:00Z,745,-999,-1.6,60.3,2.8,-999,-999,98393
2020-03-20T14:00:00Z,352,-999,-3.5,72.2,2.2,-999,-999,98393
2020-03-20T15:00:00Z,190,-999,-5.5,86.6,1.3,-999,-999,98393
2020-03-20T16:00:00Z,219,-999,-5.3,79.3,4,-999,-999,98393
2020-03-20T17:00:00Z,205,-999,-5,73.6,4.5,-999,-999,98393
2020-03-20T18:00:00Z,123,-999,-5.5,75.1,4.5,-999,-999,98393
2020-03-20T19:00:00Z,38,-999,-6.2,73.6,4.5,-999,-999,98393
2020-03-20T20:00:00Z,1,-999,-6.6,76,5,-999,-999,98393
2020-03-20T21:00:00Z,0,-999,-6.9,78.8,3.5,-999,-999,98393
2020-03-20T22:00:00Z,0,-999,-7.1,82,3.6,-999,-999,98393
2020-03-20T23:00:00Z,0,-999,-7.3,79.4,5.1,-999,-999,98393
2020-03-21T00:00:00Z,0,-999,-7.5,80.3,5.2,-999,-999,98393
2020-03-21T01:00:00Z,0,-999,-7.7,80.5,6.5,-999,-999,98393
2020-03-21T02:00:00Z,0,-999,-7.8,82.8,6,-999,-999,98393
2020-03-21T03:00:00Z,0,-999,-7.9,82.1,6.4,-999,-999,98393
2020-03-21T04:00:00Z,0,-999,-8.2,82.4,6.4,-999,-999,98393
2020-03-21T05:00:00Z,-1,-999,-8.3,77.9,6.2,-999,-999,98393
2020-03-21T06:00:00Z,-1,-999,-8.6,76.2,6.3,-999,-999,98393
2020-03-21T07:00:00Z,0,-999,-8.6,78.7,6.6,-999,-999,98393
2020-03-21T08:00:00Z,57,-999,-8.5,80,6.4,-999,-999,98393
2020-03-21T09:00:00Z,156,-999,-7.9,77.8,5.9,-999,-999,98393
2020-03-21T10:00:00Z,158,-999,-7.6,75.6,5.6,-999,-999,98393
2020-03-21T11:00:00Z,369,-999,-6.2,68.6,5.4,-999,-999,98393
2020-03-21T12:00:00Z,799,-999,-3.1,56,4.5,-999,-999,98393
2020-03-21T13:00:00Z,885,-999,-1.9,48.9,4.1,-999,-999,98393
2020-03-21T14:00:00Z,837,-999,-1.8,48.1,4.7,-999,-999,98393
2020-03-21T15:00:00Z,651,-999,-1.6,46.6,3.7,-999,-999,98393
2020-03-21T16:00:00Z,375,-999,-2.1,48.4,3.4,-999,-999,98393
2020-03-21T17:00:00Z,186,-999,-3.3,55.7,4,-999,-999,98393
2020-03-21T18:00:00Z,120,-999,-3.8,63.3,3.9,-999,-999,98393
2020-03-21T19:00:00Z,41,-999,-4.5,70.8,2.1,-999,-999,98393
2020-03-21T20:00:00Z,1,-999,-5.2,72.4,2.6,-999,-999,98393
2020-03-21T21:00:00Z,-1,-999,-5.4,76.6,1.3,-999,-999,98393
2020-03-21T22:00:00Z,-1,-999,-5.3,78.6,4.2,-999,-999,98393
2020-03-21T23:00:00Z,0,-999,-5.4,79.1,5.7,-999,-999,98393
2020-03-22T00:00:00Z,0,-999,-5.6,80.2,5.3,-999,-999,98393
2020-03-22T01:00:00Z,0,-999,-5.5,79.8,5.8,-999,-999,98393
2020-03-22T02:00:00Z,0,-999,-5.9,80.7,6.2,-999,-999,98393
2020-03-22T03:00:00Z,-1,-999,-6,78.4,7.5,-999,-999,98393
2020-03-22T04:00:00Z,-1,-999,-6.2,78.6,6.2,-999,-999,98393
2020-03-22T05:00:00Z,-1,-999,-6.2,78.1,4.9,-999,-999,98393
2020-03-22T06:00:00Z,-2,-999,-6.1,73.8,4.8,-999,-999,98393
2020-03-22T07:00:00Z,0,-999,-5.8,72.7,6.9,-999,-999,98393
2020-03-22T08:00:00Z,25,-999,-5.7,77.6,3.9,-999,-999,98393
2020-03-22T09:00:00Z,64,-999,-5.8,82.1,3.5,-999,-999,98393
2020-03-22T10:00:00Z,120,-999,-5.6,80.4,2.5,-999,-999,98393
2020-03-22T11:00:00Z,125,-999,-6.1,82,3.6,-999,-999,98393
2020-03-22T12:00:00Z,293,-999,-5.9,78.7,3.2,-999,-999,98393
2020-03-22T13:00:00Z,310,-999,-6.4,78.4,5.5,-999,-999,98393
2020-03-22T14:00:00Z,237,-999,-6.8,84.2,5.8,-999,-999,98393
2020-03-22T15:00:00Z,302,-999,-6.5,81.6,7.9,-999,-999,98393
2020-03-22T16:00:00Z,407,-999,-5.6,70.4,8.7,-999,-999,98393
2020-03-22T17:00:00Z,158,-999,-5.9,71.4,8.5,-999,-999,98393
2020-03-22T18:00:00Z,75,-999,-6.1,75.8,8.8,-999,-999,98393
2020-03-22T19:00:00Z,22,-999,-6.2,73.9,9.7,-999,-999,98393
2020-03-22T20:00:00Z,1,-999,-6.1,74.7,7.6,-999,-999,98393
2020-03-22T21:00:00Z,-1,-999,-6.1,76.6,8.3,-999,-999,98393
2020-03-22T22:00:00Z,0,-999,-6,76.6,8.3,-999,-999,98393
2020-03-22T23:00:00Z,0,-999,-6.1,76.6,6,-999,-999,98393
2020-03-23T00:00:00Z,-1,-999,-6.3,74.8,6.8,-999,-999,98393
2020-03-23T01:00:00Z,-1,-999,-6.4,75.2,7.7,-999,-999,98393
2020-03-23T02:00:00Z,-1,-999,-6.3,73.8,8.6,-999,-999,98393
2020-03-23T03:00:00Z,-2,-999,-6.1,69.3,9.3,-999,-999,98393
2020-03-23T04:00:00Z,-3,-999,-6.1,69.2,8.6,-999,-999,98393
2020-03-23T05:00:00Z,-3,-999,-5.8,65.3,7.3,-999,-999,98393
2020-03-23T06:00:00Z,-3,-999,-5.6,67.8,6.7,-999,-999,98393
2020-03-23T07:00:00Z,0,-999,-5.7,72.8,5.6,-999,-999,98393
2020-03-23T08:00:00Z,24,-999,-5.4,70.9,5.5,-999,-999,98393
2020-03-23T09:00:00Z,178,-999,-4.8,67.3,6.2,-999,-999,98393
2020-03-23T10:00:00Z,275,-999,-4.5,66.8,6.2,-999,-999,98393
2020-03-23T11:00:00Z,439,-999,-3.6,64,5.9,-999,-999,98393
2020-03-23T12:00:00Z,613,-999,-2,55.6,5.2,-999,-999,98393
2020-03-23T13:00:00Z,549,-999,-2,57.8,5.7,-999,-999,98393
2020-03-23T14:00:00Z,266,-999,-3.4,72.7,5.5,-999,-999,98393
2020-03-23T15:00:00Z,224,-999,-3.4,74.2,6,-999,-999,98393
2020-03-23T16:00:00Z,128,-999,-3.4,75.6,5.5,-999,-999,98393
2020-03-23T17:00:00Z,134,-999,-3.3,75.1,5.4,-999,-999,98393
2020-03-23T18:00:00Z,42,-999,-4.2,82.9,5.6,-999,-999,98393
2020-03-23T19:00:00Z,20,-999,-4.2,80.6,5.8,-999,-999,98393
2020-03-23T20:00:00Z,1,-999,-4,80.1,4.5,-999,-999,98393
2020-03-23T21:00:00Z,0,-999,-4.6,85.8,4.4,-999,-999,98393
2020-03-23T22:00:00Z,0,-999,-5.1,90.1,5.9,-999,-999,98393
2020-03-23T23:00:00Z,0,-999,-5.2,89.2,5.2,-999,-999,98393
2020-03-24T00:00:00Z,0,-999,-5,85.5,6.6,-999,-999,98393
2020-03-24T01:00:00Z,0,-999,-5.3,85.9,7.5,-999,-999,98393
2020-03-24T02:00:00Z,0,-999,-5.5,85.3,9.1,-999,-999,98393
2020-03-24T03:00:00Z,0,-999,-5.8,86.5,10.2,-999,-999,98393
2020-03-24T04:00:00Z,0,-999,-5.8,85.7,10.2,-999,-999,98393
2020-03-24T05:00:00Z,0,-999,-5.8,83.8,10,-999,-999,98393
2020-03-24T06:00:00Z,0,-999,-5.8,81.6,10.1,-999,-999,98393
2020-03-24T07:00:00Z,0,-999,-5.7,80.4,10,-999,-999,98393
2020-03-24T08:00:00Z,60,-999,-5.5,79,9.6,-999,-999,98393
2020-03-24T09:00:00Z,168,-999,-5,75.2,8.7,-999,-999,98393
2020-03-24T10:00:00Z,285,-999,-4.5,77.9,8.6,-999,-999,98393
2020-03-24T11:00:00Z,404,-999,-3.7,74,8.3,-999,-999,98393
2020-03-24T12:00:00Z,540,-999,-3.1,71,9.7,-999,-999,98393
2020-03-24T13:00:00Z,583,-999,-2.2,66.3,8.6,-999,-999,98393
2020-03-24T14:00:00Z,444,-999,-2.1,69,6.3,-999,-999,98393
2020-03-24T15:00:00Z,520,-999,-1.4,61.5,7,-999,-999,98393
2020-03-24T16:00:00Z,235,-999,-2,64.1,5.4,-999,-999,98393
2020-03-24T17:00:00Z,208,-999,-1.5,54.7,6.5,-999,-999,98393
2020-03-24T18:00:00Z,96,-999,-1.5,56.2,7.4,-999,-999,98393
2020-03-24T19:00:00Z,48,-999,-1.7,57.2,7.7,-999,-999,98393
2020-03-24T20:00:00Z,1,-999,-2.2,57.3,6.9,-999,-999,98393
2020-03-24T21:00:00Z,-2,-999,-2.5,59.4,7.8,-999,-999,98393
2020-03-24T22:00:00Z,-1,-999,-2.7,63.6,6.9,-999,-999,98393
2020-03-24T23:00:00Z,-1,-999,-2.7,65.2,5.8,-999,-999,98393
2020-03-25T00:00:00Z,-1,-999,-2.6,65.1,4.9,-999,-999,98393
2020-03-25T01:00:00Z,-1,-999,-2.7,66.6,5.7,-999,-999,98393
2020-03-25T02:00:00Z,-1,-999,-2.8,68.8,8.5,-999,-999,98393
2020-03-25T03:00:00Z,-1,-999,-2.9,70.6,8.6,-999,-999,98393
2020-03-25T04:00:00Z,0,-999,-3,73.5,9.4,-999,-999,98393
2020-03-25T05:00:00Z,0,-999,-3.1,74.8,9.1,-999,-999,98393
2020-03-25T06:00:00Z,0,-999,-3.2,74,9.6,-999,-999,98393
2020-03-25T07:00:00Z,0,-999,-3.2,74.3,8.1,-999,-999,98393
2020-03-25T08:00:00Z,20,-999,-3.3,72.1,8.6,-999,-999,98393
2020-03-25T09:00:00Z,97,-999,-3.3,69.7,7.9,-999,-999,98393
2020-03-25T10:00:00Z,179,-999,-3.1,65.8,7.6,-999,-999,98393
2020-03-25T11:00:00Z,382,-999,-2.3,57.9,8.6,-999,-999,98393
2020-03-25T12:00:00Z,385,-999,-1.8,54.6,8.4,-999,-999,98393
2020-03-25T13:00:00Z,535,-999,-0.9,50.9,7.5,-999,-999,98393
2020-03-25T14:00:00Z,452,-999,-1,52.4,7.9,-999,-999,98393
2020-03-25T15:00:00Z,419,-999,-0.9,51.5,9.1,-999,-999,98393
2020-03-25T16:00:00Z,397,-999,-0.7,47.7,8.9,-999,-999,98393
2020-03-25T17:00:00Z,280,-999,-0.6,45.1,8.1,-999,-999,98393
2020-03-25T18:00:00Z,124,-999,-0.9,46.8,6.4,-999,-999,98393
2020-03-25T19:00:00Z,46,-999,-1.2,49,6.2,-999,-999,98393
2020-03-25T20:00:00Z,1,-999,-1.5,49.6,5.2,-999,-999,98393
2020-03-25T21:00:00Z,-3,-999,-1.5,48.1,3.6,-999,-999,98393
2020-03-25T22:00:00Z,-3,-999,-1.2,42.7,5,-999,-999,98393
2020-03-25T23:00:00Z,-3,-999,-1.3,39,3.2,-999,-999,98393
2020-03-26T00:00:00Z,-3,-999,-1.3,37.2,3.1,-999,-999,98393
2020-03-26T01:00:00Z,-3,-999,-2.4,53.5,4.1,-999,-999,98393
