datetime,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Air_Temperature_celsius,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Precipitation_millimeterPerDay,Snowfall_millimeterPerDay,Surface_Level_Barometric_Pressure_pascal
2021-01-27T00:00:00Z,0,-999,-13.8,77.2,7,-999,-999,98393
2021-01-27T02:00:00Z,-1,-999,-13.7,74.3,7,-999,-999,98393
2021-01-27T03:00:00Z,-1,-999,-14,75,7.2,-999,-999,98393
2021-01-27T05:00:00Z,-1,-999,-14.9,74.4,5.8,-999,-999,98393
2021-01-27T06:00:00Z,-1,-999,-15.2,72.9,7.7,-999,-999,98393
2021-01-27T07:00:00Z,-2,-999,-14.8,65,8.8,-999,-999,98393
2021-01-27T08:00:00Z,6,-999,-14.5,61.9,9.4,-999,-999,98393
2021-01-27T09:00:00Z,28,-999,-13.8,57.1,10.7,-999,-999,98393
2021-01-27T10:00:00Z,35,-999,-13,50.9,10.1,-999,-999,98393
2021-01-27T11:00:00Z,47,-999,-11.7,43.8,10.6,-999,-999,98393
2021-01-27T12:00:00Z,472,-999,-9.1,37.1,11.2,-999,-999,98393
2021-01-27T13:00:00Z,522,-999,-7.5,28.4,8.3,-999,-999,98393
2021-01-27T14:00:00Z,454,-999,-7.3,26.9,8.8,-999,-999,98393
2021-01-27T15:00:00Z,389,-999,-6.9,28.6,8.9,-999,-999,98393
2021-01-27T16:00:00Z,38,-999,-7.3,35.2,9.1,-999,-999,98393
2021-01-27T17:00:00Z,18,-999,-6.9,49.1,8,-999,-999,98393
2021-01-27T18:00:00Z,0,-999,-6.7,59.1,7.8,-999,-999,98393
2021-01-27T19:00:00Z,-1,-999,-6.5,66.5,8.5,-999,-999,98393
2021-01-27T20:00:00Z,-1,-999,-6.3,69.1,9.2,-999,-999,98393
2021-01-27T21:00:00Z,-1,-999,-6,73.6,9.3,-999,-999,98393
2021-01-27T22:00:00Z,-1,-999,-5.8,73.7,9,-999,-999,98393
2021-01-27T23:00:00Z,-1,-999,-5.6,74,9.1,-999,-999,98393
2021-01-28T00:00:00Z,-1,-999,-5.1,72,9.4,-999,-999,98393
2021-01-28T01:00:00Z,-1,-999,-5,72.4,9.4,-999,-999,98393
2021-01-28T02:00:00Z,-1,-999,-4.6,70.8,7.5,-999,-999,98393
2021-01-28T03:00:00Z,-2,-999,-3.7,66.1,8.8,-999,-999,98393
2021-01-28T04:00:00Z,-1,-999,-3.4,65.9,9.4,-999,-999,98393
2021-01-28T08:00:00Z,6,-999,-2.7,62.7,9.8,-999,-999,98393
2021-01-28T09:00:00Z,101,-999,-2.3,59.6,7.5,-999,-999,98393
2021-01-28T10:00:00Z,111,-999,-2.1,57.8,6.8,-999,-999,98393
2021-01-28T11:00:00Z,411,-999,-0.9,53.5,7.6,-999,-999,98393
2021-01-28T12:00:00Z,473,-999,-0.2,49.9,9.7,-999,-999,98393
2021-01-28T15:00:00Z,330,-999,0.6,44.3,8.4,-999,-999,98393
2021-01-28T16:00:00Z,35,-999,-0.2,42.8,8.8,-999,-999,98393
2021-01-28T18:00:00Z,-4,-999,-0.6,40.5,7.4,-999,-999,98393
2021-01-28T19:00:00Z,-4,-999,-0.6,38.1,7,-999,-999,98393
2021-01-28T20:00:00Z,-4,-999,-0.9,37.6,4.1,-999,-999,98393
2021-01-28T21:00:00Z,-4,-999,-0.7,35.2,5.3,-999,-999,98393
2021-01-28T22:00:00Z,-4,-999,-0.2,31.5,7.6,-999,-999,98393
2021-01-28T23:00:00Z,-4,-999,-0.1,29.8,8.6,-999,-999,98393
2021-01-29T00:00:00Z,-4,-999,-0.2,28.6,6.8,-999,-999,98393
2021-01-29T01:00:00Z,-4,-999,-0.2,27.3,6.4,-999,-999,98393
2021-01-29T02:00:00Z,-3,-999,0.2,24.6,5.4,-999,-999,98393
2021-01-29T03:00:00Z,-3,-999,0.3,22.9,5.3,-999,-999,98393
2021-01-29T04:00:00Z,-3,-999,0.1,24.7,6.2,-999,-999,98393
2021-01-29T05:00:00Z,-3,-999,-0.4,25.9,6.5,-999,-999,98393
2021-01-29T06:00:00Z,-2,-999,-0.8,28.8,6.3,-999,-999,98393
2021-01-29T07:00:00Z,8,-999,-2.1,36.8,7.7,-999,-999,98393
2021-01-29T08:00:00Z,102,-999,-2.6,45,7.8,-999,-999,98393
2021-01-29T12:00:00Z,492,-999,1.1,36.4,4.9,-999,-999,98393
2021-01-29T14:00:00Z,349,-999,1,37.6,3.5,-999,-999,98393
2021-01-29T15:00:00Z,121,-999,-0.4,39.7,3.6,-999,-999,98393
2021-01-29T16:00:00Z,42,-999,-1.3,43.2,1.4,-999,-999,98393
2021-01-29T18:00:00Z,-3,-999,-2.8,45.6,1.9,-999,-999,98393
2021-01-29T19:00:00Z,-3,-999,-3.4,46.2,1.4,-999,-999,98393
2021-01-29T20:00:00Z,-4,-999,-4.2,48.2,1.2,-999,-999,98393
2021-01-29T21:00:00Z,-3,-999,-4.5,47.8,3.1,-999,-999,98393
2021-01-29T22:00:00Z,-3,-999,-4.8,48.4,4.1,-999,-999,98393
2021-01-29T23:00:00Z,-2,-999,-5.5,54.3,2.3,-999,-999,98393
2021-01-30T01:00:00Z,-1,-999,-6.6,72.6,4,-999,-999,98393
2021-01-30T02:00:00Z,0,-999,-6.6,75.7,5.3,-999,-999,98393
2021-01-30T03:00:00Z,-1,-999,-6.3,69.7,5.9,-999,-999,98393
2021-01-30T04:00:00Z,0,-999,-6.5,71.5,5,-999,-999,98393
2021-01-30T05:00:00Z,0,-999,-6.9,75.6,5.5,-999,-999,98393
2021-01-30T06:00:00Z,0,-999,-7.3,76.8,5.8,-999,-999,98393
2021-01-30T10:00:00Z,143,-999,-7.4,77.1,6.5,-999,-999,98393
2021-01-30T11:00:00Z,133,-999,-7.5,80.3,6.3,-999,-999,98393
2021-01-30T12:00:00Z,130,-999,-7.4,77.8,6,-999,-999,98393
2021-01-30T15:00:00Z,79,-999,-7.5,74.3,3.9,-999,-999,98393
2021-01-30T18:00:00Z,0,-999,-9.4,79.6,4.4,-999,-999,98393
2021-01-30T19:00:00Z,0,-999,-10,79.6,5.6,-999,-999,98393
2021-01-30T20:00:00Z,-1,-999,-10,77.5,6.9,-999,-999,98393
2021-01-30T21:00:00Z,-1,-999,-10,73,8.5,-999,-999,98393
2021-01-30T22:00:00Z,-1,-999,-10.4,73.9,8.7,-999,-999,98393
2021-01-30T23:00:00Z,-2,-999,-10.4,70.6,8.9,-999,-999,98393
2021-01-31T00:00:00Z,-2,-999,-10.7,70,8.4,-999,-999,98393
2021-01-31T01:00:00Z,-1,-999,-11.1,73.2,8.4,-999,-999,98393
2021-01-31T03:00:00Z,-2,-999,-11.6,72.6,7.3,-999,-999,98393
2021-01-31T04:00:00Z,-2,-999,-11.8,70.2,7.1,-999,-999,98393
2021-01-31T05:00:00Z,-3,-999,-11.2,62.7,5.4,-999,-999,98393
2021-01-31T06:00:00Z,-3,-999,-11.2,62.6,6.4,-999,-999,98393
2021-01-31T07:00:00Z,5,-999,-10.5,52.3,3.6,-999,-999,98393
2021-01-31T10:00:00Z,31,-999,-8.8,33.8,0.2,-999,-999,98393
2021-01-31T11:00:00Z,532,-999,-0.6,18,1.2,-999,-999,98393
2021-01-31T12:00:00Z,568,-999,1.1,13.6,2.3,-999,-999,98393
2021-01-31T14:00:00Z,434,-999,-0.1,17.1,3.3,-999,-999,98393
2021-01-31T15:00:00Z,23,-999,-2.6,16.9,2.6,-999,-999,98393
2021-01-31T16:00:00Z,10,-999,-2.9,15.9,3.2,-999,-999,98393
2021-01-31T18:00:00Z,-4,-999,-3,13.6,3.7,-999,-999,98393
2021-01-31T19:00:00Z,-4,-999,-3,12.6,3.1,-999,-999,98393
2021-01-31T20:00:00Z,-4,-999,-3.2,13.2,3.3,-999,-999,98393
2021-01-31T21:00:00Z,-4,-999,-3,14,3.4,-999,-999,98393
2021-01-31T22:00:00Z,-4,-999,-2,14.6,4.4,-999,-999,98393
2021-01-31T23:00:00Z,-4,-999,-2,15.1,4.1,-999,-999,98393
2021-02-01T00:00:00Z,-4,-999,-1.9,14,4.4,-999,-999,98393
2021-02-01T01:00:00Z,-4,-999,-1.7,14.4,4.7,-999,-999,98393
2021-02-01T02:00:00Z,-4,-999,-1.3,15,4.7,-999,-999,98393
2021-02-01T03:00:00Z,-3,-999,-1.8,16.6,4.9,-999,-999,98393
2021-02-01T04:00:00Z,-4,-999,-2.1,17.6,6.1,-999,-999,98393
2021-02-01T05:00:00Z,-3,-999,-2.6,19.4,5.4,-999,-999,98393
2021-02-01T06:00:00Z,-3,-999,-2.3,18.6,6,-999,-999,98393
2021-02-01T07:00:00Z,13,-999,-2,17.6,5.5,-999,-999,98393
2021-02-01T08:00:00Z,73,-999,-1.7,15.8,6.1,-999,-999,98393
2021-02-01T10:00:00Z,214,-999,1.2,9.3,5.2,-999,-999,98393
2021-02-01T11:00:00Z,362,-999,1.6,10.1,5.6,-999,-999,98393
2021-02-01T14:00:00Z,382,-999,1.6,12.9,4.7,-999,-999,98393
2021-02-01T15:00:00Z,131,-999,0.6,13.5,4.2,-999,-999,98393
2021-02-01T16:00:00Z,56,-999,-0.1,19.5,5.2,-999,-999,98393
2021-02-01T18:00:00Z,-3,-999,-1.3,24.6,6,-999,-999,98393
2021-02-01T19:00:00Z,-3,-999,-1.2,29.2,6.6,-999,-999,98393
2021-02-01T21:00:00Z,-3,-999,-0.8,44.1,8.8,-999,-999,98393
2021-02-01T22:00:00Z,-3,-999,-1.6,44.7,6.8,-999,-999,98393
2021-02-01T23:00:00Z,-3,-999,-2.1,42.7,6.2,-999,-999,98393
2021-02-02T00:00:00Z,-3,-999,-2.2,42.5,6.5,-999,-999,98393
2021-02-02T01:00:00Z,-3,-999,-2.7,46.2,6.6,-999,-999,98393
2021-02-02T02:00:00Z,-3,-999,-3,49.7,6.2,-999,-999,98393
2021-02-02T03:00:00Z,-3,-999,-3.2,50.3,6.8,-999,-999,98393
2021-02-02T05:00:00Z,-3,-999,-2.9,51,8.1,-999,-999,98393
2021-02-02T06:00:00Z,-3,-999,-2.1,51.5,9.2,-999,-999,98393
2021-02-02T07:00:00Z,11,-999,-1.6,60.6,9.4,-999,-999,98393
2021-02-02T08:00:00Z,54,-999,-1.5,61.6,9.4,-999,-999,98393
2021-02-02T10:00:00Z,46,-999,-1.4,61,8.3,-999,-999,98393
2021-02-02T11:00:00Z,557,-999,0.4,57.2,6.9,-999,-999,98393
2021-02-02T12:00:00Z,523,-999,0.6,57.6,6.8,-999,-999,98393
2021-02-02T16:00:00Z,19,-999,-0.8,66.8,6.6,-999,-999,98393
2021-02-02T18:00:00Z,-3,-999,-0.8,65.8,7.2,-999,-999,98393
2021-02-02T19:00:00Z,-3,-999,-0.6,65.2,8.2,-999,-999,98393
2021-02-02T20:00:00Z,-3,-999,-0.4,63.1,7.9,-999,-999,98393
2021-02-02T21:00:00Z,-3,-999,-1,68.2,7.5,-999,-999,98393
2021-02-02T22:00:00Z,-3,-999,-1.3,69.5,8,-999,-999,98393
2021-02-02T23:00:00Z,-3,-999,-1.3,68.3,8.2,-999,-999,98393
2021-02-03T01:00:00Z,-1,-999,-1,73.8,9.3,-999,-999,98393
2021-02-03T02:00:00Z,0,-999,-1.1,77.3,9,-999,-999,98393
2021-02-03T03:00:00Z,0,-999,-1.3,78.2,9,-999,-999,98393
2021-02-03T04:00:00Z,0,-999,-1.2,76.9,10.1,-999,-999,98393
2021-02-03T05:00:00Z,0,-999,-1.4,76.9,9.5,-999,-999,98393
2021-02-03T06:00:00Z,0,-999,-1.5,78.8,8,-999,-999,98393
2021-02-03T07:00:00Z,5,-999,-1.4,76.9,9.6,-999,-999,98393
2021-02-03T10:00:00Z,45,-999,-1.4,72.2,9.2,-999,-999,98393
2021-02-03T11:00:00Z,132,-999,-1.4,66.6,10.7,-999,-999,98393
2021-02-03T12:00:00Z,108,-999,-1.7,61.7,9.3,-999,-999,98393
2021-02-03T14:00:00Z,32,-999,-4.5,82.2,6.5,-999,-999,98393
2021-02-03T15:00:00Z,20,-999,-4.9,88.3,4.9,-999,-999,98393
2021-02-03T16:00:00Z,12,-999,-4.9,85.7,3,-999,-999,98393
2021-02-03T18:00:00Z,0,-999,-6.8,86.3,2.5,-999,-999,98393
2021-02-03T20:00:00Z,0,-999,-10.2,83.6,3.1,-999,-999,98393
2021-02-03T21:00:00Z,0,-999,-11.8,82.4,3.1,-999,-999,98393
2021-02-03T22:00:00Z,0,-999,-12,76.7,3.2,-999,-999,98393
2021-02-03T23:00:00Z,-1,-999,-12.2,74.3,2.1,-999,-999,98393
2021-02-04T00:00:00Z,0,-999,-12.5,76.8,2.7,-999,-999,98393
2021-02-04T02:00:00Z,-1,-999,-12.7,78.6,2.8,-999,-999,98393
2021-02-04T03:00:00Z,-1,-999,-13.2,77.9,3.6,-999,-999,98393
2021-02-04T04:00:00Z,-1,-999,-14,80.4,2.7,-999,-999,98393
2021-02-04T05:00:00Z,0,-999,-14.8,82.2,2.4,-999,-999,98393
2021-02-04T07:00:00Z,23,-999,-15.4,80.1,7.7,-999,-999,98393
2021-02-04T08:00:00Z,89,-999,-15.1,77.9,9.6,-999,-999,98393
2021-02-04T10:00:00Z,352,-999,-14.3,74,10.7,-999,-999,98393
2021-02-04T11:00:00Z,214,-999,-13.9,75.6,10.6,-999,-999,98393
2021-02-04T12:00:00Z,182,-999,-13.7,76.7,9.8,-999,-999,98393
2021-02-04T14:00:00Z,75,-999,-13.9,82.2,8.3,-999,-999,98393
2021-02-04T15:00:00Z,39,-999,-13.9,81.1,9.9,-999,-999,98393
2021-02-04T16:00:00Z,9,-999,-13.8,81.3,11.3,-999,-999,98393
2021-02-04T18:00:00Z,0,-999,-13.6,79,8.5,-999,-999,98393
2021-02-04T20:00:00Z,0,-999,-13.7,83.9,8.9,-999,-999,98393
2021-02-04T22:00:00Z,274,-999,-13.6,79.3,11.8,-999,-999,98393
2021-02-04T23:00:00Z,137,-999,-13.8,81.1,11.1,-999,-999,98393
2021-02-05T00:00:00Z,0,-999,-13.9,77.7,10.7,-999,-999,98393
2021-02-05T02:00:00Z,0,-999,-14,77,10.9,-999,-999,98393
2021-02-05T04:00:00Z,0,-999,-14,75.2,8.3,-999,-999,98393
2021-02-05T05:00:00Z,0,-999,-13.9,75.3,6.3,-999,-999,98393
2021-02-05T06:00:00Z,0,-999,-14.4,78.2,4.9,-999,-999,98393
2021-02-05T07:00:00Z,10,-999,-14.6,80.7,5.5,-999,-999,98393
2021-02-05T08:00:00Z,57,-999,-14,81.8,6.5,-999,-999,98393
2021-02-05T09:00:00Z,226,-999,-13.5,82.6,7.2,-999,-999,98393
2021-02-05T10:00:00Z,98,-999,-13,84.2,6.5,-999,-999,98393
2021-02-05T11:00:00Z,108,-999,-12.9,82.4,6.7,-999,-999,98393
2021-02-05T12:00:00Z,104,-999,-12.7,82.8,6.8,-999,-999,98393
2021-02-05T14:00:00Z,57,-999,-12.2,84.3,6,-999,-999,98393
2021-02-05T15:00:00Z,39,-999,-11.5,85,4.1,-999,-999,98393
2021-02-05T16:00:00Z,13,-999,-11.4,86.8,2.5,-999,-999,98393
2021-02-05T18:00:00Z,0,-999,-11.4,87.8,4,-999,-999,98393
2021-02-05T19:00:00Z,0,-999,-11.5,87.9,2.9,-999,-999,98393
2021-02-05T22:00:00Z,0,-999,-12.2,87.3,5,-999,-999,98393
2021-02-05T23:00:00Z,0,-999,-12.3,87.6,4.5,-999,-999,98393
2021-02-06T02:00:00Z,0,-999,-12.7,88,4.6,-999,-999,98393
2021-02-06T03:00:00Z,0,-999,-12.9,84.4,7.2,-999,-999,98393
2021-02-06T04:00:00Z,0,-999,-13.2,86.2,6.4,-999,-999,98393
2021-02-06T05:00:00Z,0,-999,-13.4,84.8,6.5,-999,-999,98393
2021-02-06T06:00:00Z,0,-999,-13.4,86.2,7.1,-999,-999,98393
2021-02-06T07:00:00Z,24,-999,-13.4,87.4,6.1,-999,-999,98393
2021-02-06T08:00:00Z,87,-999,-13.3,87.4,7.8,-999,-999,98393
2021-02-06T10:00:00Z,137,-999,-12.4,83.7,6.7,-999,-999,98393
2021-02-06T11:00:00Z,318,-999,-12,83.5,8.4,-999,-999,98393
2021-02-06T12:00:00Z,125,-999,-11.9,83.4,8.8,-999,-999,98393
2021-02-06T14:00:00Z,69,-999,-11.2,82.3,8.4,-999,-999,98393
2021-02-06T15:00:00Z,35,-999,-11,84.2,8.6,-999,-999,98393
2021-02-06T16:00:00Z,11,-999,-11,86.2,10.6,-999,-999,98393
2021-02-06T18:00:00Z,0,-999,-10.4,85.2,11.4,-999,-999,98393
2021-02-06T19:00:00Z,0,-999,-10.2,87.1,11.8,-999,-999,98393
2021-02-06T20:00:00Z,137,-999,-10,87.6,11.2,-999,-999,98393
2021-02-06T23:00:00Z,0,-999,-9.5,86.7,8.6,-999,-999,98393
2021-02-07T00:00:00Z,0,-999,-9.5,88.4,8.4,-999,-999,98393
2021-02-07T01:00:00Z,0,-999,-9.4,88.3,7.2,-999,-999,98393
2021-02-07T02:00:00Z,0,-999,-9.5,87.2,7.8,-999,-999,98393
2021-02-07T03:00:00Z,0,-999,-9.8,90,6,-999,-999,98393
2021-02-07T04:00:00Z,0,-999,-9.9,89.4,6.2,-999,-999,98393
2021-02-07T05:00:00Z,0,-999,-10.1,90.8,4.6,-999,-999,98393
2021-02-07T06:00:00Z,0,-999,-10.2,90.4,4.5,-999,-999,98393
2021-02-07T07:00:00Z,16,-999,-10.1,88.7,5,-999,-999,98393
2021-02-07T08:00:00Z,73,-999,-9.9,84.4,6.4,-999,-999,98393
2021-02-07T09:00:00Z,162,-999,-9.2,77,6.4,-999,-999,98393
2021-02-07T10:00:00Z,391,-999,-8.6,69.6,9.2,-999,-999,98393
2021-02-07T11:00:00Z,431,-999,-7.3,60,8.5,-999,-999,98393
2021-02-07T12:00:00Z,533,-999,-5.9,50.3,6.7,-999,-999,98393
2021-02-07T14:00:00Z,348,-999,-5.4,43.4,5.9,-999,-999,98393
2021-02-07T15:00:00Z,100,-999,-6,42.6,6.2,-999,-999,98393
2021-02-07T16:00:00Z,32,-999,-6.3,41.4,7.3,-999,-999,98393
2021-02-07T18:00:00Z,-4,-999,-6.5,40.6,6.3,-999,-999,98393
2021-02-07T20:00:00Z,-3,-999,-7.2,41.8,7.8,-999,-999,98393
2021-02-07T22:00:00Z,-1,-999,-7.6,43.8,8.1,-999,-999,98393
2021-02-07T23:00:00Z,-1,-999,-7.6,43.5,8.4,-999,-999,98393
2021-02-08T00:00:00Z,-2,-999,-7.6,40.5,7.2,-999,-999,98393
2021-02-08T02:00:00Z,-2,-999,-7.6,38.6,8.2,-999,-999,98393
2021-02-08T03:00:00Z,-1,-999,-7.4,38.1,8.7,-999,-999,98393
2021-02-08T04:00:00Z,-1,-999,-7.4,38,9.3,-999,-999,98393
2021-02-08T07:00:00Z,20,-999,-7.4,37.1,8.8,-999,-999,98393
2021-02-08T08:00:00Z,99,-999,-7.1,36.4,9.3,-999,-999,98393
2021-02-08T09:00:00Z,176,-999,-6.6,33.9,8.3,-999,-999,98393
2021-02-08T10:00:00Z,160,-999,-6.4,33,5.7,-999,-999,98393
2021-02-08T12:00:00Z,618,-999,-4.5,31.1,7,-999,-999,98393
2021-02-08T14:00:00Z,460,-999,-4.5,30.8,7.4,-999,-999,98393
2021-02-08T15:00:00Z,47,-999,-5.8,32.4,8.3,-999,-999,98393
2021-02-08T16:00:00Z,31,-999,-6.2,34.2,7.9,-999,-999,98393
2021-02-08T18:00:00Z,-3,-999,-6.6,35.4,8.6,-999,-999,98393
2021-02-08T19:00:00Z,-3,-999,-6.8,34.8,7.7,-999,-999,98393
2021-02-08T22:00:00Z,-3,-999,-7.1,37.5,5.1,-999,-999,98393
2021-02-08T23:00:00Z,-2,-999,-6.8,37.4,5.8,-999,-999,98393
2021-02-09T00:00:00Z,-3,-999,-6.8,38.8,5.7,-999,-999,98393
2021-02-09T02:00:00Z,-1,-999,-5.2,37.5,7.8,-999,-999,98393
2021-02-09T03:00:00Z,-1,-999,-5.4,40,5.8,-999,-999,98393
2021-02-09T04:00:00Z,-1,-999,-5.4,41,6.6,-999,-999,98393
2021-02-09T05:00:00Z,-1,-999,-5.5,46.9,8.8,-999,-999,98393
2021-02-09T06:00:00Z,-1,-999,-5.4,48,8.6,-999,-999,98393
2021-02-09T07:00:00Z,20,-999,-5.4,48.1,8,-999,-999,98393
2021-02-09T08:00:00Z,98,-999,-5.2,49.2,9.5,-999,-999,98393
2021-02-09T10:00:00Z,121,-999,-5.8,72.2,8.3,-999,-999,98393
2021-02-09T11:00:00Z,115,-999,-5.8,73.8,6.9,-999,-999,98393
2021-02-09T12:00:00Z,96,-999,-5.8,76.6,6.1,-999,-999,98393
2021-02-09T14:00:00Z,53,-999,-5.3,75.9,8.2,-999,-999,98393
2021-02-09T15:00:00Z,36,-999,-5.3,79.4,9.7,-999,-999,98393
2021-02-09T16:00:00Z,18,-999,-5.3,81.5,9.1,-999,-999,98393
2021-02-09T18:00:00Z,0,-999,-5.3,78.1,8.9,-999,-999,98393
2021-02-09T19:00:00Z,0,-999,-5.3,78.8,7.5,-999,-999,98393
2021-02-09T20:00:00Z,0,-999,-5.4,80.6,6.8,-999,-999,98393
2021-02-09T21:00:00Z,0,-999,-5.6,82.3,7.1,-999,-999,98393
2021-02-09T22:00:00Z,0,-999,-5.6,82.9,6.2,-999,-999,98393
2021-02-09T23:00:00Z,0,-999,-5.7,83.5,5.3,-999,-999,98393
2021-02-10T00:00:00Z,0,-999,-5.8,83.2,6.1,-999,-999,98393
2021-02-10T02:00:00Z,0,-999,-5.8,82,5.9,-999,-999,98393
2021-02-10T03:00:00Z,0,-999,-6,82.4,6.2,-999,-999,98393
2021-02-10T04:00:00Z,0,-999,-6.4,81.3,6.8,-999,-999,98393
2021-02-10T05:00:00Z,0,-999,-6.7,82.3,6.2,-999,-999,98393
2021-02-10T06:00:00Z,0,-999,-6.9,80.4,7.2,-999,-999,98393
2021-02-10T07:00:00Z,35,-999,-6.9,79.1,8.1,-999,-999,98393
2021-02-10T08:00:00Z,128,-999,-6.7,77.6,10,-999,-999,98393
2021-02-10T10:00:00Z,186,-999,-6.5,74.6,8.6,-999,-999,98393
2021-02-10T12:00:00Z,173,-999,-5.9,72.8,5.4,-999,-999,98393
2021-02-10T14:00:00Z,150,-999,-5.7,72.5,6.9,-999,-999,98393
2021-02-10T15:00:00Z,123,-999,-5.5,66.3,8.2,-999,-999,98393
2021-02-10T16:00:00Z,42,-999,-5.8,67.8,9.4,-999,-999,98393
2021-02-10T18:00:00Z,-1,-999,-6,69.5,9.4,-999,-999,98393
2021-02-10T19:00:00Z,-1,-999,-6.3,69.6,10.8,-999,-999,98393
2021-02-10T21:00:00Z,0,-999,-6.9,80.1,9.1,-999,-999,98393
2021-02-10T22:00:00Z,0,-999,-7,84.4,8.7,-999,-999,98393
2021-02-10T23:00:00Z,0,-999,-7.1,81.7,9.3,-999,-999,98393
2021-02-11T00:00:00Z,0,-999,-7.1,81.7,9.3,-999,-999,98393
2021-02-11T01:00:00Z,0,-999,-7.3,80.8,7.6,-999,-999,98393
2021-02-11T02:00:00Z,0,-999,-7.6,79.3,7.9,-999,-999,98393
2021-02-11T03:00:00Z,0,-999,-7.6,77.1,8.5,-999,-999,98393
2021-02-11T04:00:00Z,0,-999,-7.8,78.7,9.3,-999,-999,98393
2021-02-11T05:00:00Z,0,-999,-7.9,76,11.6,-999,-999,98393
2021-02-11T06:00:00Z,0,-999,-8,75.3,9.8,-999,-999,98393
2021-02-11T07:00:00Z,0,-999,-8,76.6,8.9,-999,-999,98393
2021-02-11T08:00:00Z,11,-999,-8,76.8,10.3,-999,-999,98393
2021-02-11T09:00:00Z,55,-999,-7.5,77.7,11.7,-999,-999,98393
2021-02-11T10:00:00Z,83,-999,-7.2,78.6,12,-999,-999,98393
2021-02-11T11:00:00Z,110,-999,-6.9,79.4,11.3,-999,-999,98393
2021-02-11T12:00:00Z,88,-999,-6.8,81.1,12.3,-999,-999,98393
2021-02-11T13:00:00Z,107,-999,-6.5,80.9,13.3,-999,-999,98393
2021-02-11T14:00:00Z,99,-999,-6.1,78.6,14,-999,-999,98393
2021-02-11T15:00:00Z,45,-999,-6.2,81.6,12.6,-999,-999,98393
2021-02-11T16:00:00Z,28,-999,-6.1,81.2,13.1,-999,-999,98393
2021-02-11T17:00:00Z,15,-999,-6,80.4,13,-999,-999,98393
2021-02-11T18:00:00Z,2,-999,-6.1,82.1,11.7,-999,-999,98393
2021-02-11T19:00:00Z,0,-999,-6.2,82,9.8,-999,-999,98393
2021-02-11T20:00:00Z,0,-999,-5.9,76.8,11.1,-999,-999,98393
2021-02-11T21:00:00Z,0,-999,-5.6,75.3,14.6,-999,-999,98393
2021-02-11T22:00:00Z,0,-999,-5.6,79.7,14.1,-999,-999,98393
2021-02-11T23:00:00Z,0,-999,-5.5,78.1,14.5,-999,-999,98393
2021-02-12T00:00:00Z,0,-999,-5.6,79.8,12.8,-999,-999,98393
2021-02-12T01:00:00Z,0,-999,-5.7,82.5,11.5,-999,-999,98393
2021-02-12T02:00:00Z,0,-999,-5.5,79.8,11.8,-999,-999,98393
2021-02-12T03:00:00Z,0,-999,-5.4,76.9,11.8,-999,-999,98393
2021-02-12T04:00:00Z,0,-999,-5.4,77.3,10,-999,-999,98393
2021-02-12T05:00:00Z,-1,-999,-5.4,74.5,9.1,-999,-999,98393
2021-02-12T06:00:00Z,0,-999,-5.5,76.7,8.6,-999,-999,98393
2021-02-12T07:00:00Z,0,-999,-5.3,78.6,8.5,-999,-999,98393
2021-02-12T08:00:00Z,16,-999,-5.1,79,7.2,-999,-999,98393
2021-02-12T09:00:00Z,70,-999,-4.9,79.1,7,-999,-999,98393
2021-02-12T10:00:00Z,102,-999,-4.9,80.4,6.8,-999,-999,98393
2021-02-12T11:00:00Z,106,-999,-4.8,80.3,8.1,-999,-999,98393
2021-02-12T12:00:00Z,101,-999,-4.9,81.8,8.5,-999,-999,98393
2021-02-12T13:00:00Z,115,-999,-4.7,82,10.6,-999,-999,98393
2021-02-12T14:00:00Z,97,-999,-4.4,81.3,8.8,-999,-999,98393
2021-02-12T15:00:00Z,87,-999,-4.3,80.4,7.2,-999,-999,98393
2021-02-12T16:00:00Z,59,-999,-4.5,82,5.5,-999,-999,98393
2021-02-12T17:00:00Z,20,-999,-4.9,82.8,3.3,-999,-999,98393
2021-02-12T18:00:00Z,2,-999,-5.3,82.1,4.6,-999,-999,98393
2021-02-12T19:00:00Z,0,-999,-5.4,82.4,5.4,-999,-999,98393
2021-02-12T20:00:00Z,0,-999,-5.5,84.9,7.4,-999,-999,98393
2021-02-12T21:00:00Z,0,-999,-5.5,87.3,6.9,-999,-999,98393
2021-02-12T22:00:00Z,0,-999,-5.6,87.9,5.8,-999,-999,98393
2021-02-12T23:00:00Z,0,-999,-6.1,86.7,4.9,-999,-999,98393
2021-02-13T00:00:00Z,0,-999,-6.6,85.7,3.9,-999,-999,98393
2021-02-13T01:00:00Z,0,-999,-6.6,83.3,6.5,-999,-999,98393
2021-02-13T02:00:00Z,0,-999,-7,84.2,5.9,-999,-999,98393
2021-02-13T03:00:00Z,0,-999,-7.3,84.6,8.3,-999,-999,98393
2021-02-13T04:00:00Z,0,-999,-7.5,83.6,8.4,-999,-999,98393
2021-02-13T05:00:00Z,0,-999,-7.7,85.9,8.4,-999,-999,98393
2021-02-13T06:00:00Z,0,-999,-7.6,83.6,9.6,-999,-999,98393
2021-02-13T07:00:00Z,0,-999,-7.8,82.3,8.7,-999,-999,98393
