datetime,Depth_meter,Dissolved_oxygen_gram_per_cubicMeter
2016-09-02T14:30:00Z,0.5,7.37
2016-09-02T14:30:00Z,4.5,7.678
2016-09-02T15:00:00Z,0.5,7.394
2016-09-02T15:00:00Z,4.5,7.713
2016-09-02T15:30:00Z,0.5,7.402
2016-09-02T15:30:00Z,4.5,7.717
2016-09-02T16:00:00Z,0.5,7.39
2016-09-02T16:00:00Z,4.5,7.738
2016-09-02T16:30:00Z,0.5,7.4
2016-09-02T16:30:00Z,4.5,7.753
2016-09-02T17:00:00Z,0.5,7.441
2016-09-02T17:00:00Z,4.5,7.784
2016-09-02T17:30:00Z,0.5,7.459
2016-09-02T17:30:00Z,4.5,7.789
2016-09-02T18:00:00Z,0.5,7.423
2016-09-02T18:00:00Z,4.5,7.787
2016-09-02T18:30:00Z,0.5,7.41
2016-09-02T18:30:00Z,4.5,7.784
2016-09-02T19:00:00Z,0.5,7.382
2016-09-02T19:00:00Z,4.5,7.766
2016-09-02T19:30:00Z,0.5,7.336
2016-09-02T19:30:00Z,4.5,7.729
2016-09-02T20:00:00Z,0.5,7.301
2016-09-02T20:00:00Z,4.5,7.722
2016-09-02T20:30:00Z,0.5,7.299
2016-09-02T20:30:00Z,4.5,7.706
2016-09-02T21:00:00Z,0.5,7.27
2016-09-02T21:00:00Z,4.5,7.674
2016-09-02T21:30:00Z,0.5,7.235
2016-09-02T21:30:00Z,4.5,7.646
2016-09-02T22:00:00Z,0.5,7.224
2016-09-02T22:00:00Z,4.5,7.626
2016-09-02T22:30:00Z,0.5,7.196
2016-09-02T22:30:00Z,4.5,7.59
2016-09-02T23:00:00Z,0.5,7.192
2016-09-02T23:00:00Z,4.5,7.577
2016-09-02T23:30:00Z,0.5,7.159
2016-09-02T23:30:00Z,4.5,7.561
2016-09-03T00:00:00Z,0.5,7.129
2016-09-03T00:00:00Z,4.5,7.543
2016-09-03T00:30:00Z,0.5,7.13
2016-09-03T00:30:00Z,4.5,7.515
2016-09-03T01:00:00Z,0.5,7.097
2016-09-03T01:00:00Z,4.5,7.491
2016-09-03T01:30:00Z,0.5,7.064
2016-09-03T01:30:00Z,4.5,7.474
2016-09-03T02:00:00Z,0.5,7.061
2016-09-03T02:00:00Z,4.5,7.456
2016-09-03T02:30:00Z,0.5,7.042
2016-09-03T02:30:00Z,4.5,7.44
2016-09-03T03:00:00Z,0.5,7.021
2016-09-03T03:00:00Z,4.5,7.436
2016-09-03T03:30:00Z,0.5,7.012
2016-09-03T03:30:00Z,4.5,7.422
2016-09-03T04:00:00Z,0.5,7.004
2016-09-03T04:00:00Z,4.5,7.394
2016-09-03T04:30:00Z,0.5,6.983
2016-09-03T04:30:00Z,4.5,7.393
2016-09-03T05:00:00Z,0.5,6.996
2016-09-03T05:00:00Z,4.5,7.374
2016-09-03T05:30:00Z,0.5,6.973
2016-09-03T05:30:00Z,4.5,7.36
2016-09-03T06:00:00Z,0.5,6.969
2016-09-03T06:00:00Z,4.5,7.373
2016-09-03T06:30:00Z,0.5,6.966
2016-09-03T06:30:00Z,4.5,7.375
2016-09-03T07:00:00Z,0.5,6.977
2016-09-03T07:00:00Z,4.5,7.365
2016-09-03T07:30:00Z,0.5,7.002
2016-09-03T07:30:00Z,4.5,7.36
2016-09-03T08:00:00Z,0.5,7.012
2016-09-03T08:00:00Z,4.5,7.374
2016-09-03T08:30:00Z,0.5,7.055
2016-09-03T08:30:00Z,4.5,7.41
2016-09-03T09:00:00Z,0.5,7.094
2016-09-03T09:00:00Z,4.5,7.462
2016-09-03T09:30:00Z,0.5,7.113
2016-09-03T09:30:00Z,4.5,7.486
2016-09-03T10:00:00Z,0.5,7.249
2016-09-03T10:00:00Z,4.5,7.523
2016-09-03T10:30:00Z,0.5,7.253
2016-09-03T10:30:00Z,4.5,7.578
2016-09-03T11:00:00Z,0.5,7.233
2016-09-03T11:00:00Z,4.5,7.565
2016-09-03T11:30:00Z,0.5,7.28
2016-09-03T11:30:00Z,4.5,7.64
2016-09-03T12:00:00Z,0.5,7.29
2016-09-03T12:00:00Z,4.5,7.634
2016-09-03T12:30:00Z,0.5,7.307
2016-09-03T12:30:00Z,4.5,7.646
2016-09-03T13:00:00Z,0.5,7.358
2016-09-03T13:00:00Z,4.5,7.686
2016-09-03T13:30:00Z,0.5,7.394
2016-09-03T13:30:00Z,4.5,7.698
2016-09-03T14:00:00Z,0.5,7.402
2016-09-03T14:00:00Z,4.5,7.712
2016-09-03T14:30:00Z,0.5,7.442
2016-09-03T14:30:00Z,4.5,7.698
2016-09-03T15:00:00Z,0.5,7.48
2016-09-03T15:00:00Z,4.5,7.706
2016-09-03T15:30:00Z,0.5,7.567
2016-09-03T15:30:00Z,4.5,7.715
2016-09-03T16:00:00Z,0.5,7.526
2016-09-03T16:00:00Z,4.5,7.736
2016-09-03T16:30:00Z,0.5,7.536
2016-09-03T16:30:00Z,4.5,7.781
2016-09-03T17:00:00Z,0.5,7.56
2016-09-03T17:00:00Z,4.5,7.751
2016-09-03T17:30:00Z,0.5,7.613
2016-09-03T17:30:00Z,4.5,7.764
2016-09-03T18:00:00Z,0.5,7.639
2016-09-03T18:00:00Z,4.5,7.663
2016-09-03T18:30:00Z,0.5,7.437
2016-09-03T18:30:00Z,4.5,7.632
2016-09-03T19:00:00Z,0.5,7.417
2016-09-03T19:00:00Z,4.5,7.738
2016-09-03T19:30:00Z,0.5,7.332
2016-09-03T19:30:00Z,4.5,7.726
2016-09-03T20:00:00Z,0.5,7.36
2016-09-03T20:00:00Z,4.5,7.732
2016-09-03T20:30:00Z,0.5,7.354
2016-09-03T20:30:00Z,4.5,7.731
2016-09-03T21:00:00Z,0.5,7.385
2016-09-03T21:00:00Z,4.5,7.746
2016-09-03T21:30:00Z,0.5,7.314
2016-09-03T21:30:00Z,4.5,7.722
2016-09-03T22:00:00Z,0.5,7.275
2016-09-03T22:00:00Z,4.5,7.618
2016-09-03T22:30:00Z,0.5,7.227
2016-09-03T22:30:00Z,4.5,7.588
2016-09-03T23:00:00Z,0.5,7.25
2016-09-03T23:00:00Z,4.5,7.637
2016-09-03T23:30:00Z,0.5,7.222
2016-09-03T23:30:00Z,4.5,7.613
2016-09-04T00:00:00Z,0.5,7.187
2016-09-04T00:00:00Z,4.5,7.588
2016-09-04T00:30:00Z,0.5,7.149
2016-09-04T00:30:00Z,4.5,7.551
2016-09-04T01:00:00Z,0.5,7.12
2016-09-04T01:00:00Z,4.5,7.492
2016-09-04T01:30:00Z,0.5,7.098
2016-09-04T01:30:00Z,4.5,7.5
2016-09-04T02:00:00Z,0.5,7.085
2016-09-04T02:00:00Z,4.5,7.474
2016-09-04T02:30:00Z,0.5,7.053
2016-09-04T02:30:00Z,4.5,7.458
2016-09-04T03:00:00Z,0.5,7.036
2016-09-04T03:00:00Z,4.5,7.442
2016-09-04T03:30:00Z,0.5,7.007
2016-09-04T03:30:00Z,4.5,7.426
2016-09-04T04:00:00Z,0.5,6.992
2016-09-04T04:00:00Z,4.5,7.373
2016-09-04T04:30:00Z,0.5,6.95
2016-09-04T04:30:00Z,4.5,7.373
2016-09-04T05:00:00Z,0.5,6.97
2016-09-04T05:00:00Z,4.5,7.373
2016-09-04T05:30:00Z,0.5,6.937
2016-09-04T05:30:00Z,4.5,7.348
2016-09-04T06:00:00Z,0.5,6.896
2016-09-04T06:00:00Z,4.5,7.33
2016-09-04T06:30:00Z,0.5,6.94
2016-09-04T06:30:00Z,4.5,7.317
2016-09-04T07:00:00Z,0.5,6.928
2016-09-04T07:00:00Z,4.5,7.321
2016-09-04T07:30:00Z,0.5,6.96
2016-09-04T07:30:00Z,4.5,7.28
2016-09-04T08:00:00Z,0.5,7.041
2016-09-04T08:00:00Z,4.5,7.289
2016-09-04T08:30:00Z,0.5,7.033
2016-09-04T08:30:00Z,4.5,7.355
2016-09-04T09:00:00Z,0.5,7.087
2016-09-04T09:00:00Z,4.5,7.373
2016-09-04T09:30:00Z,0.5,7.123
2016-09-04T09:30:00Z,4.5,7.407
2016-09-04T10:00:00Z,0.5,7.171
2016-09-04T10:00:00Z,4.5,7.486
2016-09-04T10:30:00Z,0.5,7.201
2016-09-04T10:30:00Z,4.5,7.531
2016-09-04T11:00:00Z,0.5,7.25
2016-09-04T11:00:00Z,4.5,7.587
2016-09-04T11:30:00Z,0.5,7.262
2016-09-04T11:30:00Z,4.5,7.631
2016-09-04T12:00:00Z,0.5,7.339
2016-09-04T12:00:00Z,4.5,7.622
2016-09-04T12:30:00Z,0.5,7.321
2016-09-04T12:30:00Z,4.5,7.651
2016-09-04T13:00:00Z,0.5,7.386
2016-09-04T13:00:00Z,4.5,7.652
2016-09-04T13:30:00Z,0.5,7.398
2016-09-04T13:30:00Z,4.5,7.669
2016-09-04T14:00:00Z,0.5,7.427
2016-09-04T14:00:00Z,4.5,7.691
2016-09-04T14:30:00Z,0.5,7.483
2016-09-04T14:30:00Z,4.5,7.71
2016-09-04T15:00:00Z,0.5,7.427
2016-09-04T15:00:00Z,4.5,7.715
2016-09-04T15:30:00Z,0.5,7.49
2016-09-04T15:30:00Z,4.5,7.752
2016-09-04T16:00:00Z,0.5,7.458
2016-09-04T16:00:00Z,4.5,7.745
2016-09-04T16:30:00Z,0.5,7.51
2016-09-04T16:30:00Z,4.5,7.752
2016-09-04T17:00:00Z,0.5,7.529
2016-09-04T17:00:00Z,4.5,7.777
2016-09-04T17:30:00Z,0.5,7.503
2016-09-04T17:30:00Z,4.5,7.804
2016-09-04T18:00:00Z,0.5,7.453
2016-09-04T18:00:00Z,4.5,7.772
2016-09-04T18:30:00Z,0.5,7.418
2016-09-04T18:30:00Z,4.5,7.78
2016-09-04T19:00:00Z,0.5,7.389
2016-09-04T19:00:00Z,4.5,7.749
2016-09-04T19:30:00Z,0.5,7.356
2016-09-04T19:30:00Z,4.5,7.733
2016-09-04T20:00:00Z,0.5,7.325
2016-09-04T20:00:00Z,4.5,7.725
2016-09-04T20:30:00Z,0.5,7.291
2016-09-04T20:30:00Z,4.5,7.69
2016-09-04T21:00:00Z,0.5,7.242
2016-09-04T21:00:00Z,4.5,7.674
2016-09-04T21:30:00Z,0.5,7.191
2016-09-04T21:30:00Z,4.5,7.648
2016-09-04T22:00:00Z,0.5,7.217
2016-09-04T22:00:00Z,4.5,7.612
2016-09-04T22:30:00Z,0.5,7.179
2016-09-04T22:30:00Z,4.5,7.587
2016-09-04T23:00:00Z,0.5,7.154
2016-09-04T23:00:00Z,4.5,7.568
2016-09-04T23:30:00Z,0.5,7.152
2016-09-04T23:30:00Z,4.5,7.57
2016-09-05T00:00:00Z,0.5,7.157
2016-09-05T00:00:00Z,4.5,7.592
2016-09-05T00:30:00Z,0.5,7.143
2016-09-05T00:30:00Z,4.5,7.553
2016-09-05T01:00:00Z,0.5,7.141
2016-09-05T01:00:00Z,4.5,7.475
2016-09-05T01:30:00Z,0.5,7.126
2016-09-05T01:30:00Z,4.5,7.509
2016-09-05T02:00:00Z,0.5,7.071
2016-09-05T02:00:00Z,4.5,7.487
2016-09-05T02:30:00Z,0.5,7.047
2016-09-05T02:30:00Z,4.5,7.467
2016-09-05T03:00:00Z,0.5,7.063
2016-09-05T03:00:00Z,4.5,7.447
2016-09-05T03:30:00Z,0.5,7.061
2016-09-05T03:30:00Z,4.5,7.457
2016-09-05T04:00:00Z,0.5,7.027
2016-09-05T04:00:00Z,4.5,7.42
2016-09-05T04:30:00Z,0.5,6.993
2016-09-05T04:30:00Z,4.5,7.407
2016-09-05T05:00:00Z,0.5,7.004
2016-09-05T05:00:00Z,4.5,7.421
2016-09-05T05:30:00Z,0.5,7.003
2016-09-05T05:30:00Z,4.5,7.416
2016-09-05T06:00:00Z,0.5,7.003
2016-09-05T06:00:00Z,4.5,7.421
2016-09-05T06:30:00Z,0.5,7.026
2016-09-05T06:30:00Z,4.5,7.428
2016-09-05T07:00:00Z,0.5,7.025
2016-09-05T07:00:00Z,4.5,7.438
2016-09-05T07:30:00Z,0.5,7.058
2016-09-05T07:30:00Z,4.5,7.459
2016-09-05T08:00:00Z,0.5,7.091
2016-09-05T08:00:00Z,4.5,7.497
2016-09-05T08:30:00Z,0.5,7.124
2016-09-05T08:30:00Z,4.5,7.525
2016-09-05T09:00:00Z,0.5,7.168
2016-09-05T09:00:00Z,4.5,7.588
2016-09-05T09:30:00Z,0.5,7.227
2016-09-05T09:30:00Z,4.5,7.601
2016-09-05T10:00:00Z,0.5,7.317
2016-09-05T10:00:00Z,4.5,7.662
2016-09-05T10:30:00Z,0.5,7.323
2016-09-05T10:30:00Z,4.5,7.691
2016-09-05T11:00:00Z,0.5,7.33
2016-09-05T11:00:00Z,4.5,7.715
2016-09-05T11:30:00Z,0.5,7.39
2016-09-05T11:30:00Z,4.5,7.74
2016-09-05T12:00:00Z,0.5,7.418
2016-09-05T12:00:00Z,4.5,7.754
2016-09-05T12:30:00Z,0.5,7.445
2016-09-05T12:30:00Z,4.5,7.786
2016-09-05T13:00:00Z,0.5,7.48
2016-09-05T13:00:00Z,4.5,7.809
2016-09-05T13:30:00Z,0.5,7.508
2016-09-05T13:30:00Z,4.5,7.839
2016-09-05T14:00:00Z,0.5,7.548
2016-09-05T14:00:00Z,4.5,7.834
2016-09-05T14:30:00Z,0.5,7.558
2016-09-05T14:30:00Z,4.5,7.849
2016-09-05T15:00:00Z,0.5,7.604
2016-09-05T15:00:00Z,4.5,7.867
2016-09-05T15:30:00Z,0.5,7.632
2016-09-05T15:30:00Z,4.5,7.87
2016-09-05T16:00:00Z,0.5,7.582
2016-09-05T16:00:00Z,4.5,7.91
2016-09-05T16:30:00Z,0.5,7.651
2016-09-05T16:30:00Z,4.5,7.922
2016-09-05T17:00:00Z,0.5,7.756
2016-09-05T17:00:00Z,4.5,7.839
2016-09-05T17:30:00Z,0.5,7.68
2016-09-05T17:30:00Z,4.5,7.923
2016-09-05T18:00:00Z,0.5,7.609
2016-09-05T18:00:00Z,4.5,7.879
2016-09-05T18:30:00Z,0.5,7.617
2016-09-05T18:30:00Z,4.5,7.856
2016-09-05T19:00:00Z,0.5,7.514
2016-09-05T19:00:00Z,4.5,7.904
2016-09-05T19:30:00Z,0.5,7.407
2016-09-05T19:30:00Z,4.5,7.86
2016-09-05T20:00:00Z,0.5,7.309
2016-09-05T20:00:00Z,4.5,7.818
2016-09-05T20:30:00Z,0.5,7.257
2016-09-05T20:30:00Z,4.5,7.786
2016-09-05T21:00:00Z,0.5,7.192
2016-09-05T21:00:00Z,4.5,7.734
2016-09-05T21:30:00Z,0.5,7.145
2016-09-05T21:30:00Z,4.5,7.713
2016-09-05T22:00:00Z,0.5,7.121
2016-09-05T22:00:00Z,4.5,7.598
2016-09-05T22:30:00Z,0.5,7.229
2016-09-05T22:30:00Z,4.5,7.529
2016-09-05T23:00:00Z,0.5,7.266
2016-09-05T23:00:00Z,4.5,7.684
2016-09-05T23:30:00Z,0.5,7.323
2016-09-05T23:30:00Z,4.5,7.797
2016-09-06T00:00:00Z,0.5,7.332
2016-09-06T00:00:00Z,4.5,7.774
2016-09-06T00:30:00Z,0.5,7.339
2016-09-06T00:30:00Z,4.5,7.79
2016-09-06T01:00:00Z,0.5,7.303
2016-09-06T01:00:00Z,4.5,7.742
2016-09-06T01:30:00Z,0.5,7.254
2016-09-06T01:30:00Z,4.5,7.531
2016-09-06T02:00:00Z,0.5,7.215
2016-09-06T02:00:00Z,4.5,7.577
2016-09-06T02:30:00Z,0.5,7.146
2016-09-06T02:30:00Z,4.5,7.474
2016-09-06T03:00:00Z,0.5,7.109
2016-09-06T03:00:00Z,4.5,7.343
2016-09-06T03:30:00Z,0.5,7.123
2016-09-06T03:30:00Z,4.5,7.198
2016-09-06T04:00:00Z,0.5,7.087
2016-09-06T04:00:00Z,4.5,7.202
2016-09-06T04:30:00Z,0.5,7.051
2016-09-06T04:30:00Z,4.5,7.283
2016-09-06T05:00:00Z,0.5,7.046
2016-09-06T05:00:00Z,4.5,7.261
2016-09-06T05:30:00Z,0.5,7.054
2016-09-06T05:30:00Z,4.5,7.311
2016-09-06T06:00:00Z,0.5,7.073
2016-09-06T06:00:00Z,4.5,7.318
2016-09-06T06:30:00Z,0.5,7.084
2016-09-06T06:30:00Z,4.5,7.322
2016-09-06T07:00:00Z,0.5,7.147
2016-09-06T07:00:00Z,4.5,7.336
2016-09-06T07:30:00Z,0.5,7.183
2016-09-06T07:30:00Z,4.5,7.434
2016-09-06T08:00:00Z,0.5,7.195
2016-09-06T08:00:00Z,4.5,7.471
2016-09-06T08:30:00Z,0.5,7.215
2016-09-06T08:30:00Z,4.5,7.494
2016-09-06T09:00:00Z,0.5,7.238
2016-09-06T09:00:00Z,4.5,7.719
2016-09-06T09:30:00Z,0.5,7.247
2016-09-06T09:30:00Z,4.5,7.855
2016-09-06T10:00:00Z,0.5,7.372
2016-09-06T10:00:00Z,4.5,7.944
2016-09-06T10:30:00Z,0.5,7.322
2016-09-06T10:30:00Z,4.5,8.002
2016-09-06T11:00:00Z,0.5,7.323
2016-09-06T11:00:00Z,4.5,7.932
2016-09-06T11:30:00Z,0.5,7.337
2016-09-06T11:30:00Z,4.5,7.985
2016-09-06T12:00:00Z,0.5,7.366
2016-09-06T12:00:00Z,4.5,7.993
2016-09-06T12:30:00Z,0.5,7.44
2016-09-06T12:30:00Z,4.5,8.033
2016-09-06T13:00:00Z,0.5,7.439
2016-09-06T13:00:00Z,4.5,8.061
2016-09-06T13:30:00Z,0.5,7.437
2016-09-06T13:30:00Z,4.5,8.08
2016-09-06T14:00:00Z,0.5,7.465
2016-09-06T14:00:00Z,4.5,8.062
2016-09-06T14:30:00Z,0.5,7.473
2016-09-06T14:30:00Z,4.5,8.058
2016-09-06T15:00:00Z,0.5,7.485
2016-09-06T15:00:00Z,4.5,8.064
2016-09-06T15:30:00Z,0.5,7.506
2016-09-06T15:30:00Z,4.5,8.017
2016-09-06T16:00:00Z,0.5,7.498
2016-09-06T16:00:00Z,4.5,8.034
2016-09-06T16:30:00Z,0.5,7.503
2016-09-06T16:30:00Z,4.5,8.054
2016-09-06T17:00:00Z,0.5,7.52
2016-09-06T17:00:00Z,4.5,8.1
2016-09-06T17:30:00Z,0.5,7.52
2016-09-06T17:30:00Z,4.5,8.132
2016-09-06T18:00:00Z,0.5,7.468
2016-09-06T18:00:00Z,4.5,8.11
2016-09-06T18:30:00Z,0.5,7.439
2016-09-06T18:30:00Z,4.5,8.129
2016-09-06T19:00:00Z,0.5,7.396
2016-09-06T19:00:00Z,4.5,8.109
2016-09-06T19:30:00Z,0.5,7.353
2016-09-06T19:30:00Z,4.5,8.123
2016-09-06T20:00:00Z,0.5,7.332
2016-09-06T20:00:00Z,4.5,8.146
2016-09-06T20:30:00Z,0.5,7.293
2016-09-06T20:30:00Z,4.5,8.104
2016-09-06T21:00:00Z,0.5,7.245
2016-09-06T21:00:00Z,4.5,8.083
2016-09-06T21:30:00Z,0.5,7.204
2016-09-06T21:30:00Z,4.5,8.049
2016-09-06T22:00:00Z,0.5,7.171
2016-09-06T22:00:00Z,4.5,7.955
2016-09-06T22:30:00Z,0.5,7.124
2016-09-06T22:30:00Z,4.5,7.905
2016-09-06T23:00:00Z,0.5,7.162
2016-09-06T23:00:00Z,4.5,8.054
2016-09-06T23:30:00Z,0.5,7.15
2016-09-06T23:30:00Z,4.5,8.082
2016-09-07T00:00:00Z,0.5,7.099
2016-09-07T00:00:00Z,4.5,8.09
2016-09-07T00:30:00Z,0.5,7.066
2016-09-07T00:30:00Z,4.5,8.059
2016-09-07T01:00:00Z,0.5,7.053
2016-09-07T01:00:00Z,4.5,7.53
2016-09-07T01:30:00Z,0.5,7.024
2016-09-07T01:30:00Z,4.5,7.431
2016-09-07T02:00:00Z,0.5,7.025
2016-09-07T02:00:00Z,4.5,7.461
2016-09-07T02:30:00Z,0.5,7.009
2016-09-07T02:30:00Z,4.5,7.414
2016-09-07T03:00:00Z,0.5,6.984
2016-09-07T03:00:00Z,4.5,7.397
2016-09-07T03:30:00Z,0.5,6.948
2016-09-07T03:30:00Z,4.5,7.38
2016-09-07T04:00:00Z,0.5,6.961
2016-09-07T04:00:00Z,4.5,7.365
2016-09-07T04:30:00Z,0.5,6.946
2016-09-07T04:30:00Z,4.5,7.364
2016-09-07T05:00:00Z,0.5,6.948
2016-09-07T05:00:00Z,4.5,7.372
2016-09-07T05:30:00Z,0.5,6.934
2016-09-07T05:30:00Z,4.5,7.341
2016-09-07T06:00:00Z,0.5,6.921
2016-09-07T06:00:00Z,4.5,7.354
2016-09-07T06:30:00Z,0.5,6.935
2016-09-07T06:30:00Z,4.5,7.346
2016-09-07T07:00:00Z,0.5,6.941
2016-09-07T07:00:00Z,4.5,7.331
2016-09-07T07:30:00Z,0.5,6.979
2016-09-07T07:30:00Z,4.5,7.32
2016-09-07T08:00:00Z,0.5,7.021
2016-09-07T08:00:00Z,4.5,7.344
2016-09-07T08:30:00Z,0.5,7.028
2016-09-07T08:30:00Z,4.5,7.356
2016-09-07T09:00:00Z,0.5,7.079
2016-09-07T09:00:00Z,4.5,7.39
2016-09-07T09:30:00Z,0.5,7.117
2016-09-07T09:30:00Z,4.5,7.425
2016-09-07T10:00:00Z,0.5,7.242
2016-09-07T10:00:00Z,4.5,7.47
2016-09-07T10:30:00Z,0.5,7.224
2016-09-07T10:30:00Z,4.5,7.521
2016-09-07T11:00:00Z,0.5,7.259
2016-09-07T11:00:00Z,4.5,7.604
2016-09-07T11:30:00Z,0.5,7.32
2016-09-07T11:30:00Z,4.5,7.633
2016-09-07T12:00:00Z,0.5,7.351
2016-09-07T12:00:00Z,4.5,7.686
2016-09-07T12:30:00Z,0.5,7.352
2016-09-07T12:30:00Z,4.5,7.667
2016-09-07T13:00:00Z,0.5,7.362
2016-09-07T13:00:00Z,4.5,7.719
2016-09-07T13:30:00Z,0.5,7.366
2016-09-07T13:30:00Z,4.5,7.736
2016-09-07T14:00:00Z,0.5,7.399
2016-09-07T14:00:00Z,4.5,7.76
2016-09-07T14:30:00Z,0.5,7.46
2016-09-07T14:30:00Z,4.5,7.789
2016-09-07T15:00:00Z,0.5,7.459
2016-09-07T15:00:00Z,4.5,7.791
2016-09-07T15:30:00Z,0.5,7.5
2016-09-07T15:30:00Z,4.5,7.803
2016-09-07T16:00:00Z,0.5,7.508
2016-09-07T16:00:00Z,4.5,7.816
2016-09-07T16:30:00Z,0.5,7.523
2016-09-07T16:30:00Z,4.5,7.817
2016-09-07T17:00:00Z,0.5,7.531
2016-09-07T17:00:00Z,4.5,7.846
2016-09-07T17:30:00Z,0.5,7.553
2016-09-07T17:30:00Z,4.5,7.852
2016-09-07T18:00:00Z,0.5,7.526
2016-09-07T18:00:00Z,4.5,7.859
2016-09-07T18:30:00Z,0.5,7.482
2016-09-07T18:30:00Z,4.5,7.833
2016-09-07T19:00:00Z,0.5,7.443
2016-09-07T19:00:00Z,4.5,7.808
2016-09-07T19:30:00Z,0.5,7.403
2016-09-07T19:30:00Z,4.5,7.812
2016-09-07T20:00:00Z,0.5,7.361
2016-09-07T20:00:00Z,4.5,7.785
2016-09-07T20:30:00Z,0.5,7.35
2016-09-07T20:30:00Z,4.5,7.763
2016-09-07T21:00:00Z,0.5,7.28
2016-09-07T21:00:00Z,4.5,7.683
2016-09-07T21:30:00Z,0.5,7.282
2016-09-07T21:30:00Z,4.5,7.688
2016-09-07T22:00:00Z,0.5,7.192
2016-09-07T22:00:00Z,4.5,7.645
2016-09-07T22:30:00Z,0.5,7.16
2016-09-07T22:30:00Z,4.5,7.612
2016-09-07T23:00:00Z,0.5,7.224
2016-09-07T23:00:00Z,4.5,7.64
2016-09-07T23:30:00Z,0.5,7.184
2016-09-07T23:30:00Z,4.5,7.586
2016-09-08T00:00:00Z,0.5,7.089
2016-09-08T00:00:00Z,4.5,7.582
2016-09-08T00:30:00Z,0.5,7.182
2016-09-08T00:30:00Z,4.5,7.599
2016-09-08T01:00:00Z,0.5,7.203
2016-09-08T01:00:00Z,4.5,7.588
2016-09-08T01:30:00Z,0.5,7.175
2016-09-08T01:30:00Z,4.5,7.576
2016-09-08T02:00:00Z,0.5,7.138
2016-09-08T02:00:00Z,4.5,7.561
2016-09-08T02:30:00Z,0.5,7.107
2016-09-08T02:30:00Z,4.5,7.535
2016-09-08T03:00:00Z,0.5,7.153
2016-09-08T03:00:00Z,4.5,7.538
2016-09-08T03:30:00Z,0.5,7.102
2016-09-08T03:30:00Z,4.5,7.522
2016-09-08T04:00:00Z,0.5,7.101
2016-09-08T04:00:00Z,4.5,7.539
2016-09-08T04:30:00Z,0.5,7.094
2016-09-08T04:30:00Z,4.5,7.508
2016-09-08T05:00:00Z,0.5,7.103
2016-09-08T05:00:00Z,4.5,7.509
2016-09-08T05:30:00Z,0.5,7.078
2016-09-08T05:30:00Z,4.5,7.528
2016-09-08T06:00:00Z,0.5,7.08
2016-09-08T06:00:00Z,4.5,7.534
2016-09-08T06:30:00Z,0.5,7.091
2016-09-08T06:30:00Z,4.5,7.528
2016-09-08T07:00:00Z,0.5,7.131
2016-09-08T07:00:00Z,4.5,7.549
2016-09-08T07:30:00Z,0.5,7.158
2016-09-08T07:30:00Z,4.5,7.573
2016-09-08T08:00:00Z,0.5,7.202
2016-09-08T08:00:00Z,4.5,7.624
2016-09-08T08:30:00Z,0.5,7.257
2016-09-08T08:30:00Z,4.5,7.655
2016-09-08T09:00:00Z,0.5,7.292
2016-09-08T09:00:00Z,4.5,7.717
2016-09-08T09:30:00Z,0.5,7.324
2016-09-08T09:30:00Z,4.5,7.744
2016-09-08T10:00:00Z,0.5,7.416
2016-09-08T10:00:00Z,4.5,7.791
2016-09-08T10:30:00Z,0.5,7.441
2016-09-08T10:30:00Z,4.5,7.805
2016-09-08T11:00:00Z,0.5,7.486
2016-09-08T11:00:00Z,4.5,7.862
2016-09-08T11:30:00Z,0.5,7.526
2016-09-08T11:30:00Z,4.5,7.895
2016-09-08T12:00:00Z,0.5,7.55
2016-09-08T12:00:00Z,4.5,7.925
2016-09-08T12:30:00Z,0.5,7.583
2016-09-08T12:30:00Z,4.5,7.948
2016-09-08T13:00:00Z,0.5,7.589
2016-09-08T13:00:00Z,4.5,7.961
2016-09-08T13:30:00Z,0.5,7.632
2016-09-08T13:30:00Z,4.5,7.974
2016-09-08T14:00:00Z,0.5,7.639
2016-09-08T14:00:00Z,4.5,7.978
2016-09-08T14:30:00Z,0.5,7.623
2016-09-08T14:30:00Z,4.5,8.005
2016-09-08T15:00:00Z,0.5,7.644
2016-09-08T15:00:00Z,4.5,7.997
2016-09-08T15:30:00Z,0.5,7.66
2016-09-08T15:30:00Z,4.5,7.985
2016-09-08T16:00:00Z,0.5,7.719
2016-09-08T16:00:00Z,4.5,8.001
2016-09-08T16:30:00Z,0.5,7.746
2016-09-08T16:30:00Z,4.5,8.023
2016-09-08T17:00:00Z,0.5,7.718
2016-09-08T17:00:00Z,4.5,8.034
2016-09-08T17:30:00Z,0.5,7.742
2016-09-08T17:30:00Z,4.5,8.03
2016-09-08T18:00:00Z,0.5,7.654
2016-09-08T18:00:00Z,4.5,8.026
2016-09-08T18:30:00Z,0.5,7.635
2016-09-08T18:30:00Z,4.5,8.018
2016-09-08T19:00:00Z,0.5,7.607
2016-09-08T19:00:00Z,4.5,7.989
2016-09-08T19:30:00Z,0.5,7.568
2016-09-08T19:30:00Z,4.5,7.988
2016-09-08T20:00:00Z,0.5,7.481
2016-09-08T20:00:00Z,4.5,7.944
2016-09-08T20:30:00Z,0.5,7.49
2016-09-08T20:30:00Z,4.5,7.927
2016-09-08T21:00:00Z,0.5,7.417
2016-09-08T21:00:00Z,4.5,7.868
2016-09-08T21:30:00Z,0.5,7.446
2016-09-08T21:30:00Z,4.5,7.862
2016-09-08T22:00:00Z,0.5,7.436
