"datetime","doy","doy_frac","temp_c","variable","group"
2020-05-22 01:00:00,143,143.041666666667,18.3560943067671,"0 m","sim"
2020-05-22 02:00:00,143,143.083333333333,18.2244599396145,"0 m","sim"
2020-05-22 03:00:00,143,143.125,18.1137980969547,"0 m","sim"
2020-05-22 04:00:00,143,143.166666666667,18.0161308520222,"0 m","sim"
2020-05-22 05:00:00,143,143.208333333333,17.919681871098,"0 m","sim"
2020-05-22 06:00:00,143,143.25,17.8192026277967,"0 m","sim"
2020-05-22 07:00:00,143,143.291666666667,17.7236526929512,"0 m","sim"
2020-05-22 08:00:00,143,143.333333333333,17.6400910957469,"0 m","sim"
2020-05-22 09:00:00,143,143.375,17.5732003394525,"0 m","sim"
2020-05-22 10:00:00,143,143.416666666667,17.5512084634468,"0 m","sim"
2020-05-22 11:00:00,143,143.458333333333,17.5674605247499,"0 m","sim"
2020-05-22 12:00:00,143,143.5,17.6979526765614,"0 m","sim"
2020-05-22 13:00:00,143,143.541666666667,17.9462171794779,"0 m","sim"
2020-05-22 14:00:00,143,143.583333333333,18.230788658429,"0 m","sim"
2020-05-22 15:00:00,143,143.625,18.50113385601,"0 m","sim"
2020-05-22 16:00:00,143,143.666666666667,18.7168167244236,"0 m","sim"
2020-05-22 17:00:00,143,143.708333333333,18.8991366404197,"0 m","sim"
2020-05-22 18:00:00,143,143.75,19.0371917048188,"0 m","sim"
2020-05-22 19:00:00,143,143.791666666667,19.1258820121468,"0 m","sim"
2020-05-22 20:00:00,143,143.833333333333,19.1674787685568,"0 m","sim"
2020-05-22 21:00:00,143,143.875,19.1533969604613,"0 m","sim"
2020-05-22 22:00:00,143,143.916666666667,19.0959797792939,"0 m","sim"
2020-05-22 23:00:00,143,143.958333333333,19.0364571209176,"0 m","sim"
2020-05-23 00:00:00,144,144,18.9476749325566,"0 m","sim"
2020-05-23 01:00:00,144,144.041666666667,18.8583373873695,"0 m","sim"
2020-05-23 02:00:00,144,144.083333333333,18.8087409362474,"0 m","sim"
2020-05-23 03:00:00,144,144.125,18.7682575501777,"0 m","sim"
2020-05-23 04:00:00,144,144.166666666667,18.7420841578286,"0 m","sim"
2020-05-23 05:00:00,144,144.208333333333,18.7211027808404,"0 m","sim"
