"time","AirTemp_degC","Longwave_Wm-2","Latent_Wm-2","Sensible_Wm-2","Shortwave_Wm-2","lightExtinct_m-1","ShearVelocity_mS-1","ShearStress_Nm-2","Area_m2"
2009-06-07 10:00:00,15.83500061,725.566720739366,-138.55756461175,22.9412910658439,427.31599425,0.217824074074074,2.76738395544016,0.0102337396652192,3.6e+07
2009-06-07 11:00:00,17.659997555,736.956068419716,-127.431975981348,32.5645248806611,513.8039856,0.217361111111111,3.0355181521449,0.0118658939763793,3.6e+07
2009-06-07 12:00:00,19.18000183,742.78440869586,-115.568979940383,39.1784460700252,585.24298095,0.216898148148148,3.10013581096011,0.0122727850766862,3.6e+07
2009-06-07 13:00:00,20.699990845,747.118994846842,-104.991253209468,45.6252702031527,672.5654907,0.216435185185185,3.20324170413698,0.012932559814454,3.6e+07
2009-06-07 14:00:00,21.729989625,752.053957782764,-99.4470322573815,50.6903454507113,713.3274841,0.215972222222222,3.39825071218785,0.0142153537696907,3.6e+07
2009-06-07 15:00:00,22.275003055,755.317969941108,-97.8883202990986,54.6177327159558,670.91247555,0.215509259259259,3.66635357009609,0.0160521099984936,3.6e+07
2009-06-07 16:00:00,22.82000122,763.784887537594,-95.875727880888,58.871121272024,552.3724823,0.215046296296296,3.94147726182388,0.0180226411158898,3.6e+07
2009-06-07 17:00:00,22.6,768.672403053804,-91.77696734763,56.7942045736662,408.09298705,0.214583333333333,3.86982919216878,0.0175015064619197,3.6e+07
2009-06-07 18:00:00,21.625009155,762.271588965045,-85.9761505113017,48.7002826926883,295.09449005,0.21412037037037,3.45534283809706,0.0146001217363616,3.6e+07
2009-06-07 19:00:00,20.65001831,762.192426927712,-80.5875819662706,41.4685170442476,161.667995475,0.213657407407407,3.0742724584884,0.0121104041516563,3.6e+07
2009-06-07 20:00:00,19.40001831,761.185393942592,-88.619379518569,35.8369655745089,56.599999425,0.213194444444444,3.01534025753078,0.0117410604107926,3.6e+07
2009-06-07 21:00:00,17.88500366,750.797731897614,-111.516144063106,30.3177775853748,13.53600025,0.212731481481481,3.25729609832857,0.0132842694631854,3.6e+07
2009-06-07 22:00:00,16.370004275,740.216529344927,-136.934494091653,23.5566783205668,0,0.212268518518518,3.50992718637456,0.0149706014972985,3.6e+07
2009-06-07 23:00:00,15.150003055,732.246721811124,-159.015827787083,17.4132009822799,0,0.211805555555556,3.76983494869658,0.0167831671145817,3.6e+07
2009-06-08 00:00:00,14.230020145,727.045118237192,-176.479607858005,12.4094232846823,0,0.211342592592593,4.0314275509584,0.0186847920006703,3.6e+07
2009-06-08 01:00:00,13.30504761,721.804942983877,-194.854762807436,6.73284453811534,0,0.21087962962963,4.29648499739799,0.0206886114913132,3.6e+07
2009-06-08 02:00:00,12.79003296,719.325841613615,-203.483843204006,3.46649988283881,0,0.210416666666667,4.31657246763411,0.0208434260054425,3.6e+07
2009-06-08 03:00:00,12.690011595,719.646313855345,-202.45518377027,3.18103096207227,0,0.209953703703704,4.12787352712975,0.019404652887462,3.6e+07
2009-06-08 04:00:00,12.58500061,720.023779565793,-203.19720501716,2.80515210870613,0,0.209490740740741,4.01145372314793,0.0185363431673034,3.6e+07
2009-06-08 05:00:00,12.684991455,722.288392313643,-195.551380177681,3.81044388205975,0,0.209027777777778,3.72056438320949,0.0164328548790874,3.6e+07
2009-06-08 06:00:00,12.989999385,723.96786879406,-178.943143730561,5.86681412308953,31.416000365,0.208564814814815,3.23135122462214,0.0131144943919139,3.6e+07
2009-06-08 07:00:00,13.29000244,715.17790590893,-162.792654205779,7.41562679712396,136.615997315,0.208101851851852,2.75883098759467,0.0101834678273699,3.6e+07
2009-06-08 08:00:00,14.420022585,713.262994232212,-133.948926276681,12.5265001358137,276.9284973,0.207638888888889,2.2134686725372,0.00715900515487874,3.6e+07
2009-06-08 09:00:00,16.3800293,723.997227871915,-97.1314141765692,18.5764622317001,415.6190033,0.207175925925926,1.62938983499611,0.00438507926251272,3.6e+07
2009-06-08 10:00:00,18.34501038,749.383887736164,-67.446979576872,21.2238521646985,412.04000855,0.206712962962963,1.13871799318068,0.00247177317271071,3.6e+07
2009-06-08 11:00:00,19.640008545,775.174152953917,-48.8869759605418,19.9428825759222,363.08850095,0.20625,0.736054739136546,0.00122973002971045,3.6e+07
2009-06-08 12:00:00,20.265008545,777.455231906452,-43.4295356217682,19.6223736851135,413.58699035,0.205787037037037,0.648139392910828,0.00100330800040387,3.6e+07
2009-06-08 13:00:00,20.89499817,782.48380815901,-48.1021835598046,23.9772907781464,438.91749575,0.205324074074074,1.02634049572348,0.00209336225894936,3.6e+07
2009-06-08 14:00:00,21.30498657,788.067982101119,-58.4149472747344,29.7642358755214,432.6660004,0.204861111111111,1.61695684528913,0.00433221528246705,3.6e+07
2009-06-08 15:00:00,21.49501953,788.656093655693,-72.5757247015635,35.1286925204006,407.0269928,0.204398148148148,2.27213478603552,0.00746623625626856,3.6e+07
2009-06-08 16:00:00,21.68505249,774.75227367487,-88.5450139477923,40.9030780709717,449.63150025,0.203935185185185,3.0298119022063,0.0118327577001063,3.6e+07
2009-06-08 17:00:00,21.820046995,760.313578361537,-89.707462687102,44.4233592642395,449.45700075,0.203472222222222,3.18117037486526,0.0127920386368054,3.6e+07
2009-06-08 18:00:00,21.90001831,758.74850950785,-79.5165595399792,41.1652878307535,325.2979889,0.203009259259259,2.7346215444192,0.0100423039882135,3.6e+07
2009-06-08 19:00:00,21.980004885,766.239432139982,-71.4749206196069,38.4078004489538,175.74599458,0.202546296296296,2.39373971317251,0.00811560503831303,3.6e+07
2009-06-08 20:00:00,21.21000061,771.165671896735,-72.8808884732362,34.2546738982593,59.223999025,0.202083333333333,2.17363940352475,0.00695495873163573,3.6e+07
2009-06-08 21:00:00,19.58500061,761.25698278001,-83.4922586454822,27.9601135707083,14.319999695,0.20162037037037,2.03669769505934,0.00626721165648341,3.6e+07
2009-06-08 22:00:00,17.96000061,751.457701615252,-95.4272467661622,21.4783836094717,0,0.201157407407407,1.93879896234032,0.00579218507622357,3.6e+07
