"time","n2S-2_1","n2S-2_2","n2S-2_3","n2S-2_4","n2S-2_5","n2S-2_6","n2S-2_7","n2S-2_8","n2S-2_9","n2S-2_10","n2S-2_11","n2S-2_12","n2S-2_13","n2S-2_14","n2S-2_15","n2S-2_16","n2S-2_17","n2S-2_18","n2S-2_19","n2S-2_20","n2S-2_21","n2S-2_22","n2S-2_23","n2S-2_24","n2S-2_25"
2009-06-04 10:00:00,-7.34993256322083e-06,0,-7.78832544402629e-06,-3.80260416394685e-06,0,3.11491234733041e-05,0.000185624039932203,0.00034421375017756,0.000646131939543285,0.00106877530538848,0.00117535878386895,0.00111574231889634,0.0010185413919942,0.000909563209002636,0.000795808446707809,0.000684222859533384,0.000579551880470462,0.000483412589992261,0.000395233202240591,0.000313467141220586,0.00023624789726599,0.000161717445179262,8.81440077888697e-05,1.40335502177929e-05,NA
2009-06-04 11:00:00,0,-6.66987171157796e-06,9.05596797559408e-06,1.44440379308425e-05,0,6.74210687057855e-05,0.000193612495668155,0.000357081925119872,0.000655204561017521,0.00106225343840297,0.00117330902903613,0.00111720921941161,0.00102013759472661,0.000910753672963132,0.000796793024745844,0.000685093155033377,0.000580307431744119,0.00048404208747288,0.000395737707763146,0.000313857764233413,0.000236539349110983,0.000161922715576409,8.82719744756075e-05,1.40943569694826e-05,NA
2009-06-04 12:00:00,-1.11624974677722e-06,1.86762556118673e-05,2.81785664202076e-05,0,5.87309128446512e-05,8.53114326167292e-05,0.000206150494976568,0.000371331624372919,0.000665341656795931,0.00105756261408791,0.00117209996729158,0.00111919266367994,0.00102217868660622,0.000912292604362363,0.000798028762632965,0.000686140989567603,0.000581188719954604,0.000484760750741928,0.000396305230881725,0.000314292592324348,0.000236861381111556,0.00016214856669816,8.84136294902589e-05,1.41651980840279e-05,NA
2009-06-04 13:00:00,1.76879106209787e-05,3.86753461025487e-05,0,7.95297193894712e-05,7.82567411332367e-05,0.000109254240069935,0.000221201188750173,0.000386758901744656,0.000676306537881752,0.00105442136176911,0.0011715811036265,0.00112157423769444,0.00102456996848977,0.000914111484843485,0.000799467254915781,0.000687332038242728,0.000582171423018422,0.000485551452639286,0.000396923813227787,0.000314763352552424,0.000237208319858476,0.000162391189269437,8.85666054861839e-05,1.42444089609855e-05,NA
2009-06-04 14:00:00,3.36908581533659e-05,0,8.72469915515898e-05,0.000102313245126685,0.000105446960303564,0.000133613915692527,0.000237893730019986,0.000402739091125854,0.000687581022449824,0.00105232907472246,0.00117142604004549,0.00112410644821876,0.00102712226513733,0.000916072670413461,0.000801010035323731,0.000688596043447489,0.000583205600480086,0.000486378919949335,0.000397568737692321,0.000315252881112777,0.000237568373038809,0.000162642651510447,8.87258127000797e-05,1.43283681050424e-05,NA
2009-06-04 15:00:00,2.86553686191781e-05,0,0.000149202894242496,0.000131525823456394,0.000131754273364768,0.000157443834480287,0.000254990395907299,0.000418475898160791,0.000698521969350814,0.00105069501613942,0.00117123248767016,0.00112648657807202,0.00102960605379382,0.000918008755189269,0.000802536938584201,0.000689847090512874,0.000584230088035631,0.000487199881645616,0.000398209627518945,0.000315740043439479,0.000237927000980795,0.000162893172929951,8.88849173973481e-05,1.44125174447244e-05,NA
2009-06-04 16:00:00,3.01990761859729e-05,0,0.000204271169553067,0.000161693209855665,0.000156776230503525,0.000179958682851875,0.000271725383773044,0.000433498499525248,0.000708759252571582,0.00104915786159676,0.00117076916321665,0.00112854048943565,0.00103188652414,0.000919820964930251,0.000803977195793508,0.000691034601202292,0.000585208825553738,0.000487988773739075,0.000398828497035036,0.00031621229466303,0.000238275555889927,0.00016313696518554,8.90401642556895e-05,1.44940593205137e-05,NA
2009-06-04 17:00:00,0,6.18357413216906e-05,0.000219388040344021,0.000190499131129884,0.000179795219250582,0.000200541625345954,0.000287460035739647,0.000447404579207301,0.000717984451873191,0.001047413612206,0.00116984369740138,0.00113012406459743,0.00103385125063862,0.00092142655751418,0.000805271463976025,0.000692116125627412,0.00058611149677827,0.000488724057648441,0.00039941015661587,0.000316659013887797,0.000238606707665039,0.000163369133010112,8.91883337604957e-05,1.45705759757506e-05,NA
2009-06-04 18:00:00,0,8.98387928672563e-05,0.000233377568440846,0.000213280669393669,0.000199413960044303,0.000218208571676798,0.000301297448567785,0.000459561246900636,0.000725708807304962,0.00104502081516005,0.00116815286975735,0.00113101106199185,0.00103532767192243,0.000922698690320989,0.000806328331249752,0.000693026107041046,0.000586891251958025,0.000489372440033297,0.000399931119299929,0.000317063777568127,0.000238909124994348,0.000163582064004572,8.93243721427735e-05,1.46383677487165e-05,NA
2009-06-04 19:00:00,0,0.000101832415189233,0.000241531944564036,0.000229150129099221,0.000214325025306602,0.000232079441508949,0.000312453991081704,0.000469404642283624,0.000731500632823505,0.00104159051968462,0.00116542967886223,0.0011310027219328,0.00103616365492747,0.000923525142981494,0.000807066772803214,0.000693706352820077,0.000587506431122379,0.000489904256012984,0.000400370412881361,0.000317411890076055,0.000239172657083407,0.000163768933005388,8.94437003852753e-05,1.46940502664315e-05,NA
2009-06-04 20:00:00,0,0.000101905377611172,0.000242188279032919,0.000237825671288207,0.000224038313287075,0.000241839414582004,0.000320612286882032,0.000476723062629802,0.000735209060689243,0.00103696360323544,0.00116158066152635,0.00113003049750646,0.0010363031971034,0.000923863599128203,0.000807456195593291,0.000694134833418382,0.000587941138203741,0.00049030806923363,0.00040071986361961,0.000317697562425074,0.000239393285574107,0.000163927057925942,8.95444262910461e-05,1.47361306201854e-05,NA
2009-06-04 21:00:00,3.77245698873871e-05,0,0.000276137798084342,0.000240531962126291,0.00022936445689235,0.000248153215372727,0.000326237828276808,0.000481910935587702,0.000737164889217169,0.00103136905170813,0.00115680870426295,0.00112824839191856,0.00103585472681708,0.000923791669216254,0.000807552774084283,0.000694351886204603,0.000588224012438008,0.000490604028707145,0.00040099352958222,0.000317930515548493,0.000239577692068403,0.000164060999992838,8.96294012555058e-05,1.47665071385145e-05,NA
2009-06-04 22:00:00,0,0.000105795283426454,0,0.000363755005317538,0.000232397375590499,0.000252601206880682,0.000330524654508333,0.000485930451924349,0.000738149292160886,0.0010253971450953,0.00115159310762069,0.00112601868788409,0.00103508105305059,0.000923499866377328,0.000807494573033604,0.000694456859843427,0.000588425942981748,0.000490842328378253,0.000401226674407374,0.000318135306019097,0.00023974281842071,0.000164182269346619,8.97060501731436e-05,1.4790403392084e-05,NA
2009-06-04 23:00:00,0,-3.10436236823442e-06,0.000166638183582177,0.00020536858826799,0.000230552557410845,0.00028148956889796,0,0.000778544178879929,0.000738767081633622,0.00101949864431203,0.00114630267439646,0.00112362179444705,0.00103418547312278,0.000923135516654807,0.000807388528418388,0.000694526865799774,0.000588602056559457,0.000491062068313295,0.000401446814700372,0.000318331134121727,0.000239901942278255,0.000164299867569536,8.97801588479678e-05,1.48119998407616e-05,NA
2009-06-05 00:00:00,0,-2.2900606738463e-07,0.000119298887858841,0.000175407401921982,0.000211139489342639,0.000138905727987206,0,0.000887338092692685,0.000751486600017675,0.00101409500175209,0.00114110028196237,0.00112118079951782,0.00103325569435524,0.000922761613657405,0.000807280495857458,0.000694595123938472,0.000588776165091604,0.000491280159664425,0.000401665863759211,0.000318526329872776,0.000240060847802466,0.000164417683041932,8.98541826594194e-05,1.48331765345692e-05,NA
2009-06-05 01:00:00,0,-6.9620023173493e-06,7.70870168764767e-05,0.000146431696678472,0.000138777776083107,9.61172653865285e-05,0.000467761679479896,0,0.00124452269917457,0.00100945968296105,0.00113600108086538,0.00111870111790011,0.00103229262306115,0.000922377697458767,0.000807170278014662,0.000694661695403404,0.000588948378088556,0.000491496686839405,0.000401883879729633,0.000318720947075685,0.000240219597368753,0.000164535699143913,8.9928047197392e-05,1.485401037367e-05,NA
2009-06-05 02:00:00,-6.95341117463992e-06,0,2.54248801898827e-05,9.90484208461902e-05,0.000108753865347074,0.000251163013006795,0.000175022753454372,0,0.00137261417936791,0.00102283568203114,0.00113134160998779,0.00111619414900908,0.00103129732906434,0.000921983328406922,0.000807057639550608,0.00069472659736756,0.00058911877103465,0.000491711708544062,0.000402100901458616,0.000318915024606647,0.000240378231898431,0.000164653881170566,9.00017077176251e-05,1.48745596648695e-05,NA
2009-06-05 03:00:00,-9.11542854313023e-06,0,-9.65962503193952e-06,5.72543477131992e-05,0.000151946710282472,0.000157263264768297,0.00011326572757446,0,0.00142949565251352,0.00103970162269867,0.00112748512076311,0.00111368299187253,0.00103027117176858,0.000921577921118432,0.000806942156041857,0.000694789671827196,0.000589287273407913,0.000491925164261147,0.00040231687193073,0.000319108524723228,0.000240536725702148,0.000164772152514677,9.00751201052675e-05,1.48948661313048e-05,NA
