"datetime","diffM2s-2_0","diffM2s-2_0.5","diffM2s-2_1","diffM2s-2_1.5","diffM2s-2_2","diffM2s-2_2.5","diffM2s-2_3","diffM2s-2_3.5","diffM2s-2_4","diffM2s-2_4.5","diffM2s-2_5","diffM2s-2_5.5","diffM2s-2_6","diffM2s-2_6.5","diffM2s-2_7","diffM2s-2_7.5","diffM2s-2_8","diffM2s-2_8.5","diffM2s-2_9","diffM2s-2_9.5","diffM2s-2_10","diffM2s-2_10.5","diffM2s-2_11","diffM2s-2_11.5","diffM2s-2_12","diffM2s-2_12.5","diffM2s-2_13","diffM2s-2_13.5","diffM2s-2_14","diffM2s-2_14.5","diffM2s-2_15","diffM2s-2_15.5","diffM2s-2_16","diffM2s-2_16.5","diffM2s-2_17","diffM2s-2_17.5","diffM2s-2_18","diffM2s-2_18.5","diffM2s-2_19","diffM2s-2_19.5","diffM2s-2_20","diffM2s-2_20.5","diffM2s-2_21","diffM2s-2_21.5","diffM2s-2_22","diffM2s-2_22.5","diffM2s-2_23","diffM2s-2_23.5","diffM2s-2_24","diffM2s-2_24.5","diffM2s-2_25"
2009-06-04 10:00:00,6.3525e-05,0.00013794,0.00017241,0.00023417,0.00027818,0.00024151,0.00034226,0.00022407,8.9021e-05,6.4158e-05,1.025e-06,1.0484e-06,9.6156e-07,1.0575e-06,1.2204e-06,1.2247e-06,1.2899e-06,1.433e-06,1.6608e-06,2.0046e-06,2.7433e-06,3.5098e-06,4.9432e-06,6.9145e-06,9.4322e-06,1.2837e-05,1.7159e-05,2.2637e-05,2.9865e-05,4.0792e-05,4.3242e-05,9.6706e-05,4.1481e-05,0.00017857,6.5947e-05,0.00027291,0.0002904,0.00031543,0.00039954,0.00048531,0.00055701,0.00061571,0.00066704,0.00070801,0.00073456,0.00072323,0.00068791,0.00078534,0.0020018,0.0042866,0.0015574
2009-06-04 11:00:02,0.00028176,0.00031015,0.00017505,6.761e-05,2.0928e-05,3.4649e-05,3.4658e-05,6.0786e-05,0.00016892,5.3575e-05,4.0244e-06,8.7864e-07,9.2366e-07,1.0254e-06,1.1879e-06,1.1963e-06,1.2629e-06,1.4061e-06,1.6343e-06,1.98e-06,2.7191e-06,3.5171e-06,4.9743e-06,6.9514e-06,9.4061e-06,1.2699e-05,1.7031e-05,2.2855e-05,3.0921e-05,4.1866e-05,6.0233e-05,4.1003e-05,0.00014433,4.9561e-05,0.00025336,0.00012987,0.00023166,0.00036379,0.00043761,0.00049532,0.00055342,0.0006094,0.00066214,0.00070514,0.0007331,0.00072252,0.00068743,0.00078484,0.0020005,0.004284,0.0015564
2009-06-04 11:59:57,7.3466e-05,9.1785e-05,8.3465e-05,5.973e-05,1.0732e-05,4.1828e-06,1.0749e-05,3.0579e-05,1.7299e-06,2.888e-05,8.1054e-06,6.086e-07,8.3359e-07,9.4916e-07,1.0987e-06,1.1096e-06,1.1754e-06,1.3161e-06,1.5415e-06,1.8847e-06,2.5983e-06,3.423e-06,4.8844e-06,6.849e-06,9.2662e-06,1.2513e-05,1.6975e-05,2.3315e-05,3.2228e-05,4.4832e-05,4.8105e-05,0.00010649,4.0238e-05,0.00019159,6.4595e-05,0.00027215,0.000284,0.00030684,0.00039078,0.00047716,0.00054981,0.0006097,0.00066226,0.00070444,0.00073199,0.00072147,0.00068664,0.00078417,0.0019989,0.0042806,0.001555
2009-06-04 13:00:00,0.00023861,0.00027934,8.2423e-05,1.4915e-05,4.3976e-06,5.2503e-07,1.1952e-06,8.4545e-07,1.1939e-06,8.7576e-06,8.0112e-06,4.2507e-07,7.5915e-07,8.8555e-07,1.0261e-06,1.0394e-06,1.1039e-06,1.24e-06,1.4585e-06,1.7927e-06,2.4754e-06,3.3065e-06,4.7632e-06,6.6972e-06,9.0925e-06,1.2373e-05,1.7088e-05,2.3978e-05,3.3488e-05,4.562e-05,6.3486e-05,4.0053e-05,0.00014958,4.316e-05,0.00024876,0.00012378,0.00022364,0.00035151,0.00042248,0.00048048,0.00054092,0.00059989,0.00065529,0.0007004,0.0007299,0.00072041,0.00068602,0.00078361,0.0019978,0.0042782,0.0015543
2009-06-04 14:00:02,3.1519e-05,4.4064e-05,8.0937e-05,3.3547e-05,2.44e-06,6.232e-07,7.073e-07,4.87e-07,1.156e-06,4.3978e-06,4.7824e-06,3.3573e-07,6.7127e-07,8.0416e-07,9.3011e-07,9.4486e-07,1.0072e-06,1.1377e-06,1.3479e-06,1.6698e-06,2.3087e-06,3.1248e-06,4.5403e-06,6.4324e-06,8.8602e-06,1.2257e-05,1.7274e-05,2.4606e-05,3.4433e-05,4.6383e-05,4.6973e-05,0.00010645,3.2636e-05,0.00017948,5.55e-05,0.00025497,0.00026667,0.00029024,0.00037514,0.00046331,0.00053814,0.00060038,0.00065523,0.00069943,0.0007286,0.00071928,0.00068525,0.000783,0.0019962,0.0042746,0.0015529
2009-06-04 14:59:57,0.00020692,0.00023968,3.3838e-05,2.8179e-05,3.9929e-06,5.9239e-07,6.5512e-07,5.3339e-07,1.3276e-06,2.4905e-06,3.0423e-06,3.2276e-07,6.2744e-07,7.7696e-07,8.9142e-07,9.0801e-07,9.6103e-07,1.0858e-06,1.2886e-06,1.5977e-06,2.2065e-06,2.9918e-06,4.3534e-06,6.2031e-06,8.6897e-06,1.2245e-05,1.7546e-05,2.5055e-05,3.4469e-05,4.4655e-05,6.1285e-05,3.3158e-05,0.00013124,3.291e-05,0.00022254,0.00011136,0.0002091,0.00033339,0.00040406,0.00046472,0.00052886,0.00059122,0.00064914,0.000696,0.0007267,0.00071811,0.00068438,0.00078211,0.0019942,0.0042705,0.0015513
2009-06-04 16:00:00,1.4721e-05,1.9522e-05,0.00010824,1.9053e-05,5.6109e-06,5.8254e-07,5.9516e-07,6.196e-07,1.4455e-06,1.9207e-06,2.1305e-06,2.7545e-07,5.5518e-07,7.1877e-07,8.2642e-07,8.4379e-07,8.9785e-07,1.0176e-06,1.2152e-06,1.5152e-06,2.0928e-06,2.8455e-06,4.1406e-06,5.9656e-06,8.5499e-06,1.2257e-05,1.7705e-05,2.5064e-05,3.3961e-05,4.3154e-05,3.9786e-05,9.4281e-05,2.5179e-05,0.00014463,4.4938e-05,0.00023408,0.00024846,0.00027583,0.00036331,0.0004535,0.00052989,0.00059355,0.00064966,0.00069492,0.00072496,0.00071645,0.00068309,0.00078092,0.0019915,0.0042648,0.0015489
2009-06-04 17:00:02,0.00011092,0.0001243,4.815e-06,2.3575e-05,5.7633e-06,6.5792e-07,5.8746e-07,7.2662e-07,1.5506e-06,1.8018e-06,1.7115e-06,2.8783e-07,5.3644e-07,7.1056e-07,8.223e-07,8.4203e-07,8.9661e-07,1.0055e-06,1.2008e-06,1.4954e-06,2.0635e-06,2.7888e-06,4.0431e-06,5.8699e-06,8.5107e-06,1.2332e-05,1.7749e-05,2.4677e-05,3.2227e-05,3.8882e-05,5.4921e-05,2.6179e-05,0.000101,2.8737e-05,0.00019074,9.9764e-05,0.0001986,0.00032205,0.00039405,0.0004575,0.00052395,0.00058746,0.00064574,0.00069268,0.00072354,0.00071534,0.00068213,0.00077988,0.0019894,0.0042604,0.0015475
2009-06-04 17:59:57,4.6954e-05,5.2273e-05,2.775e-05,8.358e-06,5.2521e-06,6.4126e-07,5.2029e-07,7.7272e-07,1.5794e-06,1.7583e-06,1.4669e-06,2.4994e-07,4.7937e-07,6.6496e-07,7.7177e-07,7.9261e-07,8.4784e-07,9.6667e-07,1.1616e-06,1.4556e-06,2.0125e-06,2.7246e-06,3.9562e-06,5.8134e-06,8.4833e-06,1.2336e-05,1.7516e-05,2.3661e-05,3.0203e-05,3.7159e-05,3.2087e-05,7.7662e-05,2.5766e-05,0.00011876,4.3214e-05,0.00022932,0.00024186,0.00027331,0.00036367,0.0004544,0.00053015,0.00059303,0.0006485,0.00069329,0.0007231,0.0007146,0.00068145,0.00077915,0.0019875,0.0042561,0.001546
2009-06-04 19:00:00,0.00013738,0.0001625,4.3299e-05,1.0191e-05,3.7122e-06,7.0242e-07,5.2137e-07,8.4643e-07,1.6246e-06,1.7901e-06,1.3467e-06,2.6515e-07,4.7317e-07,6.6617e-07,7.797e-07,8.029e-07,8.5949e-07,9.7287e-07,1.1693e-06,1.465e-06,2.0281e-06,2.7392e-06,3.9881e-06,5.8683e-06,8.528e-06,1.2296e-05,1.7056e-05,2.2305e-05,2.7906e-05,3.2796e-05,4.8687e-05,2.6102e-05,8.9822e-05,3.5765e-05,0.0001827,9.8378e-05,0.00020449,0.000331,0.00040355,0.00046713,0.00053229,0.00059348,0.00064935,0.00069428,0.00072371,0.00071464,0.00068105,0.0007784,0.0019853,0.0042516,0.0015443
2009-06-04 20:00:02,0.00014066,0.00017051,8.154e-05,1.6455e-05,2.7308e-06,6.9339e-07,4.9821e-07,8.9625e-07,1.6499e-06,1.8135e-06,1.2605e-06,2.5658e-07,4.4922e-07,6.5222e-07,7.6925e-07,7.9459e-07,8.5303e-07,9.7967e-07,1.1798e-06,1.4814e-06,2.0583e-06,2.7853e-06,4.0682e-06,5.9468e-06,8.5814e-06,1.2153e-05,1.6338e-05,2.0893e-05,2.6229e-05,3.318e-05,3.0312e-05,7.2493e-05,3.4089e-05,0.00012842,5.3667e-05,0.00025037,0.00025281,0.0002862,0.00037957,0.00046984,0.0005432,0.00060309,0.00065558,0.00069763,0.00072515,0.00071492,0.0006807,0.00077764,0.0019833,0.0042471,0.0015427
2009-06-04 20:59:57,0.00036397,0.00045615,0.00011054,3.4105e-05,2.8425e-06,7.1464e-07,5.0316e-07,9.5995e-07,1.6863e-06,1.8492e-06,1.2084e-06,2.6546e-07,4.4443e-07,6.5498e-07,7.7955e-07,8.0744e-07,8.6812e-07,1.0027e-06,1.2083e-06,1.5184e-06,2.1196e-06,2.876e-06,4.1787e-06,6.0577e-06,8.6297e-06,1.1919e-05,1.5563e-05,1.9857e-05,2.5407e-05,3.1659e-05,4.8099e-05,3.313e-05,0.00010488,4.8446e-05,0.00021148,0.00010974,0.00022773,0.00035911,0.00042891,0.00048852,0.00054902,0.00060559,0.00065755,0.00069935,0.00072639,0.00071556,0.00068079,0.00077732,0.0019822,0.0042448,0.0015422
2009-06-04 22:00:00,0.0010264,0.0014618,0.00030893,5.1078e-05,3.973e-06,7.2294e-07,5.0131e-07,1.0168e-06,1.7192e-06,1.8769e-06,1.1684e-06,2.6915e-07,4.3569e-07,6.5445e-07,7.8595e-07,8.1649e-07,8.7976e-07,1.0271e-06,1.2392e-06,1.5604e-06,2.191e-06,2.9695e-06,4.2879e-06,6.1748e-06,8.6413e-06,1.162e-05,1.4985e-05,1.9455e-05,2.559e-05,3.5306e-05,3.6948e-05,8.4499e-05,4.5151e-05,0.0001624,6.7241e-05,0.00028254,0.00027044,0.00030236,0.00039774,0.00048724,0.00055797,0.00061458,0.00066394,0.00070331,0.00072867,0.00071676,0.00068131,0.00077749,0.0019819,0.0042439,0.0015421
2009-06-04 23:00:02,0.003362,0.0046909,0.0013342,0.00015795,5.774e-06,6.7207e-07,5.056e-07,1.0722e-06,1.7516e-06,1.9005e-06,1.1392e-06,2.7632e-07,4.3183e-07,6.5748e-07,7.9664e-07,8.2997e-07,9.043e-07,1.0531e-06,1.2722e-06,1.6056e-06,2.2671e-06,3.053e-06,4.4017e-06,6.285e-06,8.6197e-06,1.1366e-05,1.4821e-05,1.9671e-05,2.6916e-05,3.697e-05,5.6295e-05,4.374e-05,0.0001362,5.898e-05,0.00025159,0.00012209,0.00024687,0.00037791,0.00044177,0.00049668,0.00055432,0.0006095,0.00066086,0.00070229,0.00072883,0.00071728,0.00068168,0.00077768,0.0019816,0.0042434,0.001542
2009-06-04 23:59:57,0.0013567,0.002098,0.0057318,0.00049894,1.6001e-05,5.4876e-07,5.178e-07,1.1261e-06,1.7838e-06,1.9217e-06,1.1185e-06,2.8537e-07,4.3056e-07,6.6287e-07,8.1032e-07,8.4678e-07,9.3353e-07,1.082e-06,1.308e-06,1.6542e-06,2.3409e-06,3.1385e-06,4.5195e-06,6.3836e-06,8.5949e-06,1.129e-05,1.4998e-05,2.0517e-05,2.9169e-05,4.2624e-05,4.9298e-05,0.00010602,5.2121e-05,0.0001993,7.4447e-05,0.00030088,0.00027682,0.00030429,0.00039836,0.00048655,0.00055631,0.00061263,0.00066227,0.00070227,0.00072822,0.00071668,0.0006813,0.00077749,0.0019811,0.0042422,0.0015415
2009-06-05 01:00:00,0.00045152,0.00077962,0.0021164,0.0052295,5.6085e-05,8.8904e-07,5.4942e-07,1.1766e-06,1.8121e-06,1.9373e-06,1.1021e-06,2.9468e-07,4.2974e-07,6.6805e-07,8.2365e-07,8.6337e-07,9.6115e-07,1.1106e-06,1.3434e-06,1.7022e-06,2.4066e-06,3.2254e-06,4.6334e-06,6.4704e-06,8.6067e-06,1.1396e-05,1.55e-05,2.2098e-05,3.2497e-05,4.6831e-05,6.728e-05,5.0927e-05,0.00016622,5.9556e-05,0.00027298,0.00012497,0.00024799,0.00037301,0.00043099,0.00048382,0.00054255,0.00060034,0.0006544,0.00069809,0.00072624,0.00071578,0.00068078,0.00077704,0.00198,0.0042398,0.0015404
2009-06-05 02:00:02,0.0018129,0.0023111,0.0017457,0.0057384,0.00014397,5.04e-06,6.7464e-07,1.2345e-06,1.8404e-06,1.9519e-06,1.0912e-06,3.0632e-07,4.3177e-07,6.7555e-07,8.3978e-07,8.8289e-07,9.8905e-07,1.1414e-06,1.3807e-06,1.7515e-06,2.4728e-06,3.3158e-06,4.7458e-06,6.5606e-06,8.6889e-06,1.1685e-05,1.6469e-05,2.4384e-05,3.6203e-05,5.1787e-05,5.7447e-05,0.0001216,4.7969e-05,0.00021517,7.0057e-05,0.00029327,0.00026652,0.00029106,0.0003833,0.0004715,0.00054276,0.00060157,0.00065398,0.00069659,0.00072458,0.00071451,0.00067998,0.00077643,0.0019788,0.0042374,0.0015395
2009-06-05 02:59:57,0.0026872,0.0046507,0.0027109,0.0011571,0.00022883,2.4699e-05,1.5968e-06,1.3312e-06,1.8711e-06,1.9667e-06,1.0846e-06,3.1971e-07,4.3562e-07,6.8453e-07,8.5775e-07,9.1291e-07,1.0182e-06,1.1748e-06,1.421e-06,1.8031e-06,2.5429e-06,3.4097e-06,4.8596e-06,6.6709e-06,8.8671e-06,1.223e-05,1.7925e-05,2.7021e-05,3.9495e-05,5.4474e-05,7.2867e-05,4.7798e-05,0.00017252,4.7415e-05,0.00026084,0.00011607,0.00023311,0.00035197,0.00040811,0.00046312,0.00052628,0.0005888,0.00064668,0.00069315,0.00072313,0.00071386,0.00067953,0.00077595,0.0019776,0.0042348,0.0015386
2009-06-05 04:00:00,0.0004078,0.00069393,0.0020661,0.0011149,0.0010865,7.4514e-05,9.2766e-06,1.6652e-06,1.9097e-06,1.9787e-06,1.0793e-06,3.3316e-07,4.3933e-07,6.9279e-07,8.7481e-07,9.4493e-07,1.046e-06,1.2074e-06,1.4607e-06,1.8542e-06,2.6137e-06,3.5032e-06,4.9745e-06,6.813e-06,9.1713e-06,1.3074e-05,1.9699e-05,2.9512e-05,4.1952e-05,5.5081e-05,5.4814e-05,0.0001207,3.4223e-05,0.00019499,5.5651e-05,0.00026422,0.0002449,0.00027114,0.00036388,0.00045409,0.00052831,0.00059048,0.00064603,0.00069123,0.00072111,0.00071237,0.00067861,0.00077521,0.0019759,0.0042313,0.0015371
2009-06-05 05:00:02,0.00085312,0.0010647,0.0015249,0.0039624,0.0015458,0.00013207,6.6276e-05,5.2981e-06,2.0235e-06,1.9935e-06,1.0766e-06,3.4797e-07,4.446e-07,7.0203e-07,8.9874e-07,9.748e-07,1.0741e-06,1.2402e-06,1.5008e-06,1.9058e-06,2.6861e-06,3.5977e-06,5.0971e-06,7.0057e-06,9.6333e-06,1.4172e-05,2.147e-05,3.1302e-05,4.249e-05,5.2655e-05,6.9042e-05,3.5245e-05,0.00014328,3.0493e-05,0.00022095,0.00010024,0.00021174,0.00032688,0.00038493,0.00044444,0.00051241,0.00057876,0.00063927,0.0006876,0.00071899,0.00071093,0.00067754,0.00077421,0.0019738,0.0042268,0.0015353
2009-06-05 05:59:57,0.0041041,0.0060754,0.0038944,0.0074317,0.0016725,0.0003115,0.00012498,4.8969e-05,3.1235e-06,2.0371e-06,1.0782e-06,3.6513e-07,4.5237e-07,7.1359e-07,9.3003e-07,1.0048e-06,1.1053e-06,1.2763e-06,1.5445e-06,1.9614e-06,2.7635e-06,3.6978e-06,5.2395e-06,7.2717e-06,1.0259e-05,1.5366e-05,2.2873e-05,3.2066e-05,4.1558e-05,4.9522e-05,4.3116e-05,0.00010195,2.1476e-05,0.00014012,3.985e-05,0.00023038,0.00022266,0.00025451,0.00034949,0.00044141,0.00051727,0.0005812,0.00063842,0.0006851,0.00071632,0.00070884,0.00067617,0.00077311,0.0019716,0.0042223,0.0015337
2009-06-05 07:00:00,0.0025849,0.0040434,0.0056903,0.0021729,0.0019216,0.00047015,0.0002225,0.00014441,1.7907e-05,2.3138e-06,1.0859e-06,3.8348e-07,4.6128e-07,7.2605e-07,9.6103e-07,1.0351e-06,1.1387e-06,1.3147e-06,1.591e-06,2.0209e-06,2.8451e-06,3.8052e-06,5.4097e-06,7.6223e-06,1.0997e-05,1.6431e-05,2.365e-05,3.1545e-05,3.8522e-05,4.3498e-05,5.8952e-05,2.3211e-05,9.3023e-05,2.3782e-05,0.00017242,8.5558e-05,0.00019527,0.00030941,0.00037135,0.00043549,0.00050646,0.00057401,0.00063485,0.00068337,0.00071518,0.00070782,0.00067529,0.00077223,0.0019697,0.0042181,0.0015322
2009-06-05 08:00:02,0.00014846,0.00028854,0.00054272,0.0007117,0.0010857,0.00061223,0.00025023,9.3742e-05,8.1244e-05,5.1469e-06,1.1168e-06,4.0216e-07,4.7037e-07,7.3815e-07,9.8859e-07,1.064e-06,1.1717e-06,1.353e-06,1.6379e-06,2.0816e-06,2.9283e-06,3.9199e-06,5.612e-06,8.0469e-06,1.1739e-05,1.716e-05,2.3665e-05,2.9804e-05,3.5284e-05,4.0043e-05,3.1036e-05,7.4784e-05,2.255e-05,9.9457e-05,3.7668e-05,0.00021896,0.00021469,0.00025269,0.00035024,0.00044204,0.00051717,0.00058049,0.00063717,0.00068335,0.00071425,0.00070674,0.00067437,0.00077126,0.0019672,0.0042129,0.0015301
2009-06-05 08:59:57,0.0014748,0.0015678,0.0012652,0.0010692,0.00073729,0.00028548,0.00014721,0.00016125,4.3332e-05,1.8898e-05,1.2835e-06,4.1441e-07,4.7199e-07,7.4118e-07,1.001e-06,1.079e-06,1.1904e-06,1.3767e-06,1.6698e-06,2.1271e-06,2.997e-06,4.0274e-06,5.8274e-06,8.4886e-06,1.2337e-05,1.7427e-05,2.2805e-05,2.7487e-05,3.1525e-05,3.385e-05,4.9298e-05,2.3312e-05,7.7465e-05,3.5156e-05,0.00015945,8.5485e-05,0.00020325,0.0003207,0.0003851,0.00045033,0.00051934,0.00058314,0.00064019,0.00068559,0.00071526,0.00070666,0.00067366,0.00077017,0.0019646,0.0042074,0.0015281
2009-06-05 10:00:00,0.00068528,0.0012285,0.0015488,0.0015331,0.0015013,0.00091,0.0002354,1.6284e-05,4.0201e-05,2.316e-05,1.938e-06,4.227e-07,4.6746e-07,7.3579e-07,9.955e-07,1.0761e-06,1.1901e-06,1.3798e-06,1.6792e-06,2.1479e-06,3.0437e-06,4.1193e-06,6.0353e-06,8.8733e-06,1.2675e-05,1.7156e-05,2.1311e-05,2.5078e-05,2.8776e-05,3.3811e-05,2.8339e-05,6.675e-05,3.4811e-05,0.00011582,5.4672e-05,0.00024803,0.0002317,0.00027362,0.00037465,0.00046519,0.00053689,0.00059587,0.00064804,0.00068998,0.00071743,0.00070742,0.00067357,0.00076949,0.0019628,0.0042032,0.0015268
2009-06-05 11:00:02,0.0010982,0.0015734,0.0015508,0.0011776,0.00067633,0.00029689,0.00022661,0.00010286,4.6923e-06,9.4104e-06,2.609e-06,4.3427e-07,4.6188e-07,7.277e-07,9.8175e-07,1.0643e-06,1.1797e-06,1.3712e-06,1.6744e-06,2.1513e-06,3.0761e-06,4.2012e-06,6.2247e-06,9.1434e-06,1.2708e-05,1.6373e-05,1.97e-05,2.3135e-05,2.7206e-05,3.1616e-05,4.7522e-05,3.3409e-05,9.9372e-05,5.4123e-05,0.00020374,0.00010499,0.00024079,0.00036418,0.00042549,0.00048528,0.00054694,0.00060329,0.00065413,0.00069465,0.00072061,0.00070922,0.00067431,0.00076962,0.0019624,0.0042023,0.001527
2009-06-05 11:59:57,0.00098183,0.0014945,0.0016541,0.0016642,0.0018091,0.001498,0.00044818,6.3478e-05,1.1059e-05,3.3808e-06,2.3524e-06,4.4268e-07,4.516e-07,7.1336e-07,9.5961e-07,1.0433e-06,1.1595e-06,1.3516e-06,1.6565e-06,2.1394e-06,3.0922e-06,4.2678e-06,6.3689e-06,9.2532e-06,1.2406e-05,1.533e-05,1.8346e-05,2.2013e-05,2.7092e-05,3.591e-05,3.7566e-05,8.3928e-05,5.1168e-05,0.00016316,7.5143e-05,0.00029648,0.00025906,0.00030057,0.00040513,0.00049497,0.00056299,0.00061687,0.00066386,0.00070119,0.0007248,0.00071167,0.0006755,0.00077015,0.0019624,0.004202,0.001527
2009-06-05 13:00:00,0.0018314,0.0026666,0.0024899,0.0016781,0.00079694,0.0003469,0.00043704,0.00044811,2.7093e-05,9.1032e-07,1.7451e-06,4.532e-07,4.4806e-07,7.0558e-07,9.4508e-07,1.0299e-06,1.1469e-06,1.3394e-06,1.6453e-06,2.1336e-06,3.1126e-06,4.3342e-06,6.4708e-06,9.2148e-06,1.1845e-05,1.438e-05,1.7528e-05,2.1953e-05,2.8597e-05,3.8548e-05,5.8728e-05,4.8613e-05,0.00014229,7.0461e-05,0.0002612,0.00012344,0.00026854,0.0003905,0.00044433,0.00049802,0.00055587,0.00061043,0.00066048,0.00070038,0.00072537,0.00071263,0.00067622,0.00077066,0.001963,0.0042034,0.0015278
2009-06-05 14:00:02,0.00090564,0.0015773,0.0018579,0.0022533,0.0032844,0.0037647,0.0010102,0.00018555,0.00015203,4.5403e-06,1.2543e-06,4.667e-07,4.5193e-07,7.0632e-07,9.4681e-07,1.0335e-06,1.1523e-06,1.3466e-06,1.6555e-06,2.1518e-06,3.1529e-06,4.4121e-06,6.5403e-06,9.0541e-06,1.1245e-05,1.3778e-05,1.7424e-05,2.2818e-05,3.1456e-05,4.5822e-05,5.567e-05,0.00011355,6.2144e-05,0.00021236,8.5425e-05,0.0003228,0.00026809,0.00030285,0.00040401,0.0004911,0.00055747,0.0006111,0.000659,0.00069798,0.00072324,0.00071137,0.00067577,0.00077072,0.0019629,0.0042031,0.0015275
2009-06-05 14:59:57,0.0019826,0.0030529,0.0034743,0.0021642,0.00078637,0.00036482,0.0006397,0.0021021,0.00019938,5.0449e-05,1.1406e-06,4.876e-07,4.6631e-07,7.1933e-07,9.7032e-07,1.0603e-06,1.1827e-06,1.3816e-06,1.6973e-06,2.207e-06,3.2259e-06,4.5122e-06,6.5964e-06,8.8456e-06,1.0852e-05,1.3693e-05,1.792e-05,2.4759e-05,3.602e-05,5.2293e-05,7.3293e-05,5.9387e-05,0.00018269,7.2148e-05,0.00028896,0.00012599,0.00026619,0.00037906,0.0004251,0.00047565,0.0005349,0.00059345,0.00064799,0.00069199,0.00072024,0.00070993,0.00067506,0.00077033,0.0019623,0.004202,0.0015269
2009-06-05 16:00:00,0.00055046,0.0010547,0.0013721,0.0021085,0.0042581,0.0058549,0.0014133,0.00022879,0.00052066,0.00020419,1.0327e-05,5.2901e-07,4.8286e-07,7.3681e-07,1.0061e-06,1.1006e-06,1.2284e-06,1.4347e-06,1.7621e-06,2.2917e-06,3.324e-06,4.6266e-06,6.6465e-06,8.7048e-06,1.0816e-05,1.3993e-05,1.91e-05,2.7843e-05,4.0963e-05,5.7973e-05,6.6874e-05,0.00013282,5.6662e-05,0.00023201,7.8407e-05,0.00031045,0.00025333,0.00028277,0.00037962,0.0004662,0.00053501,0.00059292,0.00064563,0.00068907,0.00071779,0.00070833,0.00067416,0.00076976,0.0019613,0.0041997,0.0015259
2009-06-05 17:00:02,0.0024839,0.0031788,0.0041243,0.0025524,0.00069233,0.00030378,0.00071879,0.0045582,0.00042593,0.00014798,0.00010981,1.8955e-06,5.0983e-07,7.7646e-07,1.0739e-06,1.1749e-06,1.3101e-06,1.5269e-06,1.8711e-06,2.4109e-06,3.4739e-06,4.784e-06,6.7534e-06,8.792e-06,1.1087e-05,1.4704e-05,2.111e-05,3.1404e-05,4.5184e-05,6.2091e-05,7.9277e-05,5.5334e-05,0.00019048,5.4701e-05,0.00027081,0.00011218,0.00024209,0.00034811,0.00039289,0.00044676,0.00051247,0.000578,0.00063813,0.00068606,0.00071676,0.0007079,0.00067376,0.00076922,0.00196,0.0041972,0.0015249
2009-06-05 17:59:57,0.00013328,0.00030391,0.00044923,0.00097336,0.0027951,0.0041923,0.0010413,0.00010654,0.0004986,0.00065726,0.00012763,2.2672e-05,5.8145e-07,8.1452e-07,1.1581e-06,1.2675e-06,1.4122e-06,1.6432e-06,2.0004e-06,2.5438e-06,3.6589e-06,4.9772e-06,6.9387e-06,9.0701e-06,1.1587e-05,1.5962e-05,2.361e-05,3.4642e-05,4.8112e-05,6.1521e-05,6.2377e-05,0.00012939,3.7482e-05,0.00020831,5.7991e-05,0.0002699,0.00022536,0.00025589,0.00035283,0.00044264,0.00051614,0.00057912,0.00063628,0.00068314,0.00071415,0.00070617,0.00067278,0.00076844,0.0019583,0.0041935,0.0015234
2009-06-05 19:00:00,0.00069985,0.00079917,0.0012886,0.0010971,0.00030547,0.00010565,0.00032246,0.0019517,0.00027723,8.6466e-05,0.00018801,0.00011551,7.017e-06,7.9204e-07,1.1998e-06,1.3185e-06,1.4722e-06,1.7172e-06,2.0837e-06,2.6438e-06,3.8061e-06,5.1409e-06,7.1305e-06,9.3976e-06,1.2322e-05,1.758e-05,2.5943e-05,3.6737e-05,4.8217e-05,5.8477e-05,7.2977e-05,3.8442e-05,0.0001538,3.0052e-05,0.00021971,9.1159e-05,0.00021227,0.00031563,0.00036385,0.00042358,0.00049548,0.00056583,0.00062916,0.00067933,0.0007118,0.00070453,0.00067163,0.00076748,0.0019564,0.0041897,0.001522
2009-06-05 20:00:02,0.00022263,0.00037135,0.00038385,0.00053099,0.0010152,0.00092409,0.00041285,2.4533e-05,0.00028718,0.0006645,0.00012239,4.8113e-05,5.8425e-05,1.3695e-06,1.1859e-06,1.3197e-06,1.4788e-06,1.7323e-06,2.1137e-06,2.7024e-06,3.8949e-06,5.2508e-06,7.2923e-06,9.7654e-06,1.3244e-05,1.9166e-05,2.7531e-05,3.7246e-05,4.6202e-05,5.3157e-05,4.6437e-05,0.00010465,1.9092e-05,0.00013876,3.5586e-05,0.00022215,0.00019702,0.00023383,0.00033352,0.00042608,0.00050209,0.00056748,0.00062679,0.00067556,0.00070835,0.00070209,0.00067019,0.00076645,0.0019544,0.0041855,0.0015204
2009-06-05 20:59:57,0.00040079,0.00051482,0.00084038,0.00087717,0.00023504,2.48e-05,0.00012061,0.00021767,6.5992e-05,1.6664e-05,0.00014853,0.00013312,5.4069e-05,1.1826e-05,1.2071e-06,1.3296e-06,1.4913e-06,1.7483e-06,2.1466e-06,2.7632e-06,3.9821e-06,5.3613e-06,7.4904e-06,1.0246e-05,1.4236e-05,2.0373e-05,2.8117e-05,3.5799e-05,4.1767e-05,4.5721e-05,5.894e-05,2.1638e-05,8.5151e-05,1.8576e-05,0.00015436,7.1917e-05,0.00018818,0.00029124,0.00034527,0.00041121,0.00048718,0.00055927,0.00062324,0.00067386,0.00070704,0.00070078,0.00066903,0.00076531,0.0019519,0.0041802,0.0015183
