"time","diffM2s-1_1","diffM2s-1_2","diffM2s-1_3","diffM2s-1_4","diffM2s-1_5","diffM2s-1_6","diffM2s-1_7","diffM2s-1_8","diffM2s-1_9","diffM2s-1_10","diffM2s-1_11","diffM2s-1_12","diffM2s-1_13","diffM2s-1_14","diffM2s-1_15","diffM2s-1_16","diffM2s-1_17","diffM2s-1_18","diffM2s-1_19","diffM2s-1_20","diffM2s-1_21","diffM2s-1_22","diffM2s-1_23","diffM2s-1_24","diffM2s-1_25"
2009-06-04 10:00:00,3.71901732737086e-05,3.71901732737086e-05,3.65099855754568e-05,3.42914565389463e-05,2.62808709087985e-05,2.66348960518399e-05,2.71485966157025e-05,2.52511140768338e-05,2.14844060825161e-05,1.84125016279312e-05,1.7623317858643e-05,1.80846643080177e-05,1.90096437564457e-05,2.01086560603211e-05,2.13641625842859e-05,2.2845252900715e-05,2.4631370435457e-05,2.68186378700406e-05,2.95668754178872e-05,3.3193209728385e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 11:00:00,1.98552925142193e-05,3.71901732737086e-05,3.55387286554485e-05,3.24440731762118e-05,2.63380088840177e-05,2.63407031992377e-05,2.66606616229668e-05,2.48649900076017e-05,2.13558599318208e-05,1.84632847870984e-05,1.76660390547246e-05,1.80902666701616e-05,1.89964973921149e-05,2.00932634025848e-05,2.13515225425719e-05,2.28341351120683e-05,2.46193585746403e-05,2.68038233074228e-05,2.95478615818659e-05,3.31685866706752e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 12:00:00,1.44515259570993e-05,2.76162639240394e-05,3.2988365411147e-05,3.08460536078068e-05,2.62059935249935e-05,2.60018171471874e-05,2.61673279032563e-05,2.4478061904027e-05,2.12187207517437e-05,1.84993041356733e-05,1.77016770361096e-05,1.80928919227208e-05,1.89810777734362e-05,2.00752456637851e-05,2.13361345732848e-05,2.28204602685758e-05,2.4605070515118e-05,2.6786972432117e-05,2.95269676169398e-05,3.31421310562606e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 13:00:00,1.16481585998149e-05,2.23019528656541e-05,2.99356710349443e-05,2.93631293538875e-05,2.59295463517663e-05,2.56289136545014e-05,2.56792138453616e-05,2.40971289381888e-05,2.10760078663315e-05,1.8522614060653e-05,1.77311004951299e-05,1.80931459982838e-05,1.89640246698207e-05,2.00552441297196e-05,2.1318566960524e-05,2.28047145276211e-05,2.45889329081846e-05,2.67684750134428e-05,2.95045643963112e-05,3.31142142866281e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 14:00:00,9.93865335707622e-06,1.9199141291914e-05,2.71881391295669e-05,2.79921926413725e-05,2.55663668247127e-05,2.52463044872039e-05,2.52137094901509e-05,2.37334563617458e-05,2.09336402384531e-05,1.85368875627691e-05,1.77562959392827e-05,1.80924879439416e-05,1.89466749560572e-05,2.00345020278321e-05,2.12999232615117e-05,2.27878651779097e-05,2.45718101664282e-05,2.67491274094498e-05,2.94814123949876e-05,3.30856000091579e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 15:00:00,8.83079881541835e-06,1.71035568087485e-05,2.49331633406341e-05,2.67651238307536e-05,2.51727178166327e-05,2.48808493178319e-05,2.4788097452282e-05,2.33985115472545e-05,2.07984018114897e-05,1.85464850997931e-05,1.77797670075341e-05,1.80927500852941e-05,1.89306516286039e-05,2.00145064065234e-05,2.12815284576371e-05,2.27710825596869e-05,2.45547534298422e-05,2.67299003666873e-05,2.94584399220951e-05,3.30572215597294e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 16:00:00,8.0844296260154e-06,1.55917803726511e-05,2.31148337090844e-05,2.56832888204886e-05,2.47799592863504e-05,2.45448071278549e-05,2.44079239663677e-05,2.30964207224534e-05,2.06737373096922e-05,1.85541695806269e-05,1.78030222494747e-05,1.80949559691209e-05,1.89168647168854e-05,1.9996118804925e-05,2.12641630065296e-05,2.2755056652294e-05,2.4538380109027e-05,2.67113627700054e-05,2.94361909448442e-05,3.30296263663938e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 17:00:00,7.5797717117624e-06,1.44628155015348e-05,2.16491758106152e-05,2.47419970771753e-05,2.44096511784105e-05,2.42465135142888e-05,2.40759812259566e-05,2.28294509661858e-05,2.05622296561795e-05,1.85622880336459e-05,1.78273575084339e-05,1.80999538573005e-05,1.89060558197001e-05,1.998004745983e-05,2.12484755209016e-05,2.27403636197794e-05,2.45232060928463e-05,2.66939898736511e-05,2.94151201124177e-05,3.30032726161487e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 18:00:00,7.27209244994468e-06,1.36158026938693e-05,2.04760398400488e-05,2.39470249659145e-05,2.40873001559734e-05,2.39999725714939e-05,2.37997064163547e-05,2.26027824781256e-05,2.04681188060203e-05,1.85741449590578e-05,1.78547732753603e-05,1.81091400660539e-05,1.88994111908067e-05,1.99673792046421e-05,2.12354500925902e-05,2.27278828235739e-05,2.45100248977751e-05,2.66785159190584e-05,2.93959309765081e-05,3.29788698139672e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 19:00:00,7.14191297687654e-06,1.29913659945172e-05,1.95460052293076e-05,2.32969656913163e-05,2.38311622295189e-05,2.38159697696652e-05,2.35845017957388e-05,2.24202099923311e-05,2.03949222796869e-05,1.85926843373078e-05,1.78870879204224e-05,1.81237635243023e-05,1.88979740593846e-05,1.99590678757861e-05,2.12259546291202e-05,2.27183929507316e-05,2.4499540436218e-05,2.66655927150568e-05,2.93792486063939e-05,3.29570490094578e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 20:00:00,7.17324573642594e-06,1.25465346781534e-05,1.88132690527675e-05,2.27760365062657e-05,2.36446198834599e-05,2.36954830148138e-05,2.34288449875246e-05,2.22808686304312e-05,2.03434120313104e-05,1.86192516143876e-05,1.79250885287294e-05,1.81442693149561e-05,1.89020963993537e-05,1.99554581142665e-05,2.12203190993871e-05,2.27121933218052e-05,2.44920215353428e-05,2.66554676445461e-05,2.93653101473861e-05,3.29380506591717e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 21:00:00,7.37158195592309e-06,1.22483426130859e-05,1.82309386360639e-05,2.23503379752352e-05,2.35102723166179e-05,2.36241430039543e-05,2.33202701232327e-05,2.21765508262367e-05,2.03098583850868e-05,1.86524471453259e-05,1.79677328496372e-05,1.81696900495566e-05,1.89109377703215e-05,1.99558526073586e-05,2.12179521480421e-05,2.27087588286032e-05,2.44869864040892e-05,2.66476890270306e-05,2.93536811960842e-05,3.29214380764783e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 22:00:00,7.74367959442698e-06,1.20675540913384e-05,1.77534426026196e-05,2.19743479911862e-05,2.33933132328995e-05,2.35738455632147e-05,2.32367279957752e-05,2.20926512970206e-05,2.02864212888143e-05,1.86882366295436e-05,1.80122015660782e-05,1.81977032936723e-05,1.89225279889815e-05,1.99585714797549e-05,2.12173931648286e-05,2.27067850583492e-05,2.44832425588703e-05,2.66411424460676e-05,2.93432899106869e-05,3.29061310526139e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-04 23:00:00,8.30994533262184e-06,1.19839332360192e-05,1.73534035911341e-05,2.1620818354323e-05,2.32693157653746e-05,2.35238351140186e-05,2.31620662922024e-05,2.20183963517432e-05,2.02671511736636e-05,1.87234822259529e-05,1.80562846691358e-05,1.82264897992189e-05,1.89353310450133e-05,1.9962312162615e-05,2.12175132370461e-05,2.27052638996234e-05,2.44798668321148e-05,2.66349635070397e-05,2.93333036210007e-05,3.28912896545916e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
2009-06-05 00:00:00,3.71901732737086e-05,8.99818341726152e-06,1.70185502494206e-05,2.12824765128258e-05,2.31301203852112e-05,2.34655663205734e-05,2.3089282005083e-05,2.19490033954835e-05,2.0249443230224e-05,1.87569107416498e-05,1.80990448841994e-05,1.82552360057987e-05,1.894865892779e-05,1.99665068643242e-05,2.12178313829836e-05,2.2703767838241e-05,2.44764652906816e-05,2.66287805934904e-05,2.93233625849941e-05,3.28765502260057e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05,3.71901732737086e-05
