"doy","mean_biomass","pond"
"157",20.1830370507405,"F"
"171",81.8128229046053,"F"
"186",94.0455217302114,"F"
"199",124.141210366726,"F"
"213",168.800119028313,"F"
"228",119.162672216191,"F"

