date_time,doy,wind_speed,gust_speed,par,wind_z
5/26/2020 22:00,147,0,0.5,1.2,4
5/26/2020 22:30,147,0,1.01,1.2,4
5/26/2020 23:00,147,0,2.01,1.2,4
5/26/2020 23:30,147,0.5,3.52,1.2,4
5/27/2020 0:00,148,0.5,4.03,1.2,4
5/27/2020 0:30,148,0.5,4.03,1.2,4
5/27/2020 1:00,148,0.5,4.53,1.2,4
5/27/2020 1:30,148,0,4.03,1.2,4
5/27/2020 2:00,148,0.5,4.03,1.2,4
5/27/2020 2:30,148,0.5,3.52,1.2,4
5/27/2020 3:00,148,1.01,4.03,1.2,4
5/27/2020 3:30,148,0.5,3.52,1.2,4
5/27/2020 4:00,148,0,2.01,1.2,4
5/27/2020 4:30,148,0,2.01,1.2,4
5/27/2020 5:00,148,0,2.01,1.2,4
5/27/2020 5:30,148,0,2.01,1.2,4
5/27/2020 6:00,148,0,0.5,6.2,4
5/27/2020 6:30,148,0,1.51,31.2,4
5/27/2020 7:00,148,0,3.02,96.2,4
5/27/2020 7:30,148,0.5,3.02,78.7,4
5/27/2020 8:00,148,0,3.02,131.2,4
5/27/2020 8:30,148,0,2.01,188.7,4
5/27/2020 9:00,148,0,2.01,296.2,4
5/27/2020 9:30,148,0.5,3.02,1171.2,4
5/27/2020 10:00,148,0.5,3.52,511.2,4
5/27/2020 10:30,148,0,2.01,343.7,4
5/27/2020 11:00,148,0,2.01,446.2,4
5/27/2020 11:30,148,0,1.51,726.2,4
5/27/2020 12:00,148,0,1.51,298.7,4
5/27/2020 12:30,148,0,1.51,453.7,4
5/27/2020 13:00,148,0,2.52,1276.2,4
5/27/2020 13:30,148,0.5,2.52,946.2,4
5/27/2020 14:00,148,0.5,2.52,1211.2,4
5/27/2020 14:30,148,0.5,2.52,1306.2,4
5/27/2020 15:00,148,0.5,3.02,2091.2,4
5/27/2020 15:30,148,0.5,2.52,311.2,4
5/27/2020 16:00,148,0,2.52,1936.2,4
5/27/2020 16:30,148,0.5,2.52,1306.2,4
5/27/2020 17:00,148,0,2.52,866.2,4
5/27/2020 17:30,148,0,2.01,683.7,4
5/27/2020 18:00,148,0,1.51,508.7,4
5/27/2020 18:30,148,0,0.5,251.2,4
5/27/2020 19:00,148,0,0.5,248.7,4
5/27/2020 19:30,148,0,1.01,148.7,4
5/27/2020 20:00,148,0,0,53.7,4
5/27/2020 20:30,148,0,0,13.7,4
5/27/2020 21:00,148,0,0,1.2,4
5/27/2020 21:30,148,0,0,1.2,4
5/27/2020 22:00,148,0,0.5,1.2,4
5/27/2020 22:30,148,0,2.52,1.2,4
5/27/2020 23:00,148,0,2.52,1.2,4
5/27/2020 23:30,148,0,1.51,1.2,4
5/28/2020 0:00,149,0,0.5,1.2,4
5/28/2020 0:30,149,0,1.01,1.2,4
5/28/2020 1:00,149,0,1.01,1.2,4
5/28/2020 1:30,149,0,1.01,1.2,4
5/28/2020 2:00,149,0,1.01,1.2,4
5/28/2020 2:30,149,0,0.5,1.2,4
5/28/2020 3:00,149,0,1.01,1.2,4
5/28/2020 3:30,149,0,2.01,1.2,4
5/28/2020 4:00,149,0,1.01,1.2,4
5/28/2020 4:30,149,0,1.01,1.2,4
5/28/2020 5:00,149,0,1.01,1.2,4
5/28/2020 5:30,149,0,1.51,1.2,4
5/28/2020 6:00,149,0,1.01,6.2,4
5/28/2020 6:30,149,0,1.01,16.2,4
5/28/2020 7:00,149,1.01,5.03,13.7,4
5/28/2020 7:30,149,1.01,4.53,23.7,4
5/28/2020 8:00,149,0.5,3.52,28.7,4
5/28/2020 8:30,149,1.51,5.54,68.7,4
5/28/2020 9:00,149,1.01,4.53,101.2,4
5/28/2020 9:30,149,2.01,6.54,198.7,4
5/28/2020 10:00,149,2.52,7.55,188.7,4
5/28/2020 10:30,149,2.01,6.54,423.7,4
5/28/2020 11:00,149,1.01,5.54,508.7,4
5/28/2020 11:30,149,2.52,7.05,733.7,4
5/28/2020 12:00,149,3.52,8.05,821.2,4
5/28/2020 12:30,149,3.52,8.56,753.7,4
5/28/2020 13:00,149,3.02,7.55,1253.7,4
5/28/2020 13:30,149,3.02,8.05,1561.2,4
5/28/2020 14:00,149,2.52,6.54,1738.7,4
5/28/2020 14:30,149,2.52,6.54,1303.7,4
5/28/2020 15:00,149,3.52,9.56,2046.2,4
5/28/2020 15:30,149,3.02,6.54,1598.7,4
5/28/2020 16:00,149,2.52,7.05,1171.2,4
5/28/2020 16:30,149,2.01,6.54,1241.2,4
5/28/2020 17:00,149,2.01,6.54,588.7,4
5/28/2020 17:30,149,2.01,5.54,1198.7,4
5/28/2020 18:00,149,1.51,4.53,673.7,4
5/28/2020 18:30,149,0.5,3.02,698.7,4
5/28/2020 19:00,149,0,2.01,426.2,4
5/28/2020 19:30,149,0,0,243.7,4
5/28/2020 20:00,149,0,0,96.2,4
5/28/2020 20:30,149,0,1.51,26.2,4
5/28/2020 21:00,149,0,0,1.2,4
5/28/2020 21:30,149,0,1.01,1.2,4
5/28/2020 22:00,149,0,0.5,1.2,4
5/28/2020 22:30,149,0,1.51,1.2,4
5/28/2020 23:00,149,0,2.52,1.2,4
5/28/2020 23:30,149,0,1.51,1.2,4
5/29/2020 0:00,150,0,1.01,1.2,4
5/29/2020 0:30,150,0,2.52,1.2,4
5/29/2020 1:00,150,0,2.01,1.2,4
5/29/2020 1:30,150,0,1.51,1.2,4
5/29/2020 2:00,150,0,1.01,1.2,4
5/29/2020 2:30,150,0,2.01,1.2,4
5/29/2020 3:00,150,0.5,2.52,1.2,4
5/29/2020 3:30,150,0.5,2.52,1.2,4
5/29/2020 4:00,150,0.5,2.52,1.2,4
5/29/2020 4:30,150,0,2.52,1.2,4
5/29/2020 5:00,150,0,2.52,1.2,4
5/29/2020 5:30,150,0,2.52,1.2,4
5/29/2020 6:00,150,0.5,3.02,33.7,4
5/29/2020 6:30,150,0,2.01,138.7,4
5/29/2020 7:00,150,0.5,2.52,303.7,4
5/29/2020 7:30,150,1.01,3.02,481.2,4
5/29/2020 8:00,150,1.51,5.03,676.2,4
5/29/2020 8:30,150,1.01,5.03,866.2,4
5/29/2020 9:00,150,1.51,6.04,1051.2,4
5/29/2020 9:30,150,2.01,5.54,1226.2,4
5/29/2020 10:00,150,1.51,5.03,1463.7,4
5/29/2020 10:30,150,2.01,5.54,746.2,4
5/29/2020 11:00,150,2.01,5.54,2016.2,4
5/29/2020 11:30,150,2.52,7.55,2088.7,4
5/29/2020 12:00,150,2.52,8.05,2153.7,4
5/29/2020 12:30,150,2.52,7.05,2121.2,4
5/29/2020 13:00,150,2.52,7.05,691.2,4
5/29/2020 13:30,150,2.52,6.54,578.7,4
5/29/2020 14:00,150,2.52,6.04,1488.7,4
5/29/2020 14:30,150,2.52,9.06,1803.7,4
5/29/2020 15:00,150,2.01,6.04,1731.2,4
5/29/2020 15:30,150,1.51,5.03,1633.7,4
5/29/2020 16:00,150,2.01,4.53,1503.7,4
5/29/2020 16:30,150,1.01,5.03,1373.7,4
5/29/2020 17:00,150,1.51,5.54,1216.2,4
5/29/2020 17:30,150,1.51,6.04,1043.7,4
5/29/2020 18:00,150,1.01,6.04,861.2,4
5/29/2020 18:30,150,1.01,5.03,671.2,4
5/29/2020 19:00,150,1.01,4.53,476.2,4
5/29/2020 19:30,150,0.5,4.03,296.2,4
5/29/2020 20:00,150,0,3.52,68.7,4
5/29/2020 20:30,150,0,1.51,18.7,4
5/29/2020 21:00,150,0,0,1.2,4
5/29/2020 21:30,150,0,0,1.2,4
5/29/2020 22:00,150,0,0,1.2,4
5/29/2020 22:30,150,0,0,1.2,4
5/29/2020 23:00,150,0,0,1.2,4
5/29/2020 23:30,150,0,0,1.2,4
5/30/2020 0:00,151,0,0.5,1.2,4
5/30/2020 0:30,151,0,0,1.2,4
5/30/2020 1:00,151,0,0,1.2,4
5/30/2020 1:30,151,0,0,1.2,4
5/30/2020 2:00,151,0,0,1.2,4
5/30/2020 2:30,151,0,0,1.2,4
5/30/2020 3:00,151,0,0,1.2,4
5/30/2020 3:30,151,0,0,1.2,4
5/30/2020 4:00,151,0,0,1.2,4
5/30/2020 4:30,151,0,0,1.2,4
5/30/2020 5:00,151,0,0,1.2,4
5/30/2020 5:30,151,0,0,1.2,4
5/30/2020 6:00,151,0,0,31.2,4
5/30/2020 6:30,151,0,0,173.7,4
5/30/2020 7:00,151,0,0,421.2,4
5/30/2020 7:30,151,0,1.51,413.7,4
5/30/2020 8:00,151,0,2.01,401.2,4
5/30/2020 8:30,151,0,1.51,898.7,4
5/30/2020 9:00,151,0.5,2.52,1058.7,4
5/30/2020 9:30,151,0.5,3.02,1246.2,4
5/30/2020 10:00,151,1.01,3.52,1118.7,4
5/30/2020 10:30,151,1.01,5.03,1526.2,4
5/30/2020 11:00,151,1.01,5.03,1653.7,4
5/30/2020 11:30,151,1.01,4.03,1763.7,4
5/30/2020 12:00,151,1.51,4.53,1836.2,4
5/30/2020 12:30,151,1.51,4.53,1888.7,4
5/30/2020 13:00,151,1.51,5.03,1983.7,4
5/30/2020 13:30,151,1.51,6.04,1896.2,4
5/30/2020 14:00,151,1.51,5.54,231.2,4
5/30/2020 14:30,151,1.01,4.53,1683.7,4
5/30/2020 15:00,151,1.51,4.53,81.2,4
5/30/2020 15:30,151,1.01,4.53,1206.2,4
5/30/2020 16:00,151,1.01,4.03,1233.7,4
5/30/2020 16:30,151,0.5,3.02,1458.7,4
5/30/2020 17:00,151,1.01,4.53,1198.7,4
5/30/2020 17:30,151,1.51,4.53,1033.7,4
5/30/2020 18:00,151,0.5,4.03,848.7,4
5/30/2020 18:30,151,0.5,2.52,683.7,4
5/30/2020 19:00,151,0.5,2.52,211.2,4
5/30/2020 19:30,151,0,2.01,298.7,4
5/30/2020 20:00,151,0,0,66.2,4
5/30/2020 20:30,151,0,0.5,21.2,4
5/30/2020 21:00,151,0,0,1.2,4
5/30/2020 21:30,151,0,0,1.2,4
5/30/2020 22:00,151,0,0,1.2,4
5/30/2020 22:30,151,0,0,1.2,4
5/30/2020 23:00,151,0,0,1.2,4
5/30/2020 23:30,151,0,2.01,1.2,4
5/31/2020 0:00,152,0,1.51,1.2,4
5/31/2020 0:30,152,0,0.5,1.2,4
5/31/2020 1:00,152,0,0,1.2,4
5/31/2020 1:30,152,0,0,1.2,4
5/31/2020 2:00,152,0,0.5,1.2,4
5/31/2020 2:30,152,0,0,1.2,4
5/31/2020 3:00,152,0,0,1.2,4
5/31/2020 3:30,152,0,0,1.2,4
5/31/2020 4:00,152,0,1.51,1.2,4
5/31/2020 4:30,152,0,1.51,1.2,4
5/31/2020 5:00,152,0,2.01,1.2,4
5/31/2020 5:30,152,0,1.51,1.2,4
5/31/2020 6:00,152,0,2.01,28.7,4
5/31/2020 6:30,152,0.5,2.52,48.7,4
5/31/2020 7:00,152,0.5,3.52,48.7,4
5/31/2020 7:30,152,0.5,3.02,123.7,4
5/31/2020 8:00,152,0.5,3.02,253.7,4
5/31/2020 8:30,152,1.01,4.03,353.7,4
5/31/2020 9:00,152,0.5,4.03,583.7,4
5/31/2020 9:30,152,0.5,4.03,771.2,4
5/31/2020 10:00,152,1.01,6.04,411.2,4
5/31/2020 10:30,152,0.5,3.52,1808.7,4
5/31/2020 11:00,152,1.01,4.03,1023.7,4
5/31/2020 11:30,152,1.01,5.03,1058.7,4
5/31/2020 12:00,152,1.01,4.53,458.7,4
5/31/2020 12:30,152,1.01,4.53,796.2,4
5/31/2020 13:00,152,1.01,4.53,1296.2,4
5/31/2020 13:30,152,1.01,4.03,1128.7,4
5/31/2020 14:00,152,1.51,5.54,1266.2,4
5/31/2020 14:30,152,1.01,5.54,1166.2,4
5/31/2020 15:00,152,1.01,4.03,901.2,4
5/31/2020 15:30,152,1.51,4.03,991.2,4
5/31/2020 16:00,152,1.01,4.03,898.7,4
5/31/2020 16:30,152,1.01,4.53,826.2,4
5/31/2020 17:00,152,1.51,6.04,621.2,4
5/31/2020 17:30,152,1.51,5.03,976.2,4
5/31/2020 18:00,152,1.01,5.03,628.7,4
5/31/2020 18:30,152,1.01,5.03,601.2,4
5/31/2020 19:00,152,1.51,4.53,381.2,4
5/31/2020 19:30,152,1.51,7.05,331.2,4
5/31/2020 20:00,152,1.01,6.54,88.7,4
5/31/2020 20:30,152,1.01,4.53,23.7,4
5/31/2020 21:00,152,0.5,4.53,1.2,4
5/31/2020 21:30,152,0.5,4.03,1.2,4
5/31/2020 22:00,152,0.5,3.52,1.2,4
5/31/2020 22:30,152,0,2.52,1.2,4
5/31/2020 23:00,152,0,2.01,1.2,4
5/31/2020 23:30,152,0,2.52,1.2,4
6/1/2020 0:00,153,0.5,2.52,1.2,4
6/1/2020 0:30,153,0.5,3.52,1.2,4
6/1/2020 1:00,153,0.5,4.03,1.2,4
6/1/2020 1:30,153,0.5,3.52,1.2,4
6/1/2020 2:00,153,0,2.52,1.2,4
6/1/2020 2:30,153,0,3.52,1.2,4
6/1/2020 3:00,153,0,3.52,1.2,4
6/1/2020 3:30,153,0.5,3.02,1.2,4
6/1/2020 4:00,153,0.5,3.52,1.2,4
6/1/2020 4:30,153,0.5,4.03,1.2,4
6/1/2020 5:00,153,1.01,4.03,1.2,4
6/1/2020 5:30,153,1.01,4.53,1.2,4
6/1/2020 6:00,153,1.01,4.03,18.7,4
6/1/2020 6:30,153,1.01,4.53,33.7,4
6/1/2020 7:00,153,1.01,5.54,91.2,4
6/1/2020 7:30,153,1.01,5.03,63.7,4
6/1/2020 8:00,153,0.5,4.03,121.2,4
6/1/2020 8:30,153,0.5,3.52,183.7,4
6/1/2020 9:00,153,0.5,3.52,608.7,4
6/1/2020 9:30,153,0.5,3.52,721.2,4
6/1/2020 10:00,153,1.51,5.54,1061.2,4
6/1/2020 10:30,153,1.51,5.54,1566.2,4
6/1/2020 11:00,153,2.01,8.05,1613.7,4
6/1/2020 11:30,153,3.02,9.06,1723.7,4
6/1/2020 12:00,153,4.03,9.56,1703.7,4
6/1/2020 12:30,153,3.02,9.56,1826.2,4
6/1/2020 13:00,153,3.02,9.56,1866.2,4
6/1/2020 13:30,153,3.02,8.05,1828.7,4
6/1/2020 14:00,153,3.52,8.05,1751.2,4
6/1/2020 14:30,153,3.02,9.06,1768.7,4
6/1/2020 15:00,153,3.02,10.07,1728.7,4
6/1/2020 15:30,153,3.52,13.09,1663.7,4
6/1/2020 16:00,153,3.02,10.07,1428.7,4
6/1/2020 16:30,153,3.02,8.56,1418.7,4
6/1/2020 17:00,153,3.02,9.06,1158.7,4
6/1/2020 17:30,153,3.02,7.05,876.2,4
6/1/2020 18:00,153,2.01,8.56,801.2,4
6/1/2020 18:30,153,2.01,6.04,621.2,4
6/1/2020 19:00,153,2.01,6.54,473.7,4
6/1/2020 19:30,153,1.51,6.04,256.2,4
6/1/2020 20:00,153,1.01,5.03,93.7,4
6/1/2020 20:30,153,1.51,7.05,28.7,4
6/1/2020 21:00,153,0.5,4.03,1.2,4
6/1/2020 21:30,153,0.5,4.53,1.2,4
6/1/2020 22:00,153,1.01,5.54,1.2,4
6/1/2020 22:30,153,1.01,6.54,1.2,4
6/1/2020 23:00,153,2.01,7.55,1.2,4
6/1/2020 23:30,153,2.01,7.05,1.2,4
6/2/2020 0:00,154,2.01,6.54,1.2,4
6/2/2020 0:30,154,1.51,6.04,1.2,4
6/2/2020 1:00,154,1.51,6.54,1.2,4
6/2/2020 1:30,154,1.51,6.04,1.2,4
6/2/2020 2:00,154,1.51,5.54,1.2,4
6/2/2020 2:30,154,1.51,5.54,1.2,4
6/2/2020 3:00,154,1.51,5.03,1.2,4
6/2/2020 3:30,154,1.51,4.53,1.2,4
6/2/2020 4:00,154,0.5,4.03,1.2,4
6/2/2020 4:30,154,1.01,4.03,1.2,4
6/2/2020 5:00,154,1.01,3.52,1.2,4
6/2/2020 5:30,154,1.01,5.54,3.7,4
6/2/2020 6:00,154,0.5,3.52,48.7,4
6/2/2020 6:30,154,0.5,3.02,168.7,4
6/2/2020 7:00,154,0.5,3.52,326.2,4
6/2/2020 7:30,154,1.01,3.52,491.2,4
6/2/2020 8:00,154,1.01,4.53,666.2,4
6/2/2020 8:30,154,1.51,5.54,858.7,4
6/2/2020 9:00,154,1.51,4.53,1038.7,4
6/2/2020 9:30,154,1.51,6.04,1213.7,4
6/2/2020 10:00,154,2.01,6.04,1373.7,4
6/2/2020 10:30,154,2.01,6.54,1518.7,4
6/2/2020 11:00,154,1.51,6.54,1631.2,4
6/2/2020 11:30,154,1.51,4.53,1718.7,4
6/2/2020 12:00,154,1.51,6.54,1791.2,4
6/2/2020 12:30,154,2.01,6.04,1838.7,4
6/2/2020 13:00,154,2.01,6.04,1861.2,4
6/2/2020 13:30,154,1.51,6.54,1858.7,4
6/2/2020 14:00,154,2.01,5.54,1833.7,4
6/2/2020 14:30,154,2.01,6.04,1771.2,4
6/2/2020 15:00,154,2.01,7.55,1706.2,4
6/2/2020 15:30,154,2.52,10.07,1613.7,4
6/2/2020 16:00,154,2.52,8.56,1491.2,4
6/2/2020 16:30,154,2.52,8.56,1361.2,4
6/2/2020 17:00,154,2.52,6.04,1201.2,4
6/2/2020 17:30,154,2.52,8.05,1028.7,4
6/2/2020 18:00,154,2.52,7.55,841.2,4
6/2/2020 18:30,154,2.01,6.54,661.2,4
6/2/2020 19:00,154,1.51,7.55,468.7,4
6/2/2020 19:30,154,1.51,6.54,283.7,4
6/2/2020 20:00,154,1.01,5.03,81.2,4
6/2/2020 20:30,154,1.01,4.53,21.2,4
6/2/2020 21:00,154,0,3.52,1.2,4
6/2/2020 21:30,154,0,2.52,1.2,4
6/2/2020 22:00,154,0.5,3.52,1.2,4
6/2/2020 22:30,154,0.5,2.52,1.2,4
6/2/2020 23:00,154,0.5,3.52,1.2,4
6/2/2020 23:30,154,1.01,4.03,1.2,4
6/3/2020 0:00,155,0,3.52,1.2,4
6/3/2020 0:30,155,0.5,2.52,1.2,4
6/3/2020 1:00,155,0,1.51,1.2,4
6/3/2020 1:30,155,0,0.5,1.2,4
6/3/2020 2:00,155,0,0.5,1.2,4
6/3/2020 2:30,155,0,0.5,1.2,4
6/3/2020 3:00,155,0,1.01,1.2,4
6/3/2020 3:30,155,0,1.01,1.2,4
6/3/2020 4:00,155,0,0.5,1.2,4
6/3/2020 4:30,155,0,1.01,1.2,4
6/3/2020 5:00,155,0,1.51,1.2,4
6/3/2020 5:30,155,0.5,2.01,3.7,4
6/3/2020 6:00,155,0,1.51,16.2,4
6/3/2020 6:30,155,0.5,3.02,63.7,4
6/3/2020 7:00,155,0.5,3.02,121.2,4
6/3/2020 7:30,155,1.01,3.02,283.7,4
6/3/2020 8:00,155,1.01,3.52,423.7,4
6/3/2020 8:30,155,2.01,4.53,646.2,4
6/3/2020 9:00,155,2.01,5.03,858.7,4
6/3/2020 9:30,155,2.01,5.54,1191.2,4
6/3/2020 10:00,155,2.52,8.05,1491.2,4
6/3/2020 10:30,155,2.01,7.05,1531.2,4
6/3/2020 11:00,155,2.52,6.04,1638.7,4
6/3/2020 11:30,155,2.52,6.04,1738.7,4
6/3/2020 12:00,155,2.01,6.04,1808.7,4
6/3/2020 12:30,155,2.01,5.54,1856.2,4
6/3/2020 13:00,155,1.51,5.03,1896.2,4
6/3/2020 13:30,155,1.01,4.03,1878.7,4
6/3/2020 14:00,155,1.01,3.52,1848.7,4
6/3/2020 14:30,155,0.5,3.02,1803.7,4
6/3/2020 15:00,155,0,2.52,1733.7,4
6/3/2020 15:30,155,0,2.01,1638.7,4
6/3/2020 16:00,155,0,2.52,1498.7,4
6/3/2020 16:30,155,0.5,3.02,1353.7,4
6/3/2020 17:00,155,0,2.52,1218.7,4
6/3/2020 17:30,155,0,2.52,1043.7,4
6/3/2020 18:00,155,0,2.52,851.2,4
6/3/2020 18:30,155,0,3.02,661.2,4
6/3/2020 19:00,155,0,2.01,426.2,4
6/3/2020 19:30,155,0.5,4.03,288.7,4
6/3/2020 20:00,155,0,3.52,61.2,4
