"datetime","diffM2s-2_0","diffM2s-2_1","diffM2s-2_2","diffM2s-2_3","diffM2s-2_4","diffM2s-2_5","diffM2s-2_6","diffM2s-2_7","diffM2s-2_8","diffM2s-2_9","diffM2s-2_10","diffM2s-2_11","diffM2s-2_12","diffM2s-2_13","diffM2s-2_14","diffM2s-2_15","diffM2s-2_16","diffM2s-2_17","diffM2s-2_18","diffM2s-2_19","diffM2s-2_20","diffM2s-2_21","diffM2s-2_22","diffM2s-2_23","diffM2s-2_24","diffM2s-2_25"
2009-06-08 08:00:00,1.09999997999211e-09,0.0011250760871917,0.00165810529142618,0.00108907005051151,0.00027600127941696,4.82133912100835e-05,7.10771769263374e-06,5.9875544593524e-06,6.75833894092648e-06,7.5545901836449e-06,8.42584950078162e-06,9.46870704865432e-06,1.06474403764878e-05,1.22083156384178e-05,1.40013112286397e-05,1.6610818420304e-05,1.98865145648597e-05,2.42935320784454e-05,3.04548211715883e-05,3.802876744885e-05,4.79186019219924e-05,6.24091044301167e-05,8.80444495123811e-05,0.000160721327119973,0.000276597784250043,0.000309504684992135
2009-06-08 09:00:00,1.09999997999211e-09,0.000719393719919026,0.000960491306614131,0.000622588151600212,0.000159713381435722,3.55253987436299e-05,6.86908379066153e-06,6.00356588620343e-06,6.7533740093495e-06,7.55194264456804e-06,8.42544386614463e-06,9.46808404478361e-06,1.0646073405951e-05,1.22061405818386e-05,1.39983535518695e-05,1.66068584803725e-05,1.98813904717099e-05,2.42869027715642e-05,3.04461173072923e-05,3.80176552425837e-05,4.79044138046447e-05,6.23895266471663e-05,8.80105762917083e-05,0.000160625691933092,0.00027634811704047,0.000309450668282807
2009-06-08 10:00:00,1.09999997999211e-09,0.00014167875633575,0.000119175481813727,7.65129188948777e-05,3.58303768734913e-05,1.15930592983204e-05,6.61320655126474e-06,6.01829947299848e-06,6.74793500365922e-06,7.54849452277995e-06,8.42428471514722e-06,9.46677437241306e-06,1.06440543277131e-05,1.22033061416005e-05,1.39947151183151e-05,1.66021291079232e-05,1.98753541553742e-05,2.42791138589382e-05,3.04358172797947e-05,3.80043074983405e-05,4.78869515063707e-05,6.23646919848397e-05,8.79671861184761e-05,0.000160508730914444,0.000276057297014631,0.000309381284750998
2009-06-08 11:00:00,1.09999997999211e-09,5.67410006624414e-05,6.61483900330495e-05,7.20450698281638e-05,4.41003394371364e-05,1.43102795391314e-05,6.53411507300916e-06,6.03563603363e-06,6.74540319778316e-06,7.54745019548864e-06,8.42536610434763e-06,9.46763975662179e-06,1.06441357274889e-05,1.22026021927013e-05,1.39932649290131e-05,1.65998744705576e-05,1.98722455024836e-05,2.42750420511584e-05,3.04306568068569e-05,3.79981138394214e-05,4.78797865071101e-05,6.23562682449119e-05,8.79565086506773e-05,0.000160498486366123,0.000276067818049341,0.000309378141537309
2009-06-08 12:00:00,1.09999997999211e-09,7.99424628894485e-06,1.48443759826478e-05,2.35041070482112e-05,1.94722024389193e-05,1.06677239273267e-05,6.66367213852936e-06,6.04761680733645e-06,6.73833051223482e-06,7.54180518924841e-06,8.42212284624111e-06,9.46440286497818e-06,1.06402803794481e-05,1.21979105642822e-05,1.39877097353747e-05,1.65929823197075e-05,1.98636416826048e-05,2.42639971475e-05,3.04158811559319e-05,3.7978499676683e-05,4.78532219858607e-05,6.23170435574139e-05,8.78874670888763e-05,0.000160325325850863,0.000275672777206637,0.000309262133669108
2009-06-08 13:00:00,1.09999997999211e-09,4.9175991989614e-06,1.30346229525458e-05,2.13000575968181e-05,1.82459107236355e-05,9.12741211323009e-06,6.58637100059423e-06,6.05312993684493e-06,6.72687497171864e-06,7.53171752876369e-06,8.4146822700859e-06,9.45718420553021e-06,1.06326087916386e-05,1.21893526738859e-05,1.39781809593842e-05,1.65815981745254e-05,1.98497173187206e-05,2.42461937887128e-05,3.03917640849249e-05,3.79458451789105e-05,4.78077927255072e-05,6.22477127762977e-05,8.77597412909381e-05,0.000159971838002093,0.000274787729722448,0.000309033028315753
2009-06-08 14:00:00,1.09999997999211e-09,5.52512506146741e-06,1.23818581414525e-05,1.95332286239136e-05,1.76918711076723e-05,9.16584167498513e-06,6.61372178001329e-06,6.06156277171976e-06,6.71803127261228e-06,7.52378355173278e-06,8.40922348288586e-06,9.45188912737649e-06,1.06267962109996e-05,1.21826833492378e-05,1.39705894071085e-05,1.65724068210693e-05,1.98383904717048e-05,2.42316909861984e-05,3.03722217722679e-05,3.79195716959657e-05,4.77715711895144e-05,6.21932322246721e-05,8.76622325449716e-05,0.000159715214977041,0.000274166959570721,0.000308882183162495
2009-06-08 15:00:00,1.09999997999211e-09,5.37696587343817e-06,1.13931737359962e-05,1.81056147994241e-05,1.69871864272864e-05,9.1989118118363e-06,6.62017464492237e-06,6.06992102802906e-06,6.71026145937503e-06,7.51658762965235e-06,8.4044186223764e-06,9.44724797591334e-06,1.06216189124098e-05,1.21766643133014e-05,1.39636545100075e-05,1.65639712577104e-05,1.98279512915178e-05,2.42183232330717e-05,3.03543056361377e-05,3.78955701307859e-05,4.77386547572678e-05,6.21444960415829e-05,8.75797122716904e-05,0.000159533236001153,0.000273804835160263,0.000308768067043275
2009-06-08 16:00:00,1.09999997999211e-09,5.15778242515808e-06,1.07142345768807e-05,1.71084620887996e-05,1.63809008881799e-05,9.21330934033904e-06,6.62618867863785e-06,6.0792019667133e-06,6.70391273160931e-06,7.51046559344104e-06,8.40058373796637e-06,9.44356224863441e-06,1.0617368388921e-05,1.21715893328656e-05,1.39576827677956e-05,1.65566325449618e-05,1.98188063222915e-05,2.42066043938394e-05,3.03387050735182e-05,3.78748009097762e-05,4.7710420403746e-05,6.21035469521303e-05,8.75149089551996e-05,0.000159424293087795,0.000273677593213506,0.000308685121126473
2009-06-08 17:00:00,1.09999997999211e-09,7.56223130338185e-06,9.49297827901319e-06,1.54853428284696e-05,1.54571707753348e-05,9.15874170459574e-06,6.62092861603014e-06,6.08219579589786e-06,6.69257769914111e-06,7.49937885302643e-06,8.39202721181209e-06,9.43538498177077e-06,1.06088064057985e-05,1.21621501421032e-05,1.39472163027676e-05,1.65442188517773e-05,1.98036532310653e-05,2.41872630795115e-05,3.03126116705243e-05,3.78394142899197e-05,4.76611312478781e-05,6.2029446780798e-05,8.73876779223792e-05,0.000159135721332859,0.000273086654487997,0.000308484537526965
2009-06-08 18:00:00,1.09999997999211e-09,2.29134514029283e-05,9.16918088478269e-06,1.50297760228568e-05,1.50715054587636e-05,9.15813052415615e-06,6.63060063743615e-06,6.09266385254159e-06,6.6885834257846e-06,7.49499486119021e-06,8.38973528516362e-06,9.43322720559081e-06,1.06060447251366e-05,1.21585931083246e-05,1.39427970680117e-05,1.65386409207713e-05,1.97965937331901e-05,2.41781981458189e-05,3.03007163893199e-05,3.78238273697207e-05,4.76404275104869e-05,6.20010305283358e-05,8.73492608661763e-05,0.000159101909957826,0.000273136422038078,0.000308469170704484
2009-06-08 19:00:00,1.09999997999211e-09,3.9919885011841e-05,8.91431659510999e-06,1.47185132846062e-05,1.47849686982227e-05,9.16261660677264e-06,6.64451067677874e-06,6.10537358625152e-06,6.68715438223444e-06,7.49281889511622e-06,8.38948199088918e-06,9.43304803513456e-06,1.06051920738537e-05,1.21569755719975e-05,1.39403605317057e-05,1.65353130796575e-05,1.9792196326307e-05,2.4172519260901e-05,3.02935459330911e-05,3.7814854294993e-05,4.76293353131041e-05,6.1988477682462e-05,8.73446042533033e-05,0.00015918179997243,0.00027350801974535,0.000308529910398647
2009-06-08 20:00:00,1.09999997999211e-09,1.05721543377513e-05,8.98861139830842e-06,1.47153168654768e-05,1.46744209814642e-05,9.18944351724349e-06,6.66598066345614e-06,6.12218013884558e-06,6.68984034746245e-06,7.49432797420013e-06,8.39266613184009e-06,9.43618351811892e-06,1.06075376606896e-05,1.21586003842822e-05,1.39412559292396e-05,1.65357505466091e-05,1.97922563529573e-05,2.41724992520176e-05,3.0294192583824e-05,3.78167842427501e-05,4.76339992019348e-05,6.20011396677e-05,8.73886201588903e-05,0.000159397670358885,0.000274217134574428,0.000308669201331213
2009-06-08 21:00:00,1.09999997999211e-09,7.13573399480083e-06,8.9942327576864e-06,1.4558611837856e-05,1.44909058690246e-05,9.19838930713013e-06,6.68427628625068e-06,6.13733641330327e-06,6.6915185925609e-06,7.49469086258614e-06,8.3947224993608e-06,9.43826353250188e-06,1.06088800748694e-05,1.2159207926743e-05,1.39411067721085e-05,1.65349993039854e-05,1.97909130292828e-05,2.41706984525081e-05,3.02923654089682e-05,3.7815287214471e-05,4.76337609143229e-05,6.20060800429201e-05,8.74161596584599e-05,0.000159541807079222,0.000274687088676728,0.000308772490825504
2009-06-08 22:00:00,1.09999997999211e-09,2.85069816072792e-05,8.89336115506012e-06,1.43823544931365e-05,1.43044931064651e-05,9.20190541364718e-06,6.70176154926594e-06,6.1520470353571e-06,6.69323480906314e-06,7.49490618545678e-06,8.39658923723618e-06,9.44018347581732e-06,1.06100842458545e-05,1.21596717690409e-05,1.39408175527933e-05,1.65340779858525e-05,1.97893750737421e-05,2.41686439039768e-05,3.02901480608853e-05,3.78132517653285e-05,4.76327641081298e-05,6.200961797731e-05,8.74374563863967e-05,0.000159629962581675,0.000274927297141403,0.000308854971081018
2009-06-08 23:00:00,1.09999997999211e-09,0.000267083855533201,8.79809408615984e-06,1.41688010444341e-05,1.41015862027416e-05,9.19774538488127e-06,6.71753036840528e-06,6.16583929513581e-06,6.6945722210221e-06,7.49459240978467e-06,8.39790163809084e-06,9.44159364735242e-06,1.06108113868686e-05,1.21596517601574e-05,1.39400367515918e-05,1.65325900525204e-05,1.9787170458585e-05,2.41657426158781e-05,3.02867256323225e-05,3.78095537598711e-05,4.76293826068286e-05,6.20091923337895e-05,8.74481884238776e-05,0.000159660856297705,0.000274962192634121,0.000308915012283251
2009-06-09 00:00:00,1.09999997999211e-09,0.0003974070368713,8.77137517818483e-06,1.39641847454186e-05,1.39090907396167e-05,9.19132799026556e-06,6.73282443131029e-06,6.17939031144488e-06,6.6961092670681e-06,7.49430728319567e-06,8.39918448036769e-06,9.4429947239405e-06,1.06115444395982e-05,1.21596362987475e-05,1.39392650453374e-05,1.65311039381777e-05,1.97849731193855e-05,2.4162845875253e-05,3.02832859233604e-05,3.78058266505832e-05,4.76259792776546e-05,6.20084938418586e-05,8.74560173542704e-05,0.000159671588335186,0.000274925929261371,0.000308959308313206
2009-06-09 01:00:00,1.09999997999211e-09,0.000244570655922871,7.77092964199255e-06,1.37204424390802e-05,1.37246252052137e-05,9.18296746021952e-06,6.7476657932275e-06,6.19270554125251e-06,6.69783480589103e-06,7.49405398892122e-06,8.40043821881409e-06,9.44438579608686e-06,1.06122820398014e-05,1.21596253848111e-05,1.39385019792826e-05,1.65296214618138e-05,1.97827794181649e-05,2.4159954591596e-05,3.02798334814725e-05,3.78020831703907e-05,4.76225504826289e-05,6.20075152255595e-05,8.74616234796122e-05,0.000159676463226788,0.00027488665364217,0.000308990653138608
2009-06-09 02:00:00,1.09999997999211e-09,0.000468611644464545,9.56723442868679e-06,1.35077380036819e-05,1.35496852635697e-05,9.17307170311688e-06,6.76209674566053e-06,6.20579066890059e-06,6.6997397425439e-06,7.4938348006981e-06,8.40166376292473e-06,9.4457668637915e-06,1.0613022823236e-05,1.21596194730955e-05,1.39377452796907e-05,1.65281426234287e-05,1.97805911739124e-05,2.41570678554126e-05,3.02763692161534e-05,3.77983178623253e-05,4.76190871268045e-05,6.20062164671253e-05,8.74653342179954e-05,0.000159681309014559,0.000274870224529877,0.000309010676573962
2009-06-09 03:00:00,1.09999997999211e-09,0.000717708870070055,2.62888679571915e-05,1.3143817341188e-05,1.33776829898125e-05,9.16186672839103e-06,6.77613320476667e-06,6.21865069660998e-06,6.70181429995864e-06,7.49365290175774e-06,8.40286293168901e-06,9.44713701755973e-06,1.06137676993967e-05,1.21596176541061e-05,1.39369954013091e-05,1.65266674230224e-05,1.97784065676387e-05,2.41541838477133e-05,3.0272896765382e-05,3.7794534364366e-05,4.76155837532133e-05,6.2004583014641e-05,8.74674842634704e-05,0.000159687137056608,0.000274876278126612,0.000309023977024481
2009-06-09 04:00:00,1.09999997999211e-09,0.000773141597164795,0.000128758544633456,1.25043547996029e-05,1.32088480313541e-05,9.14953625397175e-06,6.78978153700882e-06,6.23129221821728e-06,6.7040498379356e-06,7.49351079321059e-06,8.40403663460165e-06,9.44849716688623e-06,1.06145148492942e-05,1.21596208373376e-05,1.39362527988851e-05,1.65251949511003e-05,1.97762255993439e-05,2.41513025684981e-05,3.02694143101689e-05,3.77907290385338e-05,4.761202580994e-05,6.20026148681063e-05,8.74683828442357e-05,0.000159692914166953,0.00027489400235936,0.000309033697703853
2009-06-09 05:00:00,1.09999997999211e-09,0.00102873420109972,0.000313273823849158,1.0667662081687e-05,1.30206117319176e-05,9.13603889785009e-06,6.80306379763351e-06,6.24372614765889e-06,6.7064368067804e-06,7.49340983929869e-06,8.40518578115734e-06,9.44984594752896e-06,1.06152651824232e-05,1.21596290227899e-05,1.3935516562924e-05,1.65237279361463e-05,1.97740491785225e-05,2.41484258367564e-05,3.02659263979876e-05,3.77869037038181e-05,4.76084096590057e-05,6.20003247604473e-05,8.74682882567868e-05,0.000159697403432801,0.000274912614258938,0.00030904178856872
2009-06-09 06:00:00,1.09999997999211e-09,0.00112852966412902,0.000552484751096927,1.83723186637508e-05,1.28197480080416e-05,9.12177438294748e-06,6.81601727592351e-06,6.25596248937654e-06,6.70896770316176e-06,7.49335276850616e-06,8.40631173559814e-06,9.45118426898262e-06,1.06160177892889e-05,1.21596417557157e-05,1.39347866934258e-05,1.65222645591712e-05,1.97718773051747e-05,2.41455509240041e-05,3.0262430300354e-05,3.77830565412296e-05,4.76047280244529e-05,6.19977217866108e-05,8.7467378762085e-05,0.000159699840878602,0.000274925623671152,0.000309049006318673
2009-06-09 07:00:00,1.09999997999211e-09,0.00115347001701593,0.000809863966424018,8.36008798614785e-05,1.22163869491487e-05,9.09940945348353e-06,6.82708969179657e-06,6.26714563622954e-06,6.71091106596577e-06,7.49266359889589e-06,8.40677239466459e-06,9.45189503909205e-06,1.06161810435879e-05,1.2159061498096e-05,1.39334483719722e-05,1.65201126947068e-05,1.97688859771006e-05,2.41416355493129e-05,3.02574862871552e-05,3.77771812054561e-05,4.75980741612148e-05,6.19902166363318e-05,8.74568104336504e-05,0.000159673210873734,0.000274859892670065,0.000309037655824795
2009-06-09 08:00:00,1.09999997999211e-09,0.00122726743575186,0.000986813916824758,0.000248321006438346,1.06001180029125e-05,9.06200830286252e-06,6.83480448060436e-06,6.27644476480782e-06,6.71156908538251e-06,7.49069977246108e-06,8.40595703266445e-06,9.45139117902727e-06,1.06151919680997e-05,1.21573175420053e-05,1.39309177029645e-05,1.65166102306102e-05,1.97642966668354e-05,2.4135688363458e-05,3.02497246593703e-05,3.77673604816664e-05,4.75856832053978e-05,6.19734109932324e-05,8.74280340212863e-05,0.000159591429110151,0.000274645339231938,0.000308991264319047
2009-06-09 09:00:00,1.09999997999211e-09,0.00138232263270766,0.00131818425143138,0.000384771956305485,1.44214504871343e-05,9.01169232747634e-06,6.84098472447658e-06,6.2848105244484e-06,6.71173052069207e-06,7.48821162233071e-06,8.4045750554651e-06,9.45035208133049e-06,1.06137013062835e-05,1.21550719995867e-05,1.39278708957136e-05,1.65125256899046e-05,1.97590152311022e-05,2.41288598772371e-05,3.02407406707061e-05,3.77558208128903e-05,4.75707674922887e-05,6.1952476244187e-05,8.73913450050168e-05,0.000159487586643081,0.000274374775472097,0.000308932329062372
2009-06-09 10:00:00,1.09999997999211e-09,0.00146892032353207,0.0016812130343169,0.000576690144953318,3.47397967743746e-05,8.87380838321405e-06,6.84502697367861e-06,6.29194346402073e-06,6.71113548378344e-06,7.48496631786111e-06,8.40240682009608e-06,9.44856355999946e-06,1.06115035123366e-05,1.21521156870585e-05,1.39240955832065e-05,1.65076180564938e-05,1.9752757907554e-05,2.41207917497377e-05,3.02300450130133e-05,3.77418873540591e-05,4.75523593195248e-05,6.19259644736303e-05,8.73445751494728e-05,0.000159361152327619,0.000274060352239758,0.00030885697924532
2009-06-09 11:00:00,1.09999997999211e-09,0.0014814889873378,0.00186030240729451,0.000802136055426672,9.52329532992735e-05,8.6664022092009e-06,6.84778956383525e-06,6.29803048468602e-06,6.70992312734597e-06,7.48110323911533e-06,8.39958329379442e-06,9.44615158005035e-06,1.06087181848125e-05,1.21485709314584e-05,1.39197136377334e-05,1.65020292115514e-05,1.97456902242266e-05,2.41116958932253e-05,3.0217938729038e-05,3.77259693777887e-05,4.75310589536093e-05,6.18948761257343e-05,8.72899036039598e-05,0.000159220566274598,0.000273728830507025,0.000308768561808392
2009-06-09 12:00:00,1.09999997999211e-09,0.000808564625913277,0.000777290348196402,0.000455336994491518,0.000116323219117476,7.86083910497837e-06,6.83334428686067e-06,6.29542250862869e-06,6.70178428663348e-06,7.47074591345154e-06,8.39051108414424e-06,9.43774966799538e-06,1.06001939457201e-05,1.21392295113765e-05,1.39093776851951e-05,1.64897182912682e-05,1.97306635527639e-05,2.40924955505761e-05,3.01918935292633e-05,3.76906027668156e-05,4.74816606583772e-05,6.18191406829283e-05,8.71498523338232e-05,0.000158834787725937,0.000272770092124119,0.000308515183860436
2009-06-09 13:00:00,1.09999997999211e-09,0.000150708023284096,5.17285097885178e-05,2.48940004894393e-05,4.59141792816808e-05,6.59549732517917e-06,6.79730351293983e-06,6.28147836323478e-06,6.68456436869747e-06,7.45190232009918e-06,8.37327797853504e-06,9.42151291383198e-06,1.05841577351384e-05,1.21222956295242e-05,1.38912464535679e-05,1.6468606190756e-05,1.97052177099977e-05,2.40600757024367e-05,3.01476084132446e-05,3.76297994080232e-05,4.73955460620346e-05,6.16850957158022e-05,8.68978386279196e-05,0.000158120492415037,0.000270953489234671,0.000308050395688042
2009-06-09 14:00:00,1.09999997999211e-09,1.86906549970445e-05,1.62580722644634e-05,2.47069028773694e-05,2.15547693187546e-05,6.20818764218711e-06,6.77688899486384e-06,6.27360782345932e-06,6.67257927489118e-06,7.43793361834832e-06,8.36060462461319e-06,9.40963991524768e-06,1.05723124761425e-05,1.21096104521712e-05,1.38774685183307e-05,1.64524253705167e-05,1.96856062757433e-05,2.40350718740956e-05,3.01136187772499e-05,3.75833715224871e-05,4.73302279715426e-05,6.15846456639702e-05,8.6714506323915e-05,0.000157635680807289,0.000269787386059761,0.000307750451611355
2009-06-09 15:00:00,1.09999997999211e-09,1.1332406756992e-05,8.9178997768613e-06,1.26407976495102e-05,1.30729831653298e-05,6.33970762464742e-06,6.75614160172699e-06,6.26702558292891e-06,6.66191135678673e-06,7.42519500818162e-06,8.34903266877518e-06,9.39881374506513e-06,1.05614690255607e-05,1.20979534585786e-05,1.38647237690748e-05,1.64374396263156e-05,1.96673991013085e-05,2.4011868845264e-05,3.00822421195335e-05,3.75406198145356e-05,4.72703195555368e-05,6.14938362559769e-05,8.65578331286088e-05,0.000157294416567311,0.000269133161054924,0.000307519105263054
2009-06-09 16:00:00,1.09999997999211e-09,1.59752105446387e-05,7.55321980250301e-06,1.13707806121965e-05,1.35083273562486e-05,6.51773120807775e-06,6.7369196585787e-06,6.26296218797506e-06,6.65352877149417e-06,7.41459052733262e-06,8.33943158795591e-06,9.38987295739935e-06,1.05524368336773e-05,1.20881413749885e-05,1.38538603096094e-05,1.64245957421372e-05,1.96517230506288e-05,2.39918908846448e-05,3.00554020213895e-05,3.75042109226342e-05,4.72196297778282e-05,6.14184045844013e-05,8.6436059063999e-05,0.000157094538735691,0.000268927266006358,0.000307350477669388
2009-06-09 17:00:00,1.09999997999211e-09,4.36421674976373e-05,7.50990261622064e-06,1.11852377813193e-05,1.04298451333307e-05,6.51334039503126e-06,6.72283863423218e-06,6.26282212579099e-06,6.6485711158748e-06,7.40718382985506e-06,8.33282547318959e-06,9.38380389925442e-06,1.0546167686698e-05,1.20811355373007e-05,1.38458694891597e-05,1.64150105774752e-05,1.96398996195057e-05,2.39768105529947e-05,3.0035382224014e-05,3.74773389921756e-05,4.7182775233523e-05,6.13656466157408e-05,8.63615459820721e-05,0.000157044618390501,0.000269124677288346,0.000307289941702038
2009-06-09 18:00:00,1.09999997999211e-09,8.70355274855683e-05,7.372026630037e-06,1.10323207991314e-05,1.01107743830653e-05,6.61345256958157e-06,6.71555699227611e-06,6.26634528089198e-06,6.64680464979028e-06,7.40275322641537e-06,8.3290087786736e-06,9.38041330300621e-06,1.0542479230935e-05,1.20767499538488e-05,1.38405644065642e-05,1.64084649441065e-05,1.96316759684123e-05,2.39663031607051e-05,3.0021710699657e-05,3.74593437300064e-05,4.71588027721737e-05,6.13339616393205e-05,8.63296045281459e-05,0.000157109010615386,0.000269581316388212,0.00030732189770788
2009-06-09 19:00:00,1.09999997999211e-09,7.64474998504738e-05,7.09560458744818e-06,1.08944113890175e-05,1.00274160104163e-05,6.69240148454264e-06,6.71207499181037e-06,6.27323902335775e-06,6.6479785800766e-06,7.40106088414905e-06,8.32775867820601e-06,9.3794883468945e-06,1.05411681943224e-05,1.20747763503459e-05,1.38377367875364e-05,1.64047178259352e-05,1.96267674255068e-05,2.39600049098954e-05,3.00138590318966e-05,3.74494939023862e-05,4.71466482849792e-05,6.13214706390863e-05,8.63346831465606e-05,0.000157254929945339,0.000270177915808745,0.000307429232634604
2009-06-09 20:00:00,1.09999997999211e-09,7.75298722146545e-05,6.79506752021553e-06,1.08565895970969e-05,1.00010274763918e-05,6.77160619488859e-06,6.71446377964457e-06,6.28392126600374e-06,6.65240236230602e-06,7.40238601792953e-06,8.32934620120795e-06,9.38129051064607e-06,1.0542488325882e-05,1.20754675663193e-05,1.38376503855397e-05,1.64040602612658e-05,1.96255223272601e-05,2.39583541770116e-05,3.00124102068366e-05,3.74485953216208e-05,4.7147472287179e-05,6.13298325333744e-05,8.63782988744788e-05,0.000157479371409863,0.000270896242000163,0.000307608308503404
2009-06-09 21:00:00,1.09999997999211e-09,0.00021121246572875,6.49955927656265e-06,1.08209947029536e-05,9.9687840702245e-06,6.84583278598438e-06,6.71702787258255e-06,6.29507189842116e-06,6.65736251903581e-06,7.40420273359632e-06,8.33135482025682e-06,9.38349285206641e-06,1.05442031781422e-05,1.20765594147088e-05,1.38379823511059e-05,1.64038656293997e-05,1.96248311112868e-05,2.39574055740377e-05,3.00119063467719e-05,3.74490464309929e-05,4.71503171866061e-05,6.13414613326313e-05,8.64251851453446e-05,0.000157676768139936,0.000271464319666848,0.000307780341245234
2009-06-09 22:00:00,1.09999997999211e-09,0.000392019017454004,6.24400445303763e-06,1.07727673821501e-05,9.92544482869562e-06,6.91379636919009e-06,6.71843463351252e-06,6.30576596449828e-06,6.66210803501599e-06,7.40581435820786e-06,8.33311651149415e-06,9.38545326789608e-06,1.05456974779372e-05,1.20774257084122e-05,1.38380933094595e-05,1.640340724407e-05,1.96238370335777e-05,2.39560713453102e-05,3.00108222290874e-05,3.74487171939109e-05,4.71520997962216e-05,6.13512074778555e-05,8.64639769133646e-05,0.000157812602992635,0.000271795739536174,0.000307919050101191
2009-06-09 23:00:00,1.09999997999211e-09,0.000492709230456967,7.24201481716591e-06,1.06983857222076e-05,9.8645164143818e-06,6.97317432241107e-06,6.71729253554076e-06,6.31504622106149e-06,6.66587334308133e-06,7.40651466912823e-06,8.33395642985124e-06,9.38651919568656e-06,1.05463445834175e-05,1.20774338938645e-05,1.38373343361309e-05,1.64019511430524e-05,1.96216715266928e-05,2.39532473642612e-05,3.00076399071258e-05,3.74454866687302e-05,4.71497460239334e-05,6.13540687481873e-05,8.64850298967212e-05,0.000157868242240511,0.000271867524133995,0.000308008515276015
2009-06-10 00:00:00,1.09999997999211e-09,0.000479066409752704,1.13689857244026e-05,1.0592850685498e-05,9.80412369244732e-06,7.02768716109858e-06,6.71597035761806e-06,6.32417709311994e-06,6.66969003759732e-06,7.40726363801514e-06,8.33479452921893e-06,9.38757648327737e-06,1.05469930531399e-05,1.20774443530536e-05,1.38365876409807e-05,1.64004995895084e-05,1.96195160242496e-05,2.39504342971486e-05,3.00044330288074e-05,3.74422288587084e-05,4.71473886136664e-05,6.13565316598397e-05,8.65015681483783e-05,0.000157897222379688,0.000271854689344764,0.000308075948851183
2009-06-10 01:00:00,1.09999997999211e-09,0.000392836605897173,2.12603217732976e-05,1.04316709439445e-05,9.74485647020629e-06,7.07745630279533e-06,6.71460270496027e-06,6.33314812148456e-06,6.67355357109045e-06,7.40806012800022e-06,8.33562944535515e-06,9.38862285693176e-06,1.0547642432357e-05,1.20774561764847e-05,1.38358491312829e-05,1.63990480359644e-05,1.96173650692799e-05,2.39476266870042e-05,3.00012079605949e-05,3.7438954677782e-05,4.71450275654206e-05,6.13586034887703e-05,8.65147958393209e-05,0.000157917616888881,0.000271837459877133,0.000308125949231908
2009-06-10 02:00:00,1.09999997999211e-09,0.000385995910619386,3.10744605940272e-05,1.02939015960146e-05,9.68819449553848e-06,7.12277233105851e-06,6.71329576107382e-06,6.34195453130815e-06,6.67746053295559e-06,7.40890368433611e-06,8.33646390674403e-06,9.38965922614443e-06,1.05482909020793e-05,1.20774689094105e-05,1.38351188070374e-05,1.63976019393886e-05,1.96152204807731e-05,2.39448263528175e-05,2.99979692499619e-05,3.74356623069616e-05,4.71426483272808e-05,6.13602242083289e-05,8.65252950461581e-05,0.000157936643518042,0.000271844823146239,0.000308160699205473
2009-06-10 03:00:00,1.09999997999211e-09,0.00057999583077617,2.73328607818257e-05,1.02543931461696e-05,9.63428647082765e-06,7.16391923560877e-06,6.71212569613999e-06,6.35059541309602e-06,6.68140796733496e-06,7.40979317015444e-06,8.33729791338556e-06,9.39068559091538e-06,1.05489389170543e-05,1.20774839160731e-05,1.38343957587495e-05,1.63961576618021e-05,1.96130804397399e-05,2.39420314755989e-05,2.99947214443819e-05,3.74323499272577e-05,4.71402272523846e-05,6.13613701716531e-05,8.65335605340078e-05,0.000157955662871245,0.000271875614998862,0.000308186165057123
2009-06-10 04:00:00,1.09999997999211e-09,0.000850679760333151,3.81360980554746e-05,1.02222334135149e-05,9.58134114625864e-06,7.20113848728943e-06,6.71114912620396e-06,6.35906985735346e-06,6.68539314574446e-06,7.41072881282889e-06,8.33813146527973e-06,9.39170286073931e-06,1.05495855677873e-05,1.20775007417251e-05,1.38336795316718e-05,1.63947179316892e-05,1.96109458556748e-05,2.39392411458539e-05,2.99914636343601e-05,3.74290229956387e-05,4.71377552457852e-05,6.13620468357112e-05,8.65400397742633e-05,0.00015797367086634,0.000271917320787907,0.000308206421323121
2009-06-10 05:00:00,1.09999997999211e-09,0.00101757483207621,0.000185515851171658,1.02074654932949e-05,9.53034350459347e-06,7.23469770491647e-06,6.71040947963775e-06,6.36737922832253e-06,6.68941379444732e-06,7.41170970286475e-06,8.33896683616331e-06,9.39271012612153e-06,1.05502308542782e-05,1.20775193863665e-05,1.38329696710571e-05,1.63932827490498e-05,1.96088167285779e-05,2.39364562730771e-05,2.99881967293913e-05,3.74256742361467e-05,4.71352177555673e-05,6.13622705714079e-05,8.65450820128899e-05,0.000157989401486702,0.000271957862423733,0.000308224029140547
2009-06-10 06:00:00,1.09999997999211e-09,0.00108806334901601,0.000451233454896283,1.02838976090425e-05,9.48186061577871e-06,7.26489770386252e-06,6.70993063067726e-06,6.37552443549794e-06,6.69346650283842e-06,7.41273561288835e-06,8.33980357128894e-06,9.39370920605143e-06,1.05508752312744e-05,1.20775403047446e-05,1.38322666316526e-05,1.63918521138839e-05,1.96066921489546e-05,2.3933675038279e-05,2.9984922548465e-05,3.7422303648782e-05,4.71326038677944e-05,6.13620686635841e-05,8.65489491843618e-05,0.000158002163516358,0.000271990415058099,0.000308239919831976
