,0
141,-2.6022563
142,-2.4835427
143,-2.3686087
144,-2.2541673
145,-2.1330624
146,-1.9892058
147,-1.7716441
148,-1.6564628
149,-1.6500473
150,-0.84984255
151,-1.1491584
152,-1.314203
153,-1.4018975
154,-1.4740185
155,-1.5550559
156,-2.0132298
157,-2.2438135
158,-2.5663812
159,-2.9405015
160,-3.086952
161,-3.09612
162,-3.0422575
163,-2.9497201
164,-2.8354049
165,-2.7140386
166,-2.5942452
167,-2.4788463
168,-2.3667448
169,-2.2539666
170,-2.1325715
171,-1.9851636
172,-1.7583191
173,-1.638931
174,-1.6333497
175,-0.87368
176,-1.1201403
177,-1.2604418
178,-1.3544703
179,-1.4430149
180,-1.5364618
181,-2.0213053
182,-2.2714946
183,-2.5902636
184,-2.9607258
185,-3.0978167
186,-3.0943093
187,-3.0331006
188,-2.9395025
189,-2.8283117
190,-2.711835
191,-2.5969737
192,-2.485528
193,-2.3757603
194,-2.2631137
195,-2.1387544
196,-1.9833858
197,-1.7387161
198,-1.6121792
199,-1.6083494
200,-0.8820975
201,-1.0705843
202,-1.1925157
203,-1.2965403
204,-1.4020671
205,-1.5144341
206,-2.0295315
207,-2.2979364
208,-2.6089013
209,-2.9707646
210,-3.1052797
211,-3.099697
212,-3.0407631
213,-2.953469
214,-2.8501294
215,-2.7407744
216,-2.631044
217,-2.5222425
218,-2.412419
219,-2.2966526
220,-2.1651304
221,-1.9959048
222,-1.7223809
223,-1.5847933
224,-1.5842168
225,-0.88610923
226,-1.02096
227,-1.1203172
228,-1.2263131
229,-1.3478923
230,-1.4798646
231,-2.0185893
232,-2.305041
233,-2.6126094
234,-2.9673605
235,-3.1031892
236,-3.1006749
237,-3.0478873
238,-2.9690435
239,-2.874037
240,-2.7709503
241,-2.6646101
242,-2.5562465
243,-2.4440076
244,-2.3228118
245,-2.181981
246,-1.9969919
247,-1.693245
248,-1.5455847
249,-1.5492682
250,-0.89007115
251,-0.9871615
252,-1.0711178
253,-1.1739503
254,-1.2957042
255,-1.4427418
256,-1.9876609
257,-2.2804015
258,-2.585926
259,-2.9344885
260,-3.074053
261,-3.0767949
262,-3.0299156
263,-2.9574606
264,-2.86791
265,-2.768243
266,-2.6629975
267,-2.5535805
268,-2.438378
269,-2.3123446
270,-2.164401
271,-1.9687634
272,-1.6477089
273,-1.4961879
274,-1.503037
275,-0.885522
276,-0.9724721
277,-1.049729
278,-1.1440318
279,-1.2811953
280,-1.5110931
281,-1.9718487
282,-2.257673
283,-2.55667
284,-2.8943655
285,-3.0362546
286,-3.0440614
287,-3.0016973
288,-2.9335063
289,-2.847514
290,-2.7502377
291,-2.646168
292,-2.5368814
293,-2.420922
294,-2.293279
295,-2.1427133
296,-1.9429904
297,-1.6158342
298,-1.4639064
299,-1.4726949
300,-0.87559474
301,-0.9612169
302,-1.0310038
303,-1.1824021
304,-1.3106681
305,-1.5922171
306,-1.9735012
307,-2.2539337
308,-2.5483053
309,-2.8747177
310,-3.018439
311,-3.0315392
312,-2.993214
313,-2.9281
314,-2.8442585
315,-2.7481482
316,-2.6444385
317,-2.5349534
318,-2.4183936
319,-2.2897582
320,-2.1376388
321,-1.9353483
322,-1.6035109
323,-1.4497397
324,-1.4594812
325,-0.8775556
326,-0.9522128
327,-1.0771933
328,-1.2396537
329,-1.4006326
330,-1.647664
331,-1.989181
332,-2.2736552
333,-2.573231
334,-2.896457
335,-3.0422754
336,-3.0569718
337,-3.0181065
338,-2.951679
339,-2.866196
340,-2.768088
341,-2.6620705
342,-2.5500963
343,-2.4309719
344,-2.2997239
345,-2.1448464
346,-1.9393041
347,-1.602529
348,-1.4454062
349,-1.4550966
350,-0.8819616
351,-0.94566214
352,-1.1824238
353,-1.2874027
354,-1.451391
355,-1.6858833
356,-2.0081868
357,-2.3027322
358,-2.6142545
359,-2.9408922
360,-3.089634
361,-3.103273
362,-3.060458
363,-2.9895368
364,-2.8997872
365,-2.7975957
366,-2.6875713
367,-2.5716503
368,-2.4486768
369,-2.3137028
370,-2.1551836
371,-1.9458541
372,-1.6041745
373,-1.443216
374,-1.4523413
375,-0.8791945
376,-0.9408846
377,-1.2443895
378,-1.3358364
379,-1.4991026
380,-1.7275269
381,-2.0369725
382,-2.33774
383,-2.656691
384,-2.9834979
385,-3.1356976
386,-3.1503255
387,-3.105258
388,-3.030891
389,-2.9374921
390,-2.8316467
391,-2.7180088
392,-2.5985844
393,-2.4722874
394,-2.3342164
395,-2.1728013
396,-1.9605329
397,-1.6144682
398,-1.4487181
399,-1.4565778
400,-0.8662864
401,-0.93502307
402,-1.2600149
403,-1.3842824
404,-1.5497222
405,-1.7772477
406,-2.078893
407,-2.3842044
408,-2.708478
409,-3.034856
410,-3.1915648
411,-3.2081802
412,-3.1608968
413,-3.0823615
414,-2.9842803
415,-2.8737075
416,-2.7554514
417,-2.631642
418,-2.5013607
419,-2.3599017
420,-2.1959221
421,-1.9821212
422,-1.6350486
423,-1.4648383
424,-1.4701717
425,-0.8472692
426,-0.9675138
427,-1.2707937
428,-1.4209113
429,-1.5959191
430,-1.8274987
431,-2.1264534
432,-2.4367993
433,-2.766262
434,-3.0926397
435,-3.2544239
436,-3.2733438
437,-3.2233243
438,-3.13954
439,-3.0355992
440,-2.919284
441,-2.7956307
442,-2.6669257
443,-2.5324755
444,-2.3879054
445,-2.2223346
446,-2.0091329
447,-1.665295
448,-1.4919045
449,-1.4940119
450,-0.82624245
451,-0.96594167
452,-1.252027
453,-1.4225429
454,-1.6108619
455,-1.8522925
456,-2.1570625
457,-2.4787834
458,-2.8186333
459,-3.1485965
460,-3.3160648
461,-3.3372495
462,-3.2843707
463,-3.19514
464,-3.0850813
465,-2.9627106
466,-2.8333156
467,-2.6993759
468,-2.5604784
469,-2.4126334
470,-2.2454808
471,-2.0331335
472,-1.6931233
473,-1.5176392
474,-1.5170796
475,-0.7824259
476,-0.9397609
477,-1.246198
478,-1.4497983
479,-1.6565276
480,-1.9027464
481,-2.1981623
482,-2.5097616
483,-2.83882
484,-3.156244
485,-3.32355
486,-3.347741
487,-3.2948167
488,-3.2036192
489,-3.0914361
490,-2.9674685
491,-2.8371456
492,-2.7030694
493,-2.5651479
494,-2.4200013
495,-2.2583578
496,-2.0564728
497,-1.7361748
498,-1.5661435
499,-1.5629414
500,-0.71817327
501,-0.90381694
502,-1.3490102
503,-1.5616505
504,-1.75485
505,-1.9589065
506,-2.1888084
507,-2.4365942
508,-2.7147276
509,-3.0005705
510,-3.1745589
511,-3.2191272
512,-3.1810699
513,-3.0976934
514,-2.9896963
515,-2.8690357
516,-2.742652
517,-2.6139405
518,-2.483428
519,-2.3486302
520,-2.202077
521,-2.0242405
522,-1.7481339
523,-1.5967808
524,-1.5904833
525,-0.60083103
526,-0.97276187
527,-1.1890575
528,-1.6264906
529,-1.7573574
530,-1.8760046
531,-2.003971
532,-2.16536
533,-2.3842993
534,-2.6490312
535,-2.8659499
536,-2.976298
537,-2.989426
538,-2.9360821
539,-2.8432047
540,-2.7299721
541,-2.6083229
542,-2.4845226
543,-2.3607607
544,-2.235896
545,-2.104395
546,-1.9508328
547,-1.7182184
548,-1.5876637
549,-1.5808156
550,-0.53278077
551,-1.0048275
552,-1.2945426
553,-1.543025
554,-1.655186
555,-1.7100751
556,-1.712586
557,-1.8641853
558,-2.071373
559,-2.327471
560,-2.5881708
561,-2.7656004
562,-2.8347414
563,-2.816207
564,-2.7408018
565,-2.634755
566,-2.5157478
567,-2.3935876
568,-2.2723844
569,-2.1521537
570,-2.0285177
571,-1.8881195
572,-1.678296
573,-1.5602093
574,-1.5553417
575,-0.71818924
576,-1.2272269
577,-1.4538376
578,-1.5470176
579,-1.5633336
580,-1.721308
581,-1.791544
582,-1.4416775
583,-1.7951925
584,-2.0829992
585,-2.413621
586,-2.6831176
587,-2.8381646
588,-2.8833873
589,-2.8466094
590,-2.7587273
591,-2.6447797
592,-2.5210648
593,-2.396015
594,-2.27212
595,-2.146523
596,-2.0077312
597,-1.809855
598,-1.6904441
599,-1.6770817
600,-0.6540579
601,-1.1871595
602,-1.5040011
603,-1.5149323
604,-1.6227405
605,-1.740308
606,-1.3130095
607,-1.7921469
608,-1.4961486
609,-1.9573157
610,-2.2981243
611,-2.5878322
612,-2.7635686
613,-2.8239753
614,-2.7959595
615,-2.7120054
616,-2.5993073
617,-2.4758928
618,-2.3512719
619,-2.2285764
620,-2.1055188
621,-1.9716518
622,-1.7845919
623,-1.6714486
624,-1.6582195
625,-0.6027539
626,-1.1478711
627,-1.5030297
628,-1.615325
629,-1.6670719
630,-1.3997096
631,-1.6026044
632,-1.7766685
633,-1.394959
634,-1.9208255
635,-2.2625697
636,-2.553602
637,-2.7319098
638,-2.7939255
639,-2.7662153
640,-2.6818097
641,-2.5685592
642,-2.444934
643,-2.3206482
644,-2.1989288
645,-2.0776484
646,-1.9468855
647,-1.7665741
648,-1.6576308
649,-1.6447694
650,-0.5726524
651,-1.1221344
652,-1.4937027
653,-1.6545099
654,-1.5419503
655,-1.5774721
656,-1.711406
657,-1.7658932
658,-1.3954446
659,-1.9370823
660,-2.2740543
661,-2.556143
662,-2.726757
663,-2.7826307
664,-2.7505414
665,-2.6634924
666,-2.549033
667,-2.425237
668,-2.3014605
669,-2.180691
670,-2.0607162
671,-1.9317946
672,-1.7552142
673,-1.6487627
674,-1.636347
675,-0.52980494
676,-1.0870407
677,-1.4675181
678,-1.645222
679,-1.621854
680,-1.6597815
681,-1.7256616
682,-1.7522258
683,-1.3133949
684,-1.8829014
685,-2.225859
686,-2.5131967
687,-2.6907446
688,-2.7523363
689,-2.723872
690,-2.6387358
691,-2.5251985
692,-2.401953
693,-2.2787552
694,-2.1588376
695,-2.0402226
696,-1.9135976
697,-1.7416644
698,-1.6380651
699,-1.625985
700,-0.5411484
701,-1.0939156
702,-1.4711798
703,-1.645587
704,-1.689501
705,-1.7068942
706,-1.720079
707,-1.7502642
708,-1.3246166
709,-1.8866689
710,-2.2297156
711,-2.512427
712,-2.685624
713,-2.743943
714,-2.713781
715,-2.6284802
716,-2.5158155
717,-2.3939183
718,-2.2721405
719,-2.1534934
720,-2.0358837
721,-1.9098831
722,-1.7377133
723,-1.6336191
724,-1.6216984
725,-0.6311873
726,-1.1570095
727,-1.4937052
728,-1.6455231
729,-1.6918409
730,-1.7086942
731,-1.7304115
732,-1.7605972
733,-1.4691601
734,-1.9789805
735,-2.3073099
736,-2.567845
737,-2.7178476
738,-2.757984
739,-2.7170336
740,-2.6275086
741,-2.5148518
742,-2.3949242
743,-2.2755315
744,-2.1587996
745,-2.0421007
746,-1.9154632
747,-1.7399075
748,-1.6324348
749,-1.6195517
750,-0.728379
751,-1.215017
752,-1.511128
753,-1.6385417
754,-1.6827157
755,-1.7102306
756,-1.7351303
757,-1.7697825
758,-1.5841756
759,-2.0419626
760,-2.3527415
761,-2.5915534
762,-2.7203243
763,-2.7449045
764,-2.6956866
765,-2.6038327
766,-2.4923387
767,-2.374954
768,-2.2581723
769,-2.143452
770,-2.0278838
771,-1.9015614
772,-1.7272402
773,-1.6182342
774,-1.6023684
775,-0.85097003
776,-1.2529275
777,-1.4859486
778,-1.5968058
779,-1.6563065
780,-1.7057238
781,-1.7484049
782,-1.7909155
783,-1.7889471
784,-2.1495376
785,-2.419595
786,-2.6242046
787,-2.7275245
788,-2.7391446
789,-2.6876304
790,-2.5995486
791,-2.493596
792,-2.3807986
793,-2.2663445
794,-2.1511588
795,-2.0319781
796,-1.8983076
797,-1.7124152
798,-1.5963774
799,-1.5777448
800,-0.88108957
801,-1.154548
802,-1.33061
803,-1.4563036
804,-1.5654348
805,-1.6615336
806,-1.7389035
807,-1.800345
808,-2.0277164
809,-2.2743895
810,-2.4914415
811,-2.6648211
812,-2.755736
813,-2.7696843
814,-2.7278707
815,-2.6502144
816,-2.5513957
817,-2.4408324
818,-2.3234608
819,-2.2002854
820,-2.06766
821,-1.9133556
822,-1.694722
823,-1.5645765
824,-1.5459926
825,-0.7473625
826,-0.9187937
827,-1.0555488
828,-1.2001442
829,-1.3581538
830,-1.5081556
831,-1.631886
832,-1.7262139
833,-2.159455
834,-2.3473
835,-2.532109
836,-2.6941755
837,-2.791424
838,-2.8198059
839,-2.7920685
840,-2.7234628
841,-2.6272576
842,-2.5132432
843,-2.3872168
844,-2.2507224
845,-2.0997806
846,-1.920214
847,-1.6642838
848,-1.5210291
849,-1.5046182
850,-0.44100648
851,-0.58572304
852,-0.7183466
853,-0.87981415
854,-1.0709004
855,-1.264818
856,-1.4348173
857,-1.5705352
858,-2.1169279
859,-2.3200586
860,-2.5080216
861,-2.6808603
862,-2.7984285
863,-2.848053
864,-2.8364258
865,-2.7769334
866,-2.6834667
867,-2.5672438
868,-2.4353282
869,-2.29001
870,-2.1274056
871,-1.9325554
872,-1.6556983
873,-1.5053661
874,-1.4898095
875,0.009924367
876,-0.15919296
877,-0.32150614
878,-0.5161755
879,-0.7448393
880,-0.9806901
881,-1.194187
882,-1.694795
883,-1.5341046
884,-1.9738761
885,-2.3958058
886,-2.5990717
887,-2.751784
888,-2.833298
889,-2.8450782
890,-2.7998774
891,-2.7133062
892,-2.5987926
893,-2.4652178
894,-2.316161
895,-2.1486592
896,-1.948579
897,-1.6673465
898,-1.5150793
899,-1.4980851
900,0.60054076
901,0.39833322
902,0.1994892
903,-0.032498747
904,-0.30176038
905,-0.5842563
906,-0.9601823
907,-1.2310941
908,-1.2881163
909,-1.4274938
910,-2.2324064
911,-2.4794056
912,-2.677839
913,-2.8012612
914,-2.8455641
915,-2.8222027
916,-2.7482202
917,-2.639366
918,-2.506658
919,-2.3553536
920,-2.1838205
921,-1.979058
922,-1.6922537
923,-1.5357741
924,-1.5169412
925,1.0589066
926,0.9092759
927,0.7252135
928,0.45815107
929,0.15542665
930,-0.17262676
931,-0.57787263
932,-0.89968634
933,-1.0584497
934,-1.131126
935,-2.140896
936,-2.419768
937,-2.6429477
938,-2.7878416
939,-2.849187
940,-2.8379898
941,-2.7716544
942,-2.6666632
943,-2.53479
944,-2.381963
945,-2.2071617
946,-1.9978132
947,-1.7033026
948,-1.5424609
949,-1.5239091
950,1.3856795
951,1.3057553
952,1.0894129
953,0.805848
954,0.48740742
955,0.059850782
956,-0.3664005
957,-0.7208588
958,-0.92422915
959,-1.1067983
960,-2.1517532
961,-2.4387138
962,-2.6632028
963,-2.8067415
964,-2.8663113
965,-2.8537889
966,-2.7865617
967,-2.6807303
968,-2.5476444
969,-2.3929303
970,-2.2154067
971,-2.0023
972,-1.7014235
973,-1.5376416
974,-1.5203872
975,1.6784998
976,1.5520475
977,1.3256066
978,1.0411725
979,0.65502965
980,0.20947343
981,-0.22645375
982,-0.5976102
983,-0.826331
984,-1.0654594
985,-2.1304524
986,-2.4284022
987,-2.658997
988,-2.8066297
989,-2.869295
990,-2.859279
991,-2.7939131
992,-2.6891103
993,-2.5561063
994,-2.4005537
995,-2.221413
996,-2.0059574
997,-1.7000582
998,-1.5326576
999,-1.5163023
1000,1.3759036
1001,1.2323476
1002,1.0122527
1003,0.70370245
1004,0.3128204
1005,-0.11111736
1006,-0.51036525
1007,-0.8378644
1008,-1.0109771
1009,-1.4739192
1010,-2.318518
1011,-2.5656655
1012,-2.7569656
1013,-2.870531
1014,-2.9067147
1015,-2.8785183
1016,-2.8019168
1017,-2.690763
1018,-2.5545719
1019,-2.397912
1020,-2.2191353
1021,-2.0050676
1022,-1.7008966
1023,-1.5313258
1024,-1.5142668
1025,0.62801266
1026,0.48673615
1027,0.27706993
1028,-0.011269942
1029,-0.3610187
1030,-0.7217063
1031,-1.0383588
1032,-1.2736089
1033,-1.3305193
1034,-2.240194
1035,-2.6621804
1036,-2.8054454
1037,-2.9231389
1038,-2.9759796
1039,-2.96666
1040,-2.9079702
1041,-2.812814
1042,-2.691494
1043,-2.550782
1044,-2.3933794
1045,-2.2161577
1046,-2.0041654
1047,-1.6998686
1048,-1.5269574
1049,-1.5103343
1050,0.0789825
1051,-0.047181666
1052,-0.22437298
1053,-0.47131
1054,-0.7729708
1055,-1.0793927
1056,-1.335304
1057,-1.5074061
1058,-1.4805994
1059,-2.9037232
1060,-2.960098
1061,-3.0101442
1062,-3.0664577
1063,-3.0702457
1064,-3.0247395
1065,-2.941875
1066,-2.8318348
1067,-2.7021217
1068,-2.5573645
1069,-2.3986619
1070,-2.2213612
1071,-2.0082023
1072,-1.6961904
1073,-1.517585
1074,-1.5036448
1075,-0.27448928
1076,-0.40587336
1077,-0.5656639
1078,-0.78402114
1079,-1.0488204
1080,-1.3113254
1081,-1.5186777
1082,-1.4390538
1083,-2.0194614
1084,-3.2860005
1085,-3.1471312
1086,-3.130048
1087,-3.1426075
1088,-3.1122606
1089,-3.0415318
1090,-2.941819
1091,-2.82173
1092,-2.6870725
1093,-2.541138
1094,-2.3840556
1095,-2.2104075
1096,-2.0020423
1097,-1.6937729
1098,-1.515843
1099,-1.5044417
1100,-0.4928929
1101,-0.67681277
1102,-0.8623551
1103,-1.0770997
1104,-1.312912
1105,-1.5206537
1106,-1.5691743
1107,-1.5597126
1108,-2.270446
1109,-3.3495867
1110,-3.1991823
1111,-3.149507
1112,-3.1362212
1113,-3.0863683
1114,-3.0018475
1115,-2.894111
1116,-2.7712333
1117,-2.638178
1118,-2.4974344
1119,-2.3485649
1120,-2.1859808
1121,-1.9920447
1122,-1.7032917
1123,-1.533678
1124,-1.524014
1125,-0.5828787
1126,-0.83591676
1127,-1.0779245
1128,-1.2977278
1129,-1.4959047
1130,-1.6280892
1131,-1.5389051
1132,-1.9838717
1133,-2.3235686
1134,-3.2306364
1135,-3.1572366
1136,-3.1091042
1137,-3.0875676
1138,-3.0300934
1139,-2.9394755
1140,-2.828448
1141,-2.7057707
1142,-2.5764086
1143,-2.4425266
1144,-2.3033974
1145,-2.1535442
1146,-1.9764338
1147,-1.7121503
1148,-1.5538177
1149,-1.5452979
1150,-0.6497742
1151,-0.9214022
1152,-1.1978016
1153,-1.4121287
1154,-1.5602614
1155,-1.5486844
1156,-1.600723
1157,-2.0983613
1158,-2.3387554
1159,-3.1211536
1160,-3.1110637
1161,-3.0695894
1162,-3.0427277
1163,-2.9793396
1164,-2.883201
1165,-2.768323
1166,-2.644303
1167,-2.5162866
1168,-2.386264
1169,-2.2533152
1170,-2.1120894
1171,-1.9471163
1172,-1.7028302
1173,-1.5552485
1174,-1.5475869
1175,-0.9189373
1176,-1.2435575
1177,-1.5551109
1178,-1.7211251
1179,-1.7577649
1180,-1.6889172
1181,-1.7500365
1182,-2.1946015
1183,-2.3869836
1184,-2.9915626
1185,-3.1255662
1186,-3.1416776
1187,-3.1372178
1188,-3.0834405
1189,-2.9878252
1190,-2.8688657
1191,-2.740213
1192,-2.6093328
1193,-2.4789593
1194,-2.3480346
1195,-2.2108846
1196,-2.0522017
1197,-1.8189362
1198,-1.6713022
1199,-1.6597481
1200,-0.86431146
1201,-1.2534498
1202,-1.5223503
1203,-1.6800013
1204,-1.6961749
1205,-1.7260661
1206,-1.9278231
1207,-1.8140247
1208,-2.2437308
1209,-2.6092598
1210,-2.8825085
1211,-2.9797442
1212,-3.0163293
1213,-2.9873466
1214,-2.9050598
1215,-2.7919538
1216,-2.665452
1217,-2.5356357
1218,-2.4068482
1219,-2.2791598
1220,-2.1481621
1221,-2.001024
1222,-1.7919918
1223,-1.6577977
1224,-1.6448303
1225,-0.805356
1226,-1.2511367
1227,-1.5169766
1228,-1.64153
1229,-1.6971415
1230,-1.8027568
1231,-1.8044928
1232,-1.8061433
1233,-2.0562315
1234,-2.313692
1235,-2.680899
1236,-2.8458276
1237,-2.917876
1238,-2.910323
1239,-2.83943
1240,-2.7309358
1241,-2.6056497
1242,-2.4760945
1243,-2.3480656
1244,-2.2225463
1245,-2.0960402
1246,-1.9574434
1247,-1.7662458
1248,-1.6425523
1249,-1.629247
1250,-0.7504989
1251,-1.2262096
1252,-1.5143228
1253,-1.6434472
1254,-1.6952432
1255,-1.7312043
1256,-1.7581995
1257,-1.7874706
1258,-2.0344496
1259,-2.2824738
1260,-2.6517081
1261,-2.8219712
1262,-2.8914464
1263,-2.8802247
1264,-2.80569
1265,-2.694029
1266,-2.5665903
1267,-2.4361403
1268,-2.3084478
1269,-2.1844275
1270,-2.0606942
1271,-1.9268496
1272,-1.745819
1273,-1.6292598
1274,-1.6166067
1275,-0.67905605
1276,-1.1844375
1277,-1.5017705
1278,-1.6417608
1279,-1.6895239
1280,-1.7137294
1281,-1.7401006
1282,-1.7675718
1283,-1.961641
1284,-2.185604
1285,-2.5733578
1286,-2.7649095
1287,-2.84364
1288,-2.8371565
1289,-2.7645757
1290,-2.653012
1291,-2.5250301
1292,-2.3942904
1293,-2.2670233
1294,-2.144402
1295,-2.0233912
1296,-1.894494
1297,-1.7241048
1298,-1.6148288
1299,-1.6026648
1300,-0.66319263
1301,-1.169724
1302,-1.4901552
1303,-1.6305062
1304,-1.6763496
1305,-1.7021062
1306,-1.7289639
1307,-1.7562019
1308,-1.9910122
1309,-2.2312803
1310,-2.5955365
1311,-2.773772
1312,-2.8411343
1313,-2.826785
1314,-2.7497241
1315,-2.6361413
1316,-2.5077562
1317,-2.3775551
1318,-2.2512963
1319,-2.1298814
1320,-2.0101776
1321,-1.882793
1322,-1.7150488
1323,-1.60778
1324,-1.5960569
1325,-0.7173352
1326,-1.1946348
1327,-1.4848833
1328,-1.6093335
1329,-1.655803
1330,-1.6883085
1331,-1.7232864
1332,-1.7543843
1333,-2.1335955
1334,-2.4239337
1335,-2.723794
1336,-2.8487859
1337,-2.879631
1338,-2.841977
1339,-2.7522852
1340,-2.6336586
1341,-2.5046873
1342,-2.3759403
1343,-2.2516434
1344,-2.1318045
1345,-2.0126984
1346,-1.88433
1347,-1.7133706
1348,-1.6038119
1349,-1.5918508
1350,-0.7806226
1351,-1.2195326
1352,-1.4753662
1353,-1.5856841
1354,-1.6354704
1355,-1.6751025
1356,-1.7172612
1357,-1.7546957
1358,-2.248307
1359,-2.5777287
1360,-2.8201883
1361,-2.8953226
1362,-2.892912
1363,-2.8351824
1364,-2.7354743
1365,-2.6135995
1366,-2.4851925
1367,-2.358683
1368,-2.2369714
1369,-2.1192877
1370,-2.0013936
1371,-1.8728828
1372,-1.7008947
1373,-1.5903263
1374,-1.5774744
1375,-0.85814273
1376,-1.2296687
1377,-1.4388782
1378,-1.5394044
1379,-1.6020598
1380,-1.6616551
1381,-1.7172194
1382,-1.7652493
1383,-2.3864284
1384,-2.7630363
1385,-2.936555
1386,-2.953124
1387,-2.9166212
1388,-2.8418663
1389,-2.7363255
1390,-2.6149518
1391,-2.48972
1392,-2.366742
1393,-2.2476032
1394,-2.1307223
1395,-2.0110893
1396,-1.8770252
1397,-1.6930623
1398,-1.5754992
1399,-1.5623934
1400,-0.9151633
1401,-1.2045674
1402,-1.3746657
1403,-1.4815505
1404,-1.5720567
1405,-1.6584389
1406,-1.7331679
1407,-1.7938136
1408,-2.423948
1409,-2.8114066
1410,-2.958037
1411,-2.958319
1412,-2.9187996
1413,-2.848911
1414,-2.7514324
1415,-2.6377332
1416,-2.5178084
1417,-2.3970888
1418,-2.2771456
1419,-2.1565022
1420,-2.0299397
1421,-1.8846841
1422,-1.68153
1423,-1.553401
1424,-1.5397377
1425,-0.9029089
1426,-1.1263981
1427,-1.27316
1428,-1.3987281
1429,-1.521214
1430,-1.6367897
1431,-1.7331786
1432,-1.8037548
1433,-2.2975028
1434,-2.6349554
1435,-2.8277235
1436,-2.8839154
1437,-2.8873408
1438,-2.8502424
1439,-2.7756069
1440,-2.674679
1441,-2.558688
1442,-2.4351554
1443,-2.3078578
1444,-2.1771815
1445,-2.0392828
1446,-1.8823323
1447,-1.6670802
1448,-1.5325062
1449,-1.5163155
1450,-0.76552904
1451,-0.94442916
1452,-1.0767195
1453,-1.2163322
1454,-1.3724895
1455,-1.5207095
1456,-1.6418798
1457,-1.7307324
1458,-2.1385798
1459,-2.426047
1460,-2.6698468
1461,-2.7916558
1462,-2.8444886
1463,-2.8440545
1464,-2.7941763
1465,-2.706617
1466,-2.5944965
1467,-2.4678771
1468,-2.3329985
1469,-2.1923041
1470,-2.0435834
1471,-1.8764175
1472,-1.652508
1473,-1.5143434
1474,-1.4965869
1475,-0.55424273
1476,-0.7195778
1477,-0.8537203
1478,-1.0098258
1479,-1.1883177
1480,-1.3624673
1481,-1.5076505
1482,-1.7430128
1483,-1.7069695
1484,-2.0875788
1485,-2.5053284
1486,-2.6875083
1487,-2.7858112
1488,-2.8189044
1489,-2.7918212
1490,-2.7170637
1491,-2.6097105
1492,-2.482181
1493,-2.3427608
1494,-2.1954665
1495,-2.0392942
1496,-1.8649391
1497,-1.6354889
1498,-1.4960388
1499,-1.47767
1500,-0.22510676
1501,-0.3827765
1502,-0.52185076
1503,-0.69206727
1504,-0.8955395
1505,-1.1038287
1506,-1.2775981
1507,-1.4653203
1508,-1.544529
1509,-1.7101288
1510,-2.33093
1511,-2.5775926
1512,-2.7258217
1513,-2.7961924
1514,-2.7950575
1515,-2.7358778
1516,-2.6357753
1517,-2.509495
1518,-2.3672888
1519,-2.2147157
1520,-2.0519836
1521,-1.8705602
1522,-1.6310058
1523,-1.4860749
1524,-1.4690642
1525,-0.002037108
1526,-0.1591242
1527,-0.30124694
1528,-0.4778834
1529,-0.69410396
